Qujqār al-Qurdumī 247	mamālīk
Yashbak al-Yūsufī al-Muʾayyadī 249	ʾamīr 040 (al-Qāhira/Cairo)
Yashbak al-Yūsufī al-Muʾayyadī 249	ʾamīr 100 (al-Qāhira/Cairo)
jund/ʾajnād 256	jund
Sūdūn Qarāṣaqal 257	ʾamīr (general)
Sūdūn Qarāṣaqal 257	ʾamīr 100 (al-Qāhira/Cairo)
Sūdūn min ʿAbd al-Raḥmān 259	ʾamīr kabīr (al-Qāhira/Cairo)
Sūdūn min ʿAbd al-Raḥmān 259	ʾamīr 100 (al-Qāhira/Cairo)
Sūdūn min ʿAbd al-Raḥmān 259	baṭṭāl
Sūdūn min ʿAbd al-Raḥmān 259	khāṣṣakīya (sulṭān)
Qarājā al-ʾAshrafī   263	ʾamīr kabīr (Ḥalab/Aleppo)
Qarājā al-ʾAshrafī   263	ʾamīr (general)
Qarājā al-ʾAshrafī   263	ʾamīr 100 (al-Qāhira/Cairo)
Qarājā al-ʾAshrafī   263	ʾamīr 010 (al-Qāhira/Cairo)
Qarājā al-ʾAshrafī   263	ʾamīr 040 (al-Qāhira/Cairo)
Qarājā al-ʾAshrafī   263	baṭṭāl
Qarājā al-ʾAshrafī   263	ʾamīr (Ṭarābulis/Tripoli)
Jār Quṭlū al-Ẓāhirī 267	ʾatābak ʿasākir (Dimashq/Damascus)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr kabīr (al-Qāhira/Cairo)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr kabīr (al-Qāhira/Cairo)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr 100 (Dimashq/Damascus)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr (general)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr 100 (al-Qāhira/Cairo)
Jār Quṭlū al-Ẓāhirī 267	ʾamīr 010 (al-Qāhira/Cairo)
Jār Quṭlū al-Ẓāhirī 267	ʾatābak ʿasākir (al-Qāhira/Cairo)
Jār Quṭlū al-Ẓāhirī 267	baṭṭāl
al-Muʾayyadīya 268	mamālīk
al-Muʾayyadīya 268	mamālīk
al-Muʾayyadīya 268	ʾamīr 100 (al-Qāhira/Cairo)
al-Muʾayyadīya 268	ʾamīr 040 (al-Qāhira/Cairo)
al-Muʾayyadīya 268	ʾamīr 010 (al-Qāhira/Cairo)
Qarājā al-Kabkabī 269	mamālīk sulṭānīya (sulṭān)
Jarbāsh Kurd al-Muḥammadī 272	ʾamīr 100 (al-Qāhira/Cairo)
Jarbāsh Kurd al-Muḥammadī 272	ʾatābak ʿasākir (al-Qāhira/Cairo)
Jarbāsh Kurd al-Muḥammadī 272	baṭṭāl
Jarbāsh Kurd al-Muḥammadī 272	ʾamīr 010 (al-Qāhira/Cairo)
Jarbāsh Kurd al-Muḥammadī 272	ʾamīr 040 (al-Qāhira/Cairo)
Dawlāt Bāy al-Muʾayyadī 273	ʾamīr 040 (al-Qāhira/Cairo)
Dawlāt Bāy al-Muʾayyadī 273	ʾamīr 100 (al-Qāhira/Cairo)
Dawlāt Bāy al-Muʾayyadī 273	khāṣṣakīya (sulṭān)
Dawlāt Bāy al-Muʾayyadī 273	ʾamīr 010 (al-Qāhira/Cairo)
ʾĪnāl al-Shishmānī 274	ʾamīr 100 (Dimashq/Damascus)
ʾĪnāl al-Shishmānī 274	ʾatābak ʿasākir (Dimashq/Damascus)
ʾĪnāl al-Shishmānī 274	ʾamīr 010 (al-Qāhira/Cairo)
ʾĪnāl al-Shishmānī 274	ʾamīr 040 (al-Qāhira/Cairo)
ʾĪnāl al-Shishmānī 274	baṭṭāl
ʿAlāʾ al-Dīn b. ʾĀqbars 275	baṭṭāl
Qānī Bāy al-Bahlawān 277	ʾatābak ʿasākir (Dimashq/Damascus)
Qānī Bāy al-Bahlawān 277	ʾamīr 100 (al-Qāhira/Cairo)
Qānī Bāy al-Bahlawān 277	ʾatābak ʿasākir (Dimashq/Damascus)
Qānī Bāy al-Bahlawān 277	ʾamīr 100 (al-Qāhira/Cairo)
Qānī Bāy al-Bahlawān 277	ʾamīr 040 (al-Qāhira/Cairo)
Qānī Bāy al-Bahlawān 277	ʾamīr (general)
Qānī Bāy al-Bahlawān 277	ʾamīr 010 (al-Qāhira/Cairo)
Qānī Bāy al-Bahlawān 277	ʾatābak ʿasākir (Ḥalab/Aleppo)
Birdibak al-ʾIsmāʿīlī Qiṣqā 279	ʾamīr 040 (al-Qāhira/Cairo)
Birdibak al-ʾIsmāʿīlī Qiṣqā 279	ʾamīr 040 (al-Qāhira/Cairo)
Birdibak al-ʾIsmāʿīlī Qiṣqā 279	ʾamīr 010 (al-Qāhira/Cairo)
Khushkaldī al-Yashbakī 280	dawādār (sulṭān) (Ḥalab/Aleppo)
Khushkaldī al-Yashbakī 280	ʾamīr 100 (Ḥalab/Aleppo)
Ṣumāy al-Ḥasanī 281	ʾamīr 020 (al-Qāhira/Cairo)
Barsbughā 286	ʾamīr 100 (al-Qāhira/Cairo)
Kizil Nāʾib Bahasnā 289	ʾamīr (general)
Jānibāk al-Ḥamzāwī 291	ʾamīr 100 (al-Qāhira/Cairo)
Jānibāk al-Ḥamzāwī 291	ʾamīr (Dimashq/Damascus)
Barakāt b. ʿAjlān 293	ʾamīr (Makka/Mecca)
Barakāt b. ʿAjlān 293	ʾamīr (Makka/Mecca)
Ṭarabāy al-Ẓāhirī 294	ʾamīr 040 (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	ʾamīr kabīr (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	baṭṭāl
Ṭarabāy al-Ẓāhirī 294	ʾamīr kabīr (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	ʾatābak ʿasākir (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	ʾatābak ʿasākir (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	ʾamīr 100 (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	ʾamīr 040 (al-Qāhira/Cairo)
Ṭarabāy al-Ẓāhirī 294	baṭṭāl
Jarbāsh Kabbāsha* 298	baṭṭāl
Jarbāsh Kabbāsha* 298	ʾamīr 060 (al-Qāhira/Cairo)
Jarbāsh Kabbāsha* 298	ʾamīr 060 (al-Qāhira/Cairo)
Jarbāsh Kabbāsha* 298	muqaddam (Ḥalab/Aleppo)
Jarbāsh Kabbāsha* 298	ʾamīr 100 (al-Qāhira/Cairo)
ʾArghūn min Bashbughā 299	baṭṭāl
ʾArghūn min Bashbughā 299	baṭṭāl
ʾArghūn min Bashbughā 299	ʾamīr 100 (al-Qāhira/Cairo)
Tumān Tamur ʾAruq* 300	ʾamīr kabīr (Ḥalab/Aleppo)
Tumān Tamur ʾAruq* 300	ʾatābak ʿasākir (Ḥalab/Aleppo)
Tumān Tamur ʾAruq* 300	ʾamīr 100 (al-Qāhira/Cairo)
ʾAqbāy al-Khāzindār al-Muʾayyadī 301	ʾamīr 100 (al-Qāhira/Cairo)
Kizil al-ʿAjamī al-ʾAjrūd 303	ʾamīr 020 (al-Qāhira/Cairo)
Kizil al-ʿAjamī al-ʾAjrūd 303	ʾamīr 040 (al-Qāhira/Cairo)
Ṭuquz 304	ʾamīr 010 (al-Qāhira/Cairo)
Minṭāsh 305	ʾamīr 010 (al-Qāhira/Cairo)
Sūdūn al-Sayfī Bulāṭ al-ʾAʿrāj 306	ʾamīr 100 (al-Qāhira/Cairo)
Sūdūn al-Sayfī Bulāṭ al-ʾAʿrāj 306	ʾamīr 010 (al-Qāhira/Cairo)
Sūdūn al-Sayfī Bulāṭ al-ʾAʿrāj 306	ʾamīr 040 (al-Qāhira/Cairo)
Sūdūn al-Sayfī Bulāṭ al-ʾAʿrāj 306	baṭṭāl
Tanbak al-Qāḍī 307	ʾamīr 010 (al-Qāhira/Cairo)
Tanbak Miyiq 308	ʾatābak ʿasākir (al-Qāhira/Cairo)
Tanbak Miyiq 308	ʾamīr kabīr (al-Qāhira/Cairo)
Tanbak Miyiq 308	ʾamīr 100 (al-Qāhira/Cairo)
Sūdūn al-ʾAsandamurī 309	ʾamīr kabīr (Ṭarābulis/Tripoli)
Sūdūn al-ʾAsandamurī 309	ʾamīr (general)
Sūdūn al-ʾAsandamurī 309	ʾamīr (Ṭarābulis/Tripoli)
Sūdūn al-ʾAsandamurī 309	ʾatābak (Ṭarābulis/Tripoli)
Sūdūn al-ʾAsandamurī 309	ʾamīr 040 (al-Qāhira/Cairo)
Shāhīn al-Zardkāsh 310	ʾamīr 100 (al-Qāhira/Cairo)
Shāhīn al-Zardkāsh 310	baṭṭāl
Kumushbughā al-Faysī 311	ʾamīr kabīr (Ṭarābulis/Tripoli)
Kumushbughā al-Faysī 311	baṭṭāl
Kumushbughā al-Faysī 311	ʾatābak (Ṭarābulis/Tripoli)
Kumushbughā al-Faysī 311	ʾamīr 100 (al-Qāhira/Cairo)
Kumushbughā al-Faysī 311	ʾamīr 010 (al-Qāhira/Cairo)
Qāsim al-Bashtakī 318	qāḍī ʿaskar
Ṣafī al-Dīn Jawhar 320	ʾamīr 010 (al-Qāhira/Cairo)
ʾIbrāhīm b. al-Hayṣam 321	baṭṭāl
Baybars al-ʾAshrafī 324	bāsh mamālīk sulṭānīya (Makka/Mecca)
Baybars al-ʾAshrafī 324	ʾamīr 100 (al-Qāhira/Cairo)
Qarā Yūsuf b. Qarā Muḥammad 331	foreign ruler
ʿAzīz al-Ḥasanī 335	ʾamīr (al-Madīna/Medina)
ʿAzīz al-Ḥasanī 335	ʾamīr (al-Madīna/Medina)
Qānṣūh al-Nawrūzī 344	ʾamīr 100 (al-Qāhira/Cairo)
Qānṣūh al-Nawrūzī 344	ʾamīr (Dimashq/Damascus)
Qānṣūh al-Nawrūzī 344	ʾamīr 040 (al-Qāhira/Cairo)
Qānṣūh al-Nawrūzī 344	ʾamīr 040 (al-Qāhira/Cairo)
Qānṣūh al-Nawrūzī 344	khāṣṣakīya (sulṭān)
Qānṣūh al-Nawrūzī 344	ʾamīr 010 (al-Qāhira/Cairo)
Qānṣūh al-Nawrūzī 344	ʾamīr 100 (Dimashq/Damascus)
Tanam al-ʿAlāʾī 349	ʾamīr 020 (Dimashq/Damascus)
Sayf al-Dīn Yakhshī Bāy 354	ʾamīr 040 (al-Qāhira/Cairo)
Sayf al-Dīn Yakhshī Bāy 354	ʾamīr 010 (al-Qāhira/Cairo)
Sayf al-Dīn Yakhshī Bāy 354	kuttābīya (sulṭān)
Sūdūn al-Maghribī 355	baṭṭāl
Sūdūn al-Maghribī 355	ʾamīr 010 (al-Qāhira/Cairo)
Sūdūn al-Maghribī 355	ʾamīr (general)
ʾAsanbughā al-Zardkāsh 369	ʾamīr 100 (al-Qāhira/Cairo)
ʾAbū Bakr al-Jītī 375	qāḍī ʿaskar
Ḥasan b. Bashāra* 388	qāʾid ʿashīr
ʾArghūn Shāh al-ʾAʿwar 390	ʾamīr (Dimashq/Damascus)
ʾArghūn Shāh al-ʾAʿwar 390	ʾamīr Turkumān
ʾArghūn Shāh al-ʾAʿwar 390	baṭṭāl
ʾArghūn Shāh al-ʾAʿwar 390	ʾamīr 100 (Dimashq/Damascus)
ʾAḥmad b. Ramaḍān al-Turkumānī 392	ʾamīr Turkumān
ʾAḥmad b. Ramaḍān al-Turkumānī 392	ʾamīr (general)
ʾIbrāhīm b. Ramaḍān 393	ʾamīr Turkumān
Muḥammad b.ʾAlṭunbughā al-Qurmushī 399	ʾamīr 040 (al-Qāhira/Cairo)
Shams al-Dīn al-Harawī 401	baṭṭāl
Māzī al-Ẓāhirī Barqūq 421	ʾamīr 100 (Dimashq/Damascus)
ʾĪnāl al-ʾAzʿarī al-ʾArghizī 425	ʾamīr 100 (al-Qāhira/Cairo)
ʾĪnāl al-ʾAzʿarī al-ʾArghizī 425	ʾamīr 010 (al-Qāhira/Cairo)
ʾĪnāl al-ʾAzʿarī al-ʾArghizī 425	baṭṭāl
ʾĀqbirdī al-Muʾayyadī al-Minqār* 426	ʾamīr 100 (al-Qāhira/Cairo)
ʾĀqbirdī al-Muʾayyadī al-Minqār* 426	ʾamīr 010 (al-Qāhira/Cairo)
ʾĀqbirdī al-Muʾayyadī al-Minqār* 426	ʾamīr 040 (al-Qāhira/Cairo)
Shāhīn al-Fārisī 428	ʾamīr 100 (al-Qāhira/Cairo)
barīdīya 436	barīdīya
Sayf al-Dīn al-Qāsimī 438	ʾamīr 100 (al-Qāhira/Cairo)
Sayf al-Dīn al-Qāsimī 438	ʾamīr 100 (Dimashq/Damascus)
Sayf al-Dīn al-Qāsimī 438	ʾamīr (general)
Sayf al-Dīn al-Qāsimī 438	ʾamīr (Dimashq/Damascus)
al-Ẓāhir Ṭaṭar 441	ʾamīr 100 (al-Qāhira/Cairo)
al-Ẓāhir Ṭaṭar 441	ʾamīr kabīr (al-Qāhira/Cairo)
al-Ẓāhir Ṭaṭar 441	ʾamīr kabīr (al-Qāhira/Cairo)
al-Ẓāhir Ṭaṭar 441	ʾamīr (general)
al-Ẓāhir Ṭaṭar 441	ʾatābak ʿasākir (al-Qāhira/Cairo)
Quṭlūbughā al-Tanamī 442	ʾamīr 100 (al-Qāhira/Cairo)
Quṭlūbughā al-Tanamī 442	baṭṭāl
Rumaytha b. Muḥammad b. ʿAjlān 457	ʾamīr (Makka/Mecca)
ʾĪnāl al-Jarkasī 473	ʾamīr (Dimashq/Damascus)
Quṭlūbughā al-Khalīlī 478	ʾamīr 100 (al-Qāhira/Cairo)
Mughulbāy al-Jaqmaqī 494	ʾamīr 100 (Dimashq/Damascus)
Mughulbāy al-Jaqmaqī 494	mamlūk sayfī
ʿAlī Bāy 495	ʾamīr 040 (al-Qāhira/Cairo)
ʾUzbak Khujā 501	ʾamīr 010 (al-Qāhira/Cairo)
Yashbak al-Faqīh 509	ʾamīr 010 (al-Qāhira/Cairo)
Yashbak al-Faqīh 509	ʾamīr 040 (al-Qāhira/Cairo)
Yashbak al-Faqīh 509	muqaddam ʿaskar
Yashbak al-Faqīh 509	ʾamīr 040 (al-Qāhira/Cairo)
Yashbak al-Faqīh 509	ʾamīr 100 (al-Qāhira/Cairo)
Yashbak al-Faqīh 509	baṭṭāl
Yashbak al-Faqīh 509	khāṣṣakīya (sulṭān)
ʾĪnāl al-Muʾayyadī ʾAkhū Qashtam 511	ʾamīr 010 (al-Qāhira/Cairo)
ʾĪnāl al-Muʾayyadī ʾAkhū Qashtam 511	khāṣṣakīya (sulṭān)
ʾĪnāl al-Muʾayyadī ʾAkhū Qashtam 511	ʾumarāʾ barrānīya
Qashtam al-Muʾayyadī 512	ʾatābak ʿasākir (Ḥalab/Aleppo)
Jānibak al-Qaramānī al-Ẓāhirī 516	ʾamīr 010 (al-Qāhira/Cairo)
Jānibak al-Qaramānī al-Ẓāhirī 516	ʾamīr 100 (al-Qāhira/Cairo)
Jānibak al-Qaramānī al-Ẓāhirī 516	ʾamīr 040 (al-Qāhira/Cairo)
Jānibak al-Qaramānī al-Ẓāhirī 516	muʿallim rammāḥa
Yalbughā al-Jārkasī 521	ʾamīr 010 (al-Qāhira/Cairo)
Yalbughā al-Jārkasī 521	ʾamīr 040 (al-Qāhira/Cairo)
Yalbughā al-Jārkasī 521	baṭṭāl
Yalbughā al-Jārkasī 521	khāṣṣakīya (sulṭān)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	ʾamīr rakb ʾawwal (al-Qāhira/Cairo)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	ʾamīr 040 (al-Qāhira/Cairo)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	ʾamīr (general)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	ʾamīr 100 (al-Qāhira/Cairo)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	ʾamīr 010 (al-Qāhira/Cairo)
Ṣalāḥ al-Dīn b. Naṣr Allāh 522	baṭṭāl
Khalīl b. Sābiq al-Ḥamawī 528	baṭṭāl
ʾAlṭunbughā al-Sharīfī al-Bajmaqdār 538	ʾamīr 100 (Dimashq/Damascus)
ʾAlṭunbughā al-Sharīfī al-Bajmaqdār 538	ʾamīr kabīr (Ḥalab/Aleppo)
ʾAlṭunbughā al-Sharīfī al-Bajmaqdār 538	ʾamīr 010 (al-Qāhira/Cairo)
ʾAlṭunbughā al-Sharīfī al-Bajmaqdār 538	ʾamīr 010 (al-Qāhira/Cairo)
ʾUrunbughā al-Nāṣirī 539	ʾamīr 100 (al-Qāhira/Cairo)
ʾUrunbughā al-Nāṣirī 539	ʾamīr 010 (al-Qāhira/Cairo)
ʾUrunbughā al-Nāṣirī 539	ʾamīr 040 (al-Qāhira/Cairo)
ʾUrunbughā al-Nāṣirī 539	ʾamīr 010 (al-Qāhira/Cairo)
ʾUrunbughā al-Nāṣirī 539	muqaddam mamālīk sulṭānīya (Makka/Mecca)
ʾUrkmās al-Jāmūs 540	ʾamīr 010 (al-Qāhira/Cairo)
Qānibak al-Muḥammadī 542	ʾamīr rajabīya
Ṭawkh al-Muʾayyadī 543	ʾamīr 100 (Dimashq/Damascus)
Mūsā b. Qarā 557	ʾamīr Warsaq *
Yulūk b. Ramaḍān 558	ʾamīr Turkumān
Khushkaldī 559	ʾamīr 100 (Ḥalab/Aleppo)
Yār ʿAlī al-ʿAjamī al-Ṭawīl 565	baṭṭāl
ʾIsmāʿīl b. al-ʿAjamī  568	ʾamīr ʾIsmāʿīlīya (al-Kahf - Tripoli)
ʿAbd al-Karīm b. Kātib al-Manākh 570	baṭṭāl
ʿUmar al-Ḥimṣī 572	baṭṭāl
ʿĪsā b. Yūsuf b. ʿUmar al-Hawwārī 575	ʾamīr Hawwāra
ʿĪsā b. Yūsuf b. ʿUmar al-Hawwārī 575	ʾamīr ʿurbān (al-Wajh al-Qiblī)
ʾIsmāʿīl b. ʿUmar al-Hawwārī 576	ʾamīr Hawwāra
ʾAyitmish al-Khuḍarī al-ʾAʿwar 577	baṭṭāl
ʾAyitmish al-Khuḍarī al-ʾAʿwar 577	ʾamīr 010 (al-Qāhira/Cairo)
ʾAyitmish al-Khuḍarī al-ʾAʿwar 577	ṭarkhān 
Taghrī Birdī 578	ʾamīr 010 (al-Qāhira/Cairo)
Yūnus al-Muḥammadī 579	ʾamīr 010 (al-Qāhira/Cairo)
Yūsuf b. Māzin 581	ʾamīr Hawwāra
Tanbak al-Ẓāhirī 592	ʾamīr 100 (al-Qāhira/Cairo)
Tanbak al-Ẓāhirī 592	ʾatābak ʿasākir (al-Qāhira/Cairo)
Tanbak al-Ẓāhirī 592	ʾamīr 100 (al-Qāhira/Cairo)
Tanbak al-Ẓāhirī 592	ʾamīr kabīr (al-Qāhira/Cairo)
Tanbak al-Ẓāhirī 592	baṭṭāl
Tanbak al-Ẓāhirī 592	ʾamīr 010 (al-Qāhira/Cairo)
Tanbak al-Ẓāhirī 592	ʾamīr 040 (al-Qāhira/Cairo)
Jārkas al-Qāsimī al-Muṣāriʿ 593	ʾamīr 010 (al-Qāhira/Cairo)
Jārkas al-Qāsimī al-Muṣāriʿ 593	ʾamīr 100 (al-Qāhira/Cairo)
Jārkas al-Qāsimī al-Muṣāriʿ 593	ʾamīr ʾākhūr kabīr (sulṭān)
Mamjiq al-Nawrūzī 598	ʾamīr 010 (al-Qāhira/Cairo)
ʿAlī b. Gharīb 603	ʾamīr Hawwāra
Hilāl al-Ẓāhirī Barquq 607	baṭṭāl
ʾAydughmish b. ʾŪzar 615	Turkumān
Ibn ʿĀmir 618	baṭṭāl
Ibn Munjid 635	ʾamīr Banī ʿUqba
Shukr 642	qāʾid
Muqbil al-Ḥasanī 647	ʾamīr (Yanbuʿ)
Batkhāṣ al-Ẓāhirī 650	jund
Batkhāṣ al-Ẓāhirī 650	mamālīk sulṭānīya (sulṭān)
Taghrī Birmish al-Zardkāsh 651	ʾamīr ḥājj maḥmal (al-Qāhira/Cairo)
Taghrī Birmish al-Zardkāsh 651	ʾamīr 010 (al-Qāhira/Cairo)
Taghrī Birmish al-Zardkāsh 651	ʾamīr 040 (al-Qāhira/Cairo)
Taghrī Birmish al-Zardkāsh 651	mamālīk sulṭānīya (sulṭān)
Yalkhujā min Māmish 652	ʾamīr 040 (al-Qāhira/Cairo)
Yalkhujā min Māmish 652	khāṣṣakīya (sulṭān)
Yalkhujā min Māmish 652	ʾamīr 010 (al-Qāhira/Cairo)
Yalkhujā min Māmish 652	ʾamīr 040 (al-Qāhira/Cairo)
Yalkhujā min Māmish 652	ʾamīr rakb ʾawwal (al-Qāhira/Cairo)
Sūdūn al-Sūdūnī 655	ʾamīr 010 (al-Qāhira/Cairo)
Sūdūn al-Sūdūnī 655	baṭṭāl
ʿAbd al-Laṭīf al-Manjakī 656	muqaddam mamālīk sulṭānīya (al-Qāhira/Cairo)
ʿAbd al-Laṭīf al-Manjakī 656	ʾamīr rakb ʾawwal (al-Qāhira/Cairo)
ʿAbd al-Laṭīf al-Manjakī 656	muqaddam mamālīk (al-Qāhira/Cairo)
Qarājā al-ʿUmarī 658	ʾamīr rajabīya
Qarājā al-ʿUmarī 658	ʾamīr 010 (al-Qāhira/Cairo)
Qarājā al-ʿUmarī 658	ʾamīr 100 (Dimashq/Damascus)
Qarājā al-ʿUmarī 658	baṭṭāl
Qarājā al-ʿUmarī 658	jund
Khalīl b. Shāhīn al-Shaykhī 664	ʾatābak ʿasākir (Ḥalab/Aleppo)
Khalīl b. Shāhīn al-Shaykhī 664	ʾamīr 100 (Dimashq/Damascus)
Khalīl b. Shāhīn al-Shaykhī 664	baṭṭāl
Khalīl b. Shāhīn al-Shaykhī 664	mamālīk sulṭānīya (sulṭān)
Khalīl b. Shāhīn al-Shaykhī 664	ʾamīr 040 (al-Qāhira/Cairo)
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	khāṣṣakīya (sulṭān)
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	ʾamīr 040 (Dimashq/Damascus)
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	baṭṭāl
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	ʾamīr 100 (Dimashq/Damascus)
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	mamālīk sulṭānīya (sulṭān)
Bayghūt  al-Muʾayyadī al-ʾAʿraj 665	ʾamīr 020 (Dimashq/Damascus)
Kizil al-ʾArghūn Shāwī 673	ʾamīr (Ḥamā)
Kizil al-ʾArghūn Shāwī 673	ʾamīr 040 (Dimashq/Damascus)
Kizil al-ʾArghūn Shāwī 673	ʾamīr 040 (al-Qāhira/Cairo)
Kizil al-ʾArghūn Shāwī 673	ʾamīr 100 (Dimashq/Damascus)
Birdibak al-Khalīlī Qiṣqā 681	ʾamīr 100 (al-Qāhira/Cairo)
ʾAḥmad b. ʿAlī b. ʾĪnāl al-Yūsufī 693	ʾamīr 010 (al-Qāhira/Cairo)
ʾAḥmad b. ʿAlī b. ʾĪnāl al-Yūsufī 693	ʾamīr 100 (al-Qāhira/Cairo)
ʾAḥmad b. ʿAlī b. ʾĪnāl al-Yūsufī 693	ʾamīr 020 (Ṭarābulis/Tripoli)
ʾAḥmad b. ʿAlī b. ʾĪnāl al-Yūsufī 693	ʾamīr 040 (al-Qāhira/Cairo)
Yūnus al-ʾĀqbāʾī  696	ʾamīr 010 (al-Qāhira/Cairo)
Yūnus al-ʾĀqbāʾī  696	ʾamīr 040 (al-Qāhira/Cairo)
Yūnus al-ʾĀqbāʾī  696	ʾamīr 100 (al-Qāhira/Cairo)
Khayr Bak al-Muʾayyadī 697	ʾamīr 010 (al-Qāhira/Cairo)
ʾUzdamur Shāyā  700	ʾamīr 100 (al-Qāhira/Cairo)
ʾUzdamur Shāyā  700	ʾamīr 100 (Ḥalab/Aleppo)
ʾUzdamur Shāyā  700	ʾamīr 010 (al-Qāhira/Cairo)
ʾUzdamur Shāyā  700	ʾamīr 040 (al-Qāhira/Cairo)
ʾUzdamur Shāyā  700	ʾatābak ʿasākir (Ḥalab/Aleppo)
Mubārak Shāh al-Rammāḥ 703	ʾamīr 040 (al-Qāhira/Cairo)
Fayrūz al-Nawrūzī 708	ʾamīr 040 (al-Qāhira/Cairo)
Qarāja al-Ẓāhirī Jaqmaq 709	ʾamīr 100 (al-Qāhira/Cairo)
Qarāja al-Ẓāhirī Jaqmaq 709	baṭṭāl
Qarāja al-Ẓāhirī Jaqmaq 709	ʾamīr 010 (al-Qāhira/Cairo)
Qarāja al-Ẓāhirī Jaqmaq 709	ʾamīr 100 (Dimashq/Damascus)
Qarāja al-Ẓāhirī Jaqmaq 709	ṭarkhān 
Qarāja al-Ẓāhirī Jaqmaq 709	ʾatābak ʿasākir (Dimashq/Damascus)
ʾAqbirdī al-Muẓaffarī al-Ẓāhirī  715	ʾamīr 010 (al-Qāhira/Cairo)
ʾAqbirdī al-Muẓaffarī al-Ẓāhirī  715	mamālīk sulṭānīya (sulṭān)
ʾAqbirdī al-Muẓaffarī al-Ẓāhirī  715	khāṣṣakīya (sulṭān)
ʾAqbirdī al-Muẓaffarī al-Ẓāhirī  715	raʾs nawba (small) (sulṭān)
ʾAqbirdī al-Muẓaffarī al-Ẓāhirī  715	ʾamīr rakb ʾawwal (al-Qāhira/Cairo)
Taghrī Birmish al-Jalālī 716	baṭṭāl
Taghrī Birmish al-Jalālī 716	khāṣṣakīya (sulṭān)
Taghrī Birmish al-Jalālī 716	ʾamīr 010 (al-Qāhira/Cairo)
Taghrī Birmish al-Jalālī 716	kuttābīya (sulṭān)
Baktamur al-Saʿdī 718	ʾamīr 010 (al-Qāhira/Cairo)
Baktamur al-Saʿdī 718	ʾamīr 040 (al-Qāhira/Cairo)
ʾĀq Birdī  726	ʾamīr 100 (al-Qāhira/Cairo)
ʾAbu l-Qāsim b. Ḥasan b. ʿAjlān 736	ʾamīr (Makka/Mecca)
Timrāz al-Muʾayyadī al-Muṣāriʿ 737	ʾamīr 010 (al-Qāhira/Cairo)
Timrāz al-Muʾayyadī al-Muṣāriʿ 737	baṭṭāl
Timrāz al-Muʾayyadī al-Muṣāriʿ 737	khāṣṣakīya (sulṭān)
Muṣliḥ al-Dīn Murtīl* 743	qāḍī ʿaskar
ʾAḥmad 752	ʾamīr 010 (Ḥalab/Aleppo)
Yūnus al-ʿAlāʾī  753	ʾamīr 040 (al-Qāhira/Cairo)
Yūnus al-ʿAlāʾī  753	ʾamīr 010 (al-Qāhira/Cairo)
Yūnus al-ʿAlāʾī  753	ʾamīr 100 (al-Qāhira/Cairo)
Yūnus al-ʿAlāʾī  753	jund
Timurbughā al-Ẓāhirī 754	ʾamīr 010 (al-Qāhira/Cairo)
Timurbughā al-Ẓāhirī 754	ʾamīr 040 (al-Qāhira/Cairo)
Timurbughā al-Ẓāhirī 754	baṭṭāl
Timurbughā al-Ẓāhirī 754	ʾamīr 100 (al-Qāhira/Cairo)
Timurbughā al-Ẓāhirī 754	ʾatābak ʿasākir (al-Qāhira/Cairo)
Timurbughā al-Ẓāhirī 754	khāṣṣakīya (sulṭān)
Timurbughā al-Ẓāhirī 754	ʾamīr 020 (al-Qāhira/Cairo)
Timrāz al-Nawrūzī Taʿrīṣ 756	bāsh (al-Qāhira/Cairo)
Timrāz al-Nawrūzī Taʿrīṣ 756	ʾamīr 010 (al-Qāhira/Cairo)
Manklī Bughā al-ʾArghūn Shāwī 771	ʾamīr 040 (al-Qāhira/Cairo)
Shādibak al-Jakamī 782	ʾamīr 100 (al-Qāhira/Cairo)
Shādibak al-Jakamī 782	ʾamīr 100 (al-Qāhira/Cairo)
Shādibak al-Jakamī 782	baṭṭāl
Shādibak al-Jakamī 782	ʾamīr 040 (al-Qāhira/Cairo)
Shādibak al-Jakamī 782	ʾamīr (general)
Shādibak al-Jakamī 782	ʾamīr 010 (al-Qāhira/Cairo)
