Dawlāt Bāy al-Muʾayyadī 273	zawj of	ʾukht Jānim al-ʾAshrafī  3684
Dawlāt Bāy al-Muʾayyadī 273	ḥam of	Jānim al-ʾAshrafī  26
Jānibāk al-Ḥamzāwī 291	zawj of	Khawand Qunuqbāy  3892
Tanbak Miyiq 308	zawj of	ʾukht Timrāz al-Muʾayyadī al-Muṣāriʿ 4110
Qarā Yūsuf b. Qarā Muḥammad 331	in-law of	Shāh Rukh b. Tīmūrlank 143
Sayf al-Dīn Yakhshī Bāy 354	zawj of	bint Yashbak al-ʾAʿraj 3784
Muḥammad b.ʾAlṭunbughā al-Qurmushī 399	zawj of	Bint al-Nāṣir Faraj 2375
al-Ẓāhir Ṭaṭar 441	zawj of	Saʿādāt 1365
al-Ẓāhir Ṭaṭar 441	zawj of	ʾUmm al-Ṣāliḥ Muḥammad 887
al-Ẓāhir Ṭaṭar 441	ḥam of	Ḥasan b. Sūdūn al-Faqīh 3631
ʾUrkmās al-Jāmūs 540	zawj of	Khawand Khadīja 631
Muḥammad b. ʿUmar b. Ḥijjī 545	zawj of	Zaynab bt. al-Bārizī 4062
Muḥammad b. ʿUmar b. Ḥijjī 545	ḥam of	Kamāl al-Dīn b. al-Bārizī 99
Muḥammad Bak b. Dulghādir 556	zawj of	Khadīja Khātūn 675
Muḥammad Bak b. Dulghādir 556	ḥam of	Jānibak al-Ṣūfī 83
ʿAbd al-Karīm b. Kātib al-Manākh 570	zawj of	zawjāt  ʿAbd al-Karīm b. Kātib al-Manākh 4259
Jamāl al-Dīn b. Kātib Jakam 571	zawj of	Fāṭima bt. al-Bārizī 3673
ʾAydakay* 654	zawj of	zawjat ʾAydakay* 653
Khalīl b. al-Nāṣir Faraj 672	in-law of	Jarbāsh Kurd al-Muḥammadī 272
Khalīl b. al-Nāṣir Faraj 672	zawj of	ʿAʾisha Shaqrāʾ bint Taghrī Birdī 2751
Muḥammad b. al-Shiḥna  711	in-law of	Walī al-Dīn Muḥammad al-Safṭī 111
Timurbughā al-Ẓāhirī 754	in-law of	Kasbāy al-Ẓāhirī 3608
Timurbughā al-Ẓāhirī 754	zawj of	zawjat al-Malik al-Ẓāhir Timurbughā 3613
Sawinjbughā al-Yūnusī al-Nāṣirī 783	zawj of	ʾUkht Mughul  4292
al-Manṣūr ʿUthmān b. Jaqmaq 819	in-law of	ʾUzbak min Ṭuṭukh al-Sāqī 876
ʿAlī Bāy al-ʾAshrafī 820	zawj of	Ibnat Jānibak al-ʾAshrafī al-Dawādār al-Thānī 4117
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	in-law of	Barsbāy al-Bajāsī 894
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	zawjat al-ʾAshraf ʾĪnāl 1115
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	zawj of	Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Birdibak al-ʾAshrafī 901
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Yūnus al-ʾĀqbāy  862
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ḥam of	Birdibak al-ʾAshrafī 901
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	zawj of	Shakarbāy al-ʾAḥmadīya 2860
Yūnus al-ʾĀqbāy  862	in-law of	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211
Yūnus al-ʾĀqbāy  862	zawj of	ibnat al-ʾAshraf ʾĪnāl 963
Qurqmās al-ʾAshrafī al-Jalab 863	zawj of	ʾumm al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3729
ʾUzbak min Ṭuṭukh al-Sāqī 876	in-law of	al-Manṣūr ʿUthmān b. Jaqmaq 819
ʾUzbak min Ṭuṭukh al-Sāqī 876	zawj of	Khadīja bt al-Ẓāhir Jaqmaq 2320
al-Malik al-Ṣāliḥ Muḥammad 882	zawj of	bint Yashbak al-ʾAʿraj 3784
Barsbāy al-Bajāsī 894	in-law of	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
Barsbāy al-Bajāsī 894	zawj of	Bint Birdibak 2245
Barsbāy al-Bajāsī 894	zawj of	Shāh Zādah bint Ibn ʿUthmān 2983
Barsbāy al-Bajāsī 894	zawj of	Khadīja bint ʾĀqṭuwah  3959
Barsbāy al-Bajāsī 894	zawj of	Khawand bint ʾĀqbughā al-Dawādār 4053
Birdibak al-ʾAshrafī 901	in-law of	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211
Birdibak al-ʾAshrafī 901	in-law of	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211
Birdibak al-ʾAshrafī 901	zawj of	ʾukht ʾAḥmad b. ʾĪnāl 1241
Badr al-Dīn Ḥusayn 913	ḥam of	ʾUzbak al-Ẓāhīrī al-Dawādār 914
