unknown 0	appoints	Yūsuf b. Qalandūr* 537
unknown 0	promotes	Khalīl al-Jashārī 92
unknown 0	appoints	ʾAlṭunbughā al-Sharīfī al-Bajmaqdār 538
unknown 0	appoints	Zayn al-Dīn al-Khāzindār 242
unknown 0	appoints	Muḥammad al-Ṣaghīr 120
unknown 0	appoints	Māzī al-Ẓāhirī Barqūq 421
unknown 0	appoints	Muḥammad al-Ṣaghīr 120
unknown 0	appoints	ʾAsanbughā al-Ṭayyārī 73
unknown 0	appoints	Qarājā al-ʾAshrafī   263
unknown 0	appoints	Ṭawkh al-Muʾayyadī 543
unknown 0	appoints	Dawlāt Bāy al-Muʾayyadī 273
unknown 0	appoints	Muḥammad b. ʿUmar b. Ḥijjī 545
unknown 0	appoints	ʿUmar b. ʿAḥmad b. al-Saffāḥ 529
unknown 0	appoints	ʿUmar b. ʿAḥmad b. al-Saffāḥ 529
unknown 0	appoints	Yūsuf b. ʾAḥmad al-Bāʿūnī 546
unknown 0	appoints	ʿAlī b. Khaṭīb al-Nāṣirīya 548
unknown 0	appoints	ʿUmar b. ʿAḥmad b. al-Saffāḥ 529
unknown 0	appoints	Ibn Qāḍī Shuhba 125
unknown 0	appoints	ʿAlī b. Nāṣir al-Dīn Muḥammad 79
al-Ẓāhir Jaqmaq 2	promotes	Yulūk b. Ramaḍān 558
unknown 0	appoints	Yār ʿAlī al-ʿAjamī al-Ṭawīl 565
unknown 0	appoints	ʾIbrāhīm b. al-Bāʿūnī 98
unknown 0	appoints	ʿAlāʾ al-Dīn b. ʾĀqbars 275
unknown 0	appoints	Khalīl al-Sakhāwī 566
unknown 0	appoints	Khalīl al-Sakhāwī 566
unknown 0	promotes	ʾIsmāʿīl b. al-ʿAjamī  568
unknown 0	appoints	Ṭūghān Qīz al-ʿAllānī 231
unknown 0	appoints	ʿUmar al-Ḥimṣī 572
unknown 0	appoints	Shihāb al- Dīn ʾAḥmad b. Ḥajar 93
unknown 0	appoints	Muḥammad al-Wanāʾī 530
unknown 0	appoints	Zayn al-Dīn Yaḥyā 118
unknown 0	appoints	ʾIsmāʿīl b. ʿUmar al-Hawwārī 576
unknown 0	appoints	Khalīl b. Sābiq al-Ḥamawī 528
unknown 0	appoints	Badr al-Dīn al-ʿAynī 462
unknown 0	appoints	Badr al-Dīn al-ʿAynī 462
unknown 0	appoints	Naṣr Allāh al-Wazza 518
unknown 0	appoints	Muḥammad b. ʿAbd al-Munʿim al-Baghdādī 586
unknown 0	appoints	ʾAḥmad al-Kūrānī 589
unknown 0	appoints	Timurbāy al-Timurbughāwī 147
unknown 0	appoints	Ḥusayn al-Ḥusaynī 590
al-Muʾayyad Shaykh 12	promotes	Julbān al-Muʾayyadī ʾAmīr ʾĀkhūr 179
al-Muʾayyad Shaykh 12	appoints	Julbān al-Muʾayyadī ʾAmīr ʾĀkhūr 179
al-ʾAshraf Barsbāy 24	appoints	Julbān al-Muʾayyadī ʾAmīr ʾĀkhūr 179
unknown 0	appoints	Muḥammad b. ʿAlī b. ʿUmar al-Ṣafadī 594
unknown 0	appoints	ʿAbd al-Raḥmān b. ʿAbd al-Wahhāb b. Naṣr Allāh 595
unknown 0	appoints	Shāhīn 596
unknown 0	appoints	Taghrī Birmish al-Jalālī 716
unknown 0	appoints	Yūsuf b. Māzin 581
al-Ẓāhir Jaqmaq 2	appoints	Muḥammad al-Wanāʾī 530
al-Ẓāhir Jaqmaq 2	appoints	ʿUmar al-Ḥimṣī 572
al-Ẓāhir Jaqmaq 2	appoints	Yūsuf b. Māzin 581
unknown 0	appoints	Muḥammad b. ʿAlī b. ʿUmar al-Ṣafadī 594
unknown 0	appoints	unknown 0
unknown 0	appoints	Hilāl al-Ẓāhirī Barquq 607
unknown 0	appoints	ʿAbd al-Raḥmān b. al-Kuwayz 608
unknown 0	appoints	Jawhar al-Timrāzī al-Ḥabashī 3793
unknown 0	appoints	Muḥammad al-Wanāʾī 530
unknown 0	appoints	ʾIbrāhīm b. al-Bāʿūnī 98
unknown 0	appoints	Muḥammad al-Wanāʾī 530
unknown 0	appoints	ʿAbd al-Laṭīf b. ʾAbī Bakr al-ʾAshqar 550
unknown 0	appoints	ʿAbd al-Laṭīf b. ʾAbī Bakr al-ʾAshqar 550
al-Ẓāhir Jaqmaq 2	appoints	Dawlāt Bāy al-Muʾayyadī 273
unknown 0	appoints	Qāsīm al-Bashtakī 318
unknown 0	appoints	ʾAqbughā Shayṭān 622
unknown 0	appoints	ʾIbrāhīm Khuruz* 453
unknown 0	appoints	ʾIbrāhīm Khuruz* 453
unknown 0	appoints	ʾIbrāhīm Khuruz* 453
unknown 0	appoints	Ḥasan b. ʿAjlān al-Ḥasanī 334
al-Muʾayyad Shaykh 12	appoints	Ḥasan b. ʿAjlān al-Ḥasanī 334
unknown 0	appoints	Sūdūn al-ʾAshqar 43
unknown 0	appoints	Fakhr al-Dīn b. ʾAbi l-Faraj 214
unknown 0	appoints	Yaḥyā b. Lāqī 2009
unknown 0	appoints	Māniʿ b. Sanīd* 662
unknown 0	appoints	ʿUmar b. Ḥijjī 72
unknown 0	appoints	ʿAbd al-ʿAzīz al-Baghdādī 666
unknown 0	appoints	ʾAqbāy al-Khāzindār al-Muʾayyadī 301
unknown 0	appoints	Yār ʿAlī al-ʿAjamī al-Ṭawīl 565
unknown 0	appoints	al-Mustakfī bi-llāh 688
unknown 0	promotes	Yashbak al-ʾAytamishī* 297
al-Ẓāhir Jaqmaq 2	appoints	ʿAlī b. Ḥasan b. ʿAjlān 619
unknown 0	appoints	Dāwud b. al-Kuwayz 203
unknown 0	appoints	ʿAbd al-Bāsiṭ al-Dimashqī 80
unknown 0	appoints	ʿAbd al-Raḥmān b. al-Kuwayz 608
unknown 0	appoints	Zayn al-Dīn Yaḥyā 118
unknown 0	promotes	Ṭūghān Qīz al-ʿAllānī 231
unknown 0	appoints	ʾAḥmad b. ʿAlī b. ʾĪnāl al-Yūsufī 693
al-Muʾayyad Shaykh 12	appoints	ʾAqbāy al-Khāzindār al-Muʾayyadī 301
al-Muʾayyad Shaykh 12	appoints	Qujqār al-Qurdumī 247
unknown 0	appoints	Muḥammad b. Yaʿqūb  701
unknown 0	appoints	Ṭūghān al-ʾAmīr ʾĀkhūr 107
unknown 0	appoints	Yaḥyā al-Maghrībī 781
unknown 0	appoints	Ḥamīd al-Dīn b. ʾAbī Ḥanīfa 602
unknown 0	appoints	Sulaymān b. al-Kuwayz 660
unknown 0	appoints	Qarāja al-Ẓāhirī Jaqmaq 709
unknown 0	appoints	Ibn al-Ḥāḍirī 710
unknown 0	appoints	ʾUzdamur Shāyā  700
unknown 0	appoints	ʿAbd al-Qādir b. al-Rassām 678
unknown 0	appoints	Zayn al-Dīn Yaḥyā 118
unknown 0	appoints	ʿAbd al-Laṭīf al-Manjakī 656
al-Ẓāhir Jaqmaq 2	appoints	Fayrūz al-Nawrūzī 708
al-Ẓāhir Jaqmaq 2	appoints	Fayrūz al-Nawrūzī 708
unknown 0	appoints	ʿImād al-Dīn b. Badr al-Dīn  720
unknown 0	promotes	ʾAsanbughā al-Ṭayyārī 73
unknown 0	appoints	ʿAlāʾ al-Dīn b. ʾĀqbars 275
unknown 0	appoints	Shihāb al- Dīn ʾAḥmad b. Ḥajar 93
unknown 0	appoints	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
unknown 0	appoints	Khalīl b. Bilāl 732
al-Ẓāhir Jaqmaq 2	appoints	ʾAbu l-Qāsim b. Ḥasan b. ʿAjlān 736
unknown 0	appoints	Badr al-Dīn al-ʿAynī 462
unknown 0	appoints	ʿAbd al-Raḥmān b. ʿAbd al-Wahhāb b. Naṣr Allāh 595
unknown 0	appoints	Shihāb al- Dīn ʾAḥmad b. Ḥajar 93
al-Ẓāhir Jaqmaq 2	appoints	Ṭūghān al-ʿUthmānī 241
unknown 0	appoints	Muḥammad b. ʿUmar b. Ḥijjī 545
unknown 0	appoints	ʿUmar al-Ḥimṣī 572
unknown 0	appoints	Yūsuf b. ʾAḥmad al-Bāʿūnī 546
unknown 0	appoints	Ibn al-Jazarī 549
unknown 0	appoints	Yār ʿAlī al-ʿAjamī al-Ṭawīl 565
al-Muʾayyad Shaykh 12	appoints	Ṣārūkhān 742
al-Muʾayyad Shaykh 12	appoints	ʾAḥmad 752
unknown 0	promotes	Yashbak al-Faqīh 509
al-Muʾayyad Shaykh 12	appoints	ʿAlī b. Dulghādir 66
al-Muʾayyad Shaykh 12	appoints	ʾAlṭunbughā al-Jakamī 770
al-Muʾayyad Shaykh 12	appoints	Manklī Bughā al-ʾArghūn Shāwī 771
al-Muʾayyad Shaykh 12	appoints	Manklī Bughā al-ʾArghūn Shāwī 771
unknown 0	appoints	ʿAbd al-Qādir b. al-Rassām 678
unknown 0	appoints	ʿAbd al-Qādir b. al-Rassām 678
unknown 0	appoints	ʿAbd al-Qādir b. al-Rassām 678
unknown 0	appoints	Shāhīn al-Ṭūghānī 775
unknown 0	appoints	ʿAbd al-Raḥmān al-Dīrī 776
unknown 0	appoints	ʿIzz al-Dīn b. al-Basāṭī  780
unknown 0	appoints	Khalīl b. Shāhīn al-Shaykhī 664
unknown 0	appoints	Khalīl b. Shāhīn al-Shaykhī 664
