Source	Target	Weight
القيروان	المحدث	3
البغدادي	الحمامي	5
الاهوازي	العراق	3
الامير	شيزر	4
اصبهان	العبدي	3
الحنفي	العراق	5
البخاري	الحنفي	6
الاهواز	الجزيرة	2
الاسفراءيني	الشافعي	4
كرمان	ما وراء النهر	2
القرطبي	القيروان	9
الري	نسا	2
الاهواز	البصرة	3
سجلماسة	طرابلس	2
الاندلسي	الكناني	2
القرشي	دمشق	4
السراج	دمشق	2
الاندلس	المغرب	8
المغربي	دمشق	4
الشاعر	اللخمي	2
الاصبهاني	الرحال	2
الفقيه	القدس	3
الصرام	النيسابوري	2
اغمات	قرطبة	3
الكاتب	قرطبة	2
الري	النيسابوري	7
الاشبيلي	الخولاني	4
الشافعي	النساءي	2
القضاعي	مصر	2
الاطروش	المقريء	2
الازدي	بغداد	4
الفقيه	تلمسان	2
آمد	صور	2
الازدي	الاندلس	4
الحنفي	الواعظ	2
بلخ	سرخس	3
الكوفة	بغداد	27
البخاري	الحجاز	2
الخرقي	الفقيه	2
بست	نيسابور	5
البصرة	الفارسي	2
المولي	بست	2
سامراء	طوس	2
الحربي	بغداد	3
آمد	فارس	3
المحدث	طرابلس	2
سرخس	مكة	2
الميورقي	قرطبة	2
السمعاني	نيسابور	3
رندة	سبتة	2
الاندلس	الفقيه	12
المقريء	اوانا	3
البصرة	ما وراء النهر	2
صور	مرو	3
الحراني	المصري	2
الصيرفي	نيسابور	3
الرازي	المقريء	3
الهند	بخارى	3
امل	خراسان	2
الرعيني	القرطبي	2
اسفرايين	طرابلس	4
الطحاوي	الفقيه	2
اليزدي	جرجان	3
اشبيلية	الشاعر	4
السهمي	القرشي	2
بلخ	جرجان	5
اشبيلية	المخزومي	2
الاسكندرية	المغرب	2
الاسكافي	المقريء	3
الشافعي	الكوفة	3
الروم	جرجان	3
الخطيب	المولي	7
الكتاني	الواعظ	2
آمد	بغداد	7
المقريء	حمص	2
الاشبيلي	طليطلة	2
بلنسية	طليطلة	2
الاديب	الصفار	3
حلب	نيسابور	5
الاصبهاني	المفتي	2
سمرقند	همذان	2
البخاري	البيكندي	2
المفتي	المقريء	2
الجبال	فارس	3
الضرير	الفقيه	2
الشام	المحدث	3
الهاشمي	بغداد	11
المروزي	المقريء	9
الصوفي	العراق	5
الشام	المولي	5
الاندلس	صقلية	2
اذربيجان	اصبهان	2
الامير	الحلة	2
بخارى	مصر	4
الفقيه	الهاشمي	4
باجة	مكة	2
المقريء	تنيس	4
الروم	مكة	3
السلمي	نيسابور	3
الازجي	البغدادي	2
الشافعي	المتكلم	3
الحجاز	الفقيه	11
السهمي	جرجان	2
التغلبي	الشاعر	2
الروم	الهند	4
الصوفي	القانت	4
الاصبهاني	الخباز	2
البصرة	مرو	8
الرحال	الصوفي	2
الشاهد	الفقيه	2
الشاعر	اللاذقية	2
خراسان	هراة	8
الامير	الغلام	2
البخاري	الهند	2
غزة	مكة	3
القسطنطينية	بغداد	4
الداراني	الدمشقي	3
الطائف	المقريء	2
بلخ	غزنة	4
الاندلسي	دمشق	4
السمناني	بغداد	2
الكساءي	النيسابوري	2
الفقيه	امل	10
المغرب	خراسان	2
الاندلسي	الشام	5
سمرقند	نسف	4
طرابلس	هراة	2
الطرسوسي	مصر	2
الصابوني	نيسابور	3
الاصبهاني	الفقيه	11
البغدادي	القاضي	18
دمشق	مرو	7
القيرواني	مصر	5
الفقيه	المقريء	15
الفقيه	فاس	2
الصوفي	الفرضي	2
اصبهان	الرحال	5
البلخي	هراة	2
الشيعي	النيسابوري	4
الرافضي	المعتزلي	2
الاندلس	الروم	4
المغرب	بلنسية	2
القيروان	دمشق	2
البغدادي	الشاهد	2
الروم	الشاعر	2
الكساءي	قيسارية	2
البصرة	الشام	9
المرية	رندة	2
الري	حلب	2
اصبهان	الجصاص	3
اشبيلية	طليطلة	4
القلانسي	المقريء	2
الامير	الحراني	2
الاهوازي	الشام	2
الانصاري	النيسابوري	2
آمد	النحوي	2
الامير	السلجوقي	2
الفقيه	مراكش	2
السلمي	القاضي	2
اغمات	بلنسية	2
اشبيلية	مصر	8
البغدادي	الدقاق	8
السمرقندي	القاضي	2
الاندلسي	بلنسية	4
خراسان	غزنة	8
التغلبي	دمشق	7
خراسان	مرو	14
البغدادي	الحجاز	2
الشافعي	النوبة	2
المروزي	نيسابور	6
البغدادي	خراسان	5
المحدث	بغداد	27
الاندلسي	الفقيه	6
الطوسي	مكة	2
المروروذي	مرو	3
الشاعر	المقريء	6
المغرب	النيسابوري	2
الاصم	النيسابوري	5
المدينة	الهاشمي	2
الاسكندرية	المالكي	2
دانية	سرقسطة	2
القيروان	صقلية	2
سمرقند	طرابلس	2
اصبهان	الكشي	2
بغداد	عكبرا	4
الاهواز	مصر	6
جرجان	فارس	4
افريقية	الفقيه	3
الدني	بغداد	3
القاضي	حلب	6
دمشق	مكة	27
الشاعر	اليمن	2
الطريثيثي	مكة	2
الحجاز	القاضي	8
الامير	فلسطين	2
الحاكم	الحنفي	6
الشيرازي	مرو	3
الحذاء	المقريء	3
المولي	قرطبة	19
بغداد	مروالروذ	6
الاشبيلي	اللخمي	12
العلوي	سمرقند	2
البصري	طرابلس	2
البغدادي	الخفاف	3
الحيرة	المءيد	2
التاجر	الفقيه	3
الميورقي	مصر	2
الشام	مكة	16
طرابلس	عسقلان	2
الاصبهاني	القفال	2
قزوين	همذان	2
الجواد	العراق	2
العراق	اليمن	9
الامير	نيسابور	2
الاصولي	بغداد	2
الصدوق	الفقيه	2
سجستان	نيسابور	4
السرقسطي	وشقة	2
بخارى	بغداد	15
الدقاق	الكاتب	2
المفيد	الموصل	2
البزاز	الدمشقي	6
المدينة	مكة	3
القاضي	المغرب	4
الاندلسي	سبتة	2
الحناءي	الدمشقي	4
الجواد	الشاعر	2
قرطبة	نيسابور	2
القيروان	باجة	2
الدقاق	النيسابوري	3
بلنسية	مكة	3
الازجي	المقريء	2
السكري	النيسابوري	4
الري	القزويني	3
الخطيب	المفتي	3
الخزاعي	بغداد	2
قرطبة	ميورقة	4
الاديب	النيسابوري	12
الشاعر	العلوي	2
جرجان	دمشق	8
الاندلسي	سرقسطة	6
البزاز	الهمذاني	7
مصر	نصيبين	2
القاضي	عكبرا	2
الروم	خراسان	4
اصبهان	نسف	3
الجبال	الحجاز	2
الاشبيلي	القيروان	2
القيرواني	النحوي	3
البارع	المقريء	2
العراق	المحدث	3
الصابوني	النيسابوري	7
المدينة	دمشق	2
الحنبلي	الحنبلي	7
الخطيب	دمشق	16
العطار	القرطبي	2
البزاز	الحمامي	2
البصرة	الكوفة	10
الفقيه	الهمداني	4
خوارزم	مرو	3
القاضي	بلنسية	4
الزبيري	مصر	2
البخاري	العراق	2
المالكي	تلمسان	2
الفقيه	عكبرا	2
العراق	بخارى	3
الاستراباذي	الواعظ	2
الازدي	المحدث	2
القاهرة	المصري	2
برقة	طرابلس	2
الصفار	بخارى	2
التاجر	الطلحي	2
المرية	طليطلة	3
الامير	بخارى	2
الشام	العراق	19
الدمشقي	السلمي	10
القاضي	مكة	10
البغدادي	الخازن	2
الحاكم	النسوي	2
بغداد	نيسابور	76
الشاشي	طرابلس	2
الابهري	بغداد	2
الشام	المالكي	3
البغدادي	الفرضي	2
القرشي	نيسابور	4
الامير	همذان	3
الكناني	الهروي	3
الامير	المءيد	3
المتكلم	بغداد	5
الاصبهاني	سمرقند	4
اصبهان	الهند	2
الشام	ميورقة	2
بطليوس	قرطبة	4
البزاز	الموصل	2
الحداد	الرهاوي	2
الحنبلي	دمشق	3
الديلم	كرمان	2
اللخمي	طليطلة	3
المحدث	ما وراء النهر	2
العلوي	نيسابور	4
الرملة	نيسابور	2
الشيعي	مصر	5
القاضي	بغداد	49
الخزاعي	المحدث	2
الفقيه	صيداء	2
القرطبي	المرية	7
القاضي	القدس	4
الهند	كرمان	2
الحجاز	مصر	17
اغمات	مراكش	2
القاءد	دمشق	4
الالبيري	قرطبة	2
اشبيلية	المقريء	2
الانباري	مصر	2
الاشبيلي	القرشي	2
الفقيه	قيسارية	2
الحميدي	قرطبة	2
القاضي	خوارزم	2
الشجاعي	الفقيه	2
الدمشقي	المصيصي	2
العبدي	المالكي	2
البصرة	المالكي	5
الاصبهاني	بلخ	4
الجرجاني	الواعظ	4
القاضي	المالكي	6
الاملي	النيسابوري	2
الحنفي	الشيعي	2
القاضي	المحدث	3
المقدسي	دمشق	6
الخشاب	الشيعي	2
المروزي	مكة	3
التميمي	الواعظ	5
المعتزلي	الهمذاني	2
تنيس	دمشق	3
اسفرايين	الشافعي	2
النسفي	بخارى	4
الفقيه	مرو	21
خراسان	دمشق	12
القيروان	المغربي	2
الحنفي	المقريء	2
الري	القسطنطينية	2
الاموي	الخطيب	2
الشيعي	العلوي	6
المعرة	بغداد	4
الجذامي	القرطبي	2
البغدادي	واسط	3
الاشبيلي	الانصاري	2
سمرقند	نيسابور	10
الصدفي	القاضي	3
الاندلس	غرناطة	3
العراقي	القاضي	2
البغدادي	صور	2
الحكي	صور	2
الرحال	بغداد	6
الخزاعي	امل	2
الاسدي	المقريء	2
الشاهد	دمشق	5
الاصبهاني	الضبي	3
الحنبلي	سمرقند	2
الاسكندرية	صور	2
اسفرايين	بغداد	5
البيع	الجرجاني	2
طوس	نسا	2
المرية	باجة	2
بعلبك	طرابلس	2
الاديب	الاسدي	2
اللخمي	مصر	4
الوادعي	طرابلس	2
الري	العراق	5
المروزي	بغداد	9
الشافعي	العراق	10
الاشبيلي	المقريء	5
السمرقندي	سمرقند	2
المفيد	دمشق	3
باجة	ميورقة	2
الواعظ	الواعظ	4
الحاج	بغداد	5
الاصبهاني	فارس	19
الفقيه	القيرواني	4
الكرجي	الكوفي	2
الطبري	طبرستان	2
الشيرازي	الفقيه	6
الاندلس	سبتة	10
بغداد	ميافارقين	4
بلخ	طوس	4
اصبهان	غزنة	7
الصوفي	منبج	2
الجبال	بغداد	5
الشام	الهروي	2
الغافقي	مصر	2
البستي	الكاتب	2
بطليوس	غرناطة	2
بغداد	همذان	27
القيرواني	المالكي	4
الشاعر	القرطبي	7
الحداد	المصري	2
الحنبلي	العكبري	3
الكناني	شيزر	3
العراق	حران	3
