Source	Target	Weight
اليمن	دمشق	2
الشعبي	امل	2
النخعي	ريدة	2
الوالي	امل	2
ارمينية	الاموي	3
الشام	بست	3
القاضي	الكوفي	19
الامير	المدني	5
الشامي	مصر	2
العراق	سجستان	3
الحميري	الواسطي	2
السبي	سجستان	3
القيروان	المقريء	3
الحمصي	مكة	4
القرشي	الكوفة	9
الكوفة	الموصل	3
المغرب	امل	2
الجزري	الرهاوي	3
البصري	الكندي	2
الحمار	واسط	2
البصرة	الحكمي	2
طرسوس	مكة	3
المدينة	الهاشمية	3
الامير	مكة	9
الفارسي	بغداد	2
الكندي	دمشق	2
السلمي	القاضي	4
البصري	الفارسي	3
العبدري	المكي	6
الشام	حمص	10
العباسي	العراق	3
البصرة	الليثي	2
الحذاء	المقريء	2
المدني	المولي	101
المري	المقريء	2
الصنعاني	صنعاء	3
البصرة	البلقاء	2
البصرة	سجستان	3
الحضرمي	الحمصي	9
الري	مكة	4
العامري	المدني	4
البصري	الشاعر	12
بغداد	حمص	3
الصدوق	الكوفي	3
المزني	دمشق	2
المولي	الواسطي	5
الثقفي	الواسطي	3
امل	منبج	2
البصري	الخياط	3
الشام	المروزي	2
الاعور	مكة	2
الدمشقي	اليحصبي	2
الاندلس	المصري	2
الشاعر	النمري	2
المصري	اليمن	2
الصنعاني	اليمن	3
الكلاعي	حمص	2
الغساني	دمشق	2
امل	دارا	2
الحمصي	السكوني	3
المروزي	مكة	2
امل	سمرقند	2
التجيبي	الفقيه	2
الامير	الحجاز	4
البصري	المالكي	2
القرشي	المصري	5
الحجاز	المكي	2
السفاح	الكوفة	2
الاسكندرية	المصري	12
الدمشقي	الشامي	3
العراق	دارا	4
افريقية	الكوفة	3
امل	امل	7
المدينة	اليمني	2
الحاصر	نصيبين	2
الانبار	الكوفة	2
الخرقي	مكة	2
امل	هيت	2
الداري	المكي	2
الدمشقي	الواعظ	2
الكلبي	دمشق	2
العباسي	الكوفة	2
الخراساني	اليمن	3
الواسطي	واسط	4
الاردن	مكة	2
الافريقي	الرعيني	3
المحاربي	المولي	2
الواعظ	بغداد	2
الشام	القرشي	5
الحذاء	المولي	2
الفسطاط	القرشي	2
التميمي	المنقري	2
الافريقي	المهلبي	2
البلخي	الفقيه	4
حمص	فارس	2
الحجاز	مكة	10
الزهري	القاضي	2
العباسي	دمشق	5
العبدي	الكوفي	4
السند	الكوفة	2
الغلام	المولي	2
الدمشقي	القرشي	9
العدوي	المدينة	4
الجمحي	المكي	10
الشيعي	خراسان	2
العبدري	القرشي	3
الكوفي	المحدث	3
الاحول	الكوفة	2
الاعرج	المدني	9
البصرة	العراق	24
حران	خراسان	2
السفاح	الهاشمي	5
اصبهان	الجزيرة	2
البصري	مكة	22
الجزيرة	الحراني	2
فارس	مكة	4
المضري	اليمني	3
السهمي	المكي	3
خراسان	نيسابور	6
الاحول	القاضي	2
الجزيرة	المءدب	2
الاعمي	المولي	3
العراق	المولي	24
المطلبي	المولي	2
الكلاعي	المصري	4
المصري	اليحصبي	2
السامي	الناجي	3
الحنفي	الكوفي	11
العمري	القرشي	2
الفهري	المولي	4
الامير	القيسي	3
الحمار	المولي	2
الطحان	الكوفي	5
الاعمي	اليمامي	2
الاعرج	المولي	5
العمري	مصر	2
الكوفي	الهروي	2
البصري	الواسطي	2
الكندي	مصر	4
الزيات	المقريء	4
القدس	ريدة	2
اليمامة	اليمامي	2
البصري	الحميري	3
الكوفة	سجستان	2
الاموي	الحراني	2
التيمي	بغداد	3
البصرة	المتكلم	2
الجزيرة	الكوفة	3
البصري	القصاب	4
الشاعر	العبادي	2
الري	خراسان	2
السفاح	الشام	2
المغرب	طرابلس	4
العامري	الكوفي	7
الحمصي	الكلبي	2
الاوزاعي	الشام	3
التميمي	القاضي	3
الجمحي	المدينة	2
الاعرج	العدوي	2
الرملة	الواسطي	2
الزهري	الفقيه	3
الاسكندراني	المصري	2
التاجر	دارا	2
مصر	مكة	7
المولي	فارس	8
الامير	الحمار	3
البصري	الرومي	2
الكوفة	واسط	6
الري	العراق	4
الاسكندرية	القرشي	3
البصرة	الفزاري	2
المازني	فارس	2
المولي	اليمن	13
القرشي	ريدة	2
البصري	العدوي	13
البصرة	الرازي	2
الحنظلي	امل	2
الجزيرة	دمشق	3
الاموي	الشاعر	4
المهلبي	المولي	2
الاموي	الجواد	3
القدس	المدينة	3
الحضرمي	القاضي	6
الكوفي	الهمذاني	7
القدس	الكوفي	2
التميمي	المروزي	2
الجندي	مكة	2
الازدي	السند	2
الكوفة	دمشق	18
الجزيرة	العباسي	4
اذربيجان	ارمينية	4
السلمي	المدينة	3
المدني	النوفلي	2
القاضي	النجاري	2
الشام	فارس	4
الفقيه	اليمن	4
البصرة	مصر	5
الحجاج	دمشق	2
العراق	الكندي	2
العراق	خراسان	9
المدني	اليمن	4
الكوفي	الهلالي	8
اذربيجان	دمشق	4
الامير	الهاشمي	14
الاموي	بغداد	5
العبدري	المقريء	3
اليمني	مكة	3
الحزامي	المدني	2
الطاءي	العراق	3
الشاعر	دمشق	3
الاسدي	الامير	2
الامير	البلقاء	5
الحبشة	القرشي	2
السامي	القرشي	2
الحكي	المولي	2
العراق	مصر	12
اليمن	مرو	2
الكندي	المصري	4
الاخباري	مكة	2
القرشي	فارس	2
السهمي	مكة	2
القاضي	صنعاء	3
السهمي	المقريء	2
اليمن	مصر	6
الخراساني	خراسان	7
الامير	الفهري	4
البصري	اليمن	3
الحميري	المولي	4
الروم	امل	4
الاسكندري	القرشي	2
الشامي	دمشق	5
الثقفي	المكي	3
الحاجب	المولي	5
المخزومي	المكي	21
البصرة	المدني	13
الكوفي	المغرب	3
الفقيه	بغداد	13
افريقية	التميمي	2
الازرق	الكوفي	3
السفاح	العباسي	4
الاسدي	البصرة	2
الامير	بست	3
العتكي	المولي	3
اصبهان	بغداد	2
القرشي	المدني	40
جرجان	مكة	3
ابيورد	امل	2
الكوفة	المدني	19
الكوفة	الهلالي	2
البصرة	بغداد	11
الري	المولي	4
الزهري	المقريء	3
المولي	مصر	47
المدينة	قم	4
الري	الكوفة	3
البصري	الضبي	6
المعافري	مصر	5
المزني	مصر	3
الانصاري	المدني	65
الاخباري	الحماد	3
الرافضي	الشيعي	2
الانصاري	الحجاز	2
اليمن	مكة	8
البصرة	النخعي	2
الكوفة	عسقلان	2
الحراني	المولي	7
الافريقي	المغرب	6
اصبهان	الكوفي	4
حلب	دمشق	2
الشاعر	المحدث	4
العراق	الكوفة	26
قم	مكة	3
الشامي	حمص	4
الليثي	المصري	2
البصري	العراق	12
الكوفي	ريدة	14
الحمصي	الدمشقي	4
المولي	المولي	11
الازدي	البصري	41
الشام	نصيبين	2
الرقة	امل	2
الاصبحي	مصر	2
البصري	الخزاعي	6
السند	الشام	3
الاصبحي	امل	2
الاسدي	البصري	2
الجزيرة	المولي	6
الرءاسي	الكوفي	6
الاموي	المدني	6
البربري	البصرة	2
الجزري	الرقة	2
الجزيرة	الرقة	4
العراق	الفارسي	2
البصري	مصر	12
الاولياء	الحارثي	2
بغداد	مصر	11
المازني	المدني	3
التيمي	الطلحي	5
العدوي	الكوفة	4
البلخي	ريدة	3
الخولاني	سارية	2
المدني	بسطام	2
الانصاري	مصر	6
التميمي	السعدي	3
البصرة	امل	4
الامير	اليمني	3
الحيرة	الهاشمي	2
الخطيب	الطاءي	2
الازدي	دمشق	6
الاسكندرية	الجمحي	2
الحميري	الكوفي	2
الشاعر	النصراني	3
البصري	الطويل	2
الفقيه	المدينة	22
الكوفي	الهمداني	35
التونسي	المغرب	2
الري	المروزي	3
اصبهان	البصري	2
الحمصي	المحدث	2
الاسدي	الري	2
الطاءي	المدينة	2
الحناط	الكوفي	5
الخراساني	ريدة	2
الامير	القيروان	2
الكوفي	اليشكري	3
الاسكندري	الفقيه	2
الموصل	دمشق	3
السبي	الكوفي	2
الثقفي	مكة	4
امل	طرسوس	2
اليربوعي	امل	2
اصبهان	الفقيه	5
الحجاز	اليمن	4
البصرة	العبدي	2
الزبيري	المدني	2
البصري	الخراساني	3
القسطنطينية	دمشق	2
المولي	بيروت	2
البصري	اليربوعي	3
الانصاري	الاوسي	6
العراق	القدس	2
الخزاعي	العباسي	2
الحكي	الدمشقي	2
الاخباري	البصري	2
البصرة	فارس	9
الازدي	خراسان	3
الجعفي	الشيعي	2
البصرة	السبي	2
العطار	مكة	2
الافريقي	الفقيه	2
الشاعر	الكوفة	2
الحذاء	الكوفي	3
الكاتب	المولي	13
القيروان	المولي	3
الفزاري	مصر	3
البصري	التجيبي	2
الحمصي	القاضي	5
التميمي	النحوي	2
الشام	بلخ	3
افريقية	القاضي	8
الشام	العباسي	3
الغفاري	المدني	5
القاضي	المخزومي	5
المولي	الهاشمي	11
الفزاري	المداءني	2
الكوفة	المفسر	2
الدمشقي	الصدوق	2
الشام	الهاشمي	8
الاولياء	المصري	4
الثوري	الكوفي	6
الزهري	المدينة	7
القصار	المقريء	3
العباسي	المولي	17
الخراساني	مرو	4
الانصاري	الدمشقي	4
التميمي	المجاشعي	2
الازدي	المقريء	2
الشيباني	العراق	2
الفقيه	مكة	10
الاولياء	الجمحي	2
الكوفة	الهاشمية	3
بعلبك	دمشق	2
القرشي	فلسطين	2
الازرق	المقريء	3
الحميري	الرافضي	2
البصري	الكرابيسي	4
التميمي	مكة	4
النحوي	ريدة	2
الكوفة	مكة	21
البصرة	التميمي	8
الاسلمي	المدني	11
السبي	طرابلس	2
الامير	الجزيرة	8
الضرير	المولي	2
البصري	الحنظلي	2
الازرق	المولي	2
دمشق	فلسطين	5
التميمي	القرشي	5
الاسلمي	ريدة	4
الاسكندرية	مكة	3
البصري	الدمشقي	2
المولي	خوارزم	2
العلوي	بغداد	2
بغداد	حلب	2
الشام	امل	4
بغداد	دارا	2
الاعمش	امل	2
الكوفة	المكي	3
الاهواز	القاضي	3
الشاعر	القبلي	3
الاصبهاني	التيمي	2
الرافضي	الكوفي	5
الكلبي	المغرب	3
العراق	اليمامة	4
الكوفة	الواسطي	3
الحجاز	امل	4
المدينة	المقريء	12
البصرة	الرافضي	2
البغدادي	المولي	2
الرعيني	مصر	2
الدمشقي	خراسان	2
الخزاعي	الدمشقي	2
البصري	الصدوق	14
الاندلس	مكة	2
الشام	المدني	12
الحنفي	الفلسطيني	2
البصري	العنبري	12
الكوفة	بسطام	2
الامير	الموصل	4
التميمي	امل	4
الجهني	المولي	2
البصرة	الخزاعي	2
الكوفة	المدينة	20
الازدي	المولي	20
حمص	مصر	3
البصري	الضبعي	9
البصرة	الكوفي	18
الكوفي	دارا	2
الاموي	الجزيرة	3
الروم	دمشق	12
الفقيه	المفتي	4
ارمينية	دمشق	3
الخراساني	الكوفي	3
السلمي	واسط	2
الحيرة	المدينة	3
القاضي	مصر	8
الكوفي	المخزومي	8
العلوي	الهاشمي	7
العنبري	المولي	3
الحجاز	دمشق	5
الفهمي	المولي	4
الحجازي	الليثي	3
حمص	مكة	4
الازدي	الشام	4
الموصلي	بغداد	2
الري	اليامي	2
الواعظ	دمشق	3
القرشي	القطان	3
الازدي	النمري	2
الرعيني	المولي	3
افريقية	الامير	6
الدمشقي	القاضي	5
الابيض	المولي	2
البصرة	الحمصي	3
البصري	الغلام	2
السلمي	الكندي	2
المغرب	المولي	14
الازدي	المغرب	2
الفارسي	الكوفة	2
القاضي	اليمامة	3
داريا	دمشق	2
العقيلي	دمشق	2
دارا	مكة	2
الزبيدي	المصري	3
المخرمي	المدني	2
النيسابوري	نيسابور	3
الدمشقي	المقريء	24
البصري	المهلبي	2
البصري	المنقري	5
الكاتب	مصر	4
التركي	خراسان	2
الفهري	المدينة	2
الكوفة	المولي	38
المدني	المغازي	2
الانصاري	المديني	6
الزهري	بغداد	4
الحضرمي	برقة	3
الاحول	الكوفي	4
الطاءفي	مكة	2
الجزيرة	المغرب	2
البخاري	الكناني	2
الدمشقي	بيروت	2
البغدادي	العباسي	2
اليمامة	دمشق	3
الاعمي	البصري	5
الليثي	المولي	7
الكوفي	المءذن	3
الشام	القاضي	4
الشيعي	الهاشمي	2
الحنفي	الدمشقي	2
الامير	العراق	12
دمشق	سجستان	2
التيمي	مكة	3
البصرة	المعتزلي	2
ارمينية	الموصل	3
الكوفة	الهاشمي	5
الحجاز	الكوفة	11
المدني	خراسان	2
الطاءفي	الكوفة	2
الخولاني	مصر	2
الرقة	العراق	2
الفقيه	نيسابور	3
الدمشقي	السند	3
الشام	المداءن	2
الفقيه	واسط	3
الاسكندرية	العراق	2
البصرة	المزني	4
الباهلي	البصرة	3
الرومي	المولي	4
البارع	طرابلس	2
الجذامي	المصري	2
السلمي	المولي	10
المدينة	المغرب	4
النخعي	بغداد	3
الشاعر	العاملي	3
القدس	الكوفة	2
المقريء	صنعاء	2
الاشعري	المولي	2
الدمشقي	العذري	3
العباسي	المدينة	3
الروم	المزني	2
البصري	العلاف	2
العمري	المولي	4
الاموي	فارس	3
الافريقي	التجيبي	2
السلمي	الشاعر	3
الاخباري	الهذلي	2
القاص	المدني	5
الشامي	الواسطي	2
البصري	خراسان	5
الحجاز	العباسي	2
الطويل	الكوفة	2
افريقية	العراق	3
الاسدي	المدني	13
العراق	المداءني	2
الشرقي	القاضي	2
البصرة	السند	4
الشام	سجستان	4
العراق	المكي	3
الشاعر	مصر	2
امل	حلب	2
المولي	ريدة	3
القاضي	قرميسين	2
البصرة	الحضر	2
السعدي	الكوفي	3
المقريء	المولي	47
الانصاري	البخاري	2
الباهلي	القاضي	2
الانصاري	القاص	2
التميمي	الحنظلي	3
الخشني	الدمشقي	2
ارمينية	الكوفي	2
بغداد	دمشق	9
البصري	الليثي	2
خراسان	ريدة	2
الكوفي	المفسر	2
الاحول	العراق	2
العراق	القاضي	4
الكندي	المدني	4
الرازي	القاضي	3
افريقية	التجيبي	3
العراق	المصري	2
ارمينية	الشام	2
الطويل	المصري	2
اصبهان	المدينة	5
الاصبهاني	مكة	2
اذربيجان	الجزيرة	3
الخزاعي	الكوفي	5
الاعرج	القاص	2
الاصم	البصري	3
الكوفة	المداءن	5
الاموي	خراسان	2
الدمشقي	بغداد	7
الكوفة	الهذلي	3
المدينة	واسط	2
القاضي	الموصل	3
المدني	بغداد	22
التميمي	الفقيه	3
البصري	سارية	2
الحبشي	الدمشقي	2
القيسي	ريدة	2
الرازي	مكة	3
الخراساني	مصر	4
البخاري	بخارى	4
المدينة	الهمداني	2
التيمي	القاضي	4
البصرة	العدوي	2
الزيات	المولي	3
المقريء	الهذلي	5
المقريء	اليهودي	2
الكناني	مكة	2
الليثي	المدينة	2
البجلي	مكة	2
البصرة	اليمامة	3
المديني	المولي	2
الفزاري	الكوفي	8
الاموي	مكة	6
البصري	الدباغ	3
الشاعر	النميري	2
العطار	الكوفي	3
الجزيرة	الفقيه	3
البصرة	دمشق	14
الاعور	المقريء	2
بغداد	بيروت	2
الحجاز	اليمامة	2
القاص	المقريء	2
المولي	جرجان	2
الخزاعي	المصري	2
البصرة	الحميمة	2
البصري	المزني	9
الشيعي	الشيعي	3
قم	مصر	3
العراق	المغازي	2
الامير	المولي	49
البصرة	الري	7
امل	واسط	2
البصري	الري	5
الامير	الطاءي	2
الجندي	اليمني	2
القاضي	المروزي	3
الحنظلي	الكوفي	2
الامير	الحكمي	2
العبدري	المولي	2
التيمي	المدينة	10
البصرة	الحجاز	7
البلقاء	الكوفة	2
الكوفي	الواسطي	3
البصري	بغداد	14
السودان	المدينة	2
الحمصي	المقريء	3
بغداد	خراسان	4
الهاشمية	بغداد	2
المفتي	واسط	2
البصري	الرفاعي	2
البلقاء	الهاشمي	5
الشاعر	القلبي	2
القيروان	المصري	2
الجزري	الشامي	2
خراسان	سمرقند	2
الحجاز	العراق	13
الافريقي	الامير	4
الجزيرة	المدينة	3
الاندلس	الشام	3
المفتي	مصر	3
السفاح	دمشق	2
امل	مكة	4
الضرير	الكوفة	2
الحضرمي	المصري	12
الجزري	المولي	12
البصرة	بيروت	2
الافريقي	المغربي	3
الاندلس	الجزيرة	3
افريقية	البصرة	3
البصري	العبدي	32
الحمصي	السكسكي	2
الاردن	المولي	2
القرشي	المكي	11
الامير	الشام	12
الري	بغداد	6
التيمي	القرشي	17
البصرة	المدينة	21
القرشي	دمشق	4
الاموي	المكي	5
الاندلس	المغرب	3
الحازم	العباسي	2
الامير	الحازم	2
الفقيه	مصر	23
الفقيه	النيسابوري	2
الاحول	المولي	3
المداءن	المدينة	2
الحارثي	الكعبي	2
البصري	الفزاري	2
الشاعر	الفهري	2
القاضي	نيسابور	2
الروم	الهاشمي	4
الجهني	الكوفي	4
العبدي	الفقيه	2
الحازم	الخراساني	2
الازدي	بغداد	5
القرشي	مصر	5
الاسكندراني	الفقيه	3
المحاربي	دمشق	3
العباسي	خراسان	2
البصرة	الفارسي	2
الفزاري	واسط	2
الرقة	مصر	4
الري	النخعي	2
التميمي	الحضر	3
القاص	المولي	4
الاشجعي	الكوفي	6
الانصاري	المءذن	2
الشام	المدينة	21
البلخي	الخراساني	2
الروم	المولي	11
المدني	قم	2
التميمي	مصر	7
البصري	الذارع	2
الاندلس	الفقيه	4
الفقيه	الهذلي	2
الخوارزمي	امل	2
المولي	الهلالي	2
البصري	الهذلي	5
الكندي	المروزي	3
العباسي	مصر	5
بغداد	فارس	4
اصبهان	الخراساني	2
المولي	بسطام	3
الطويل	الكوفي	2
البصرة	السدوسي	2
البصري	المصيصة	5
الشام	الليثي	2
الفقيه	الكندي	2
الرقة	اليمن	4
الاشعري	دمشق	2
الامير	المدينة	14
امل	خراسان	6
الشام	المصري	2
الشام	الوالي	2
المدني	المقريء	12
الامير	الروم	9
التميمي	الشاعر	5
الانصاري	القدس	2
العدوي	المولي	7
الكوفي	اللخمي	2
خراسان	مصر	2
التركي	الخراساني	2
الاصبحي	المصري	2
امل	سرخس	2
الخطيب	المولي	3
الحجاز	القرشي	2
فارس	مصر	2
الافريقي	المصري	3
الكوفي	مصر	6
البصرة	المقريء	7
الباهلي	الكوفي	2
المدني	المدينة	66
الخزاعي	الكعبي	2
الواسطي	اليشكري	3
الهاشمي	بغداد	4
الاموي	الفقيه	2
البصرة	البصري	68
الرقي	المولي	2
الشام	المولي	17
المدينة	حمص	3
الخراساني	مكة	5
الاسكندرية	الاولياء	2
المءدب	المدني	3
الامير	الخراساني	3
المزني	المولي	5
الثوري	الكوفة	2
الجعفي	الرافضي	2
الاهواز	البصرة	4
المكي	المولي	29
المدينة	المفتي	2
الاندلس	الكوفة	2
الروم	مكة	6
الاسدي	واسط	2
المدني	المطلبي	3
الجزري	الفقيه	3
بغداد	فلسطين	2
البصري	الشام	10
الضرير	الكوفي	8
الاهواز	الكوفي	2
الفزاري	المولي	5
البزاز	البصري	3
الكوفي	المالكي	2
اذربيجان	الروم	2
القصاب	الكوفي	2
العمار	المولي	2
البصرة	مرو	3
الاسكندري	المصري	5
الشامي	فلسطين	3
الخولاني	داريا	2
العبسي	القاضي	3
الامير	المضري	2
الكوفة	فارس	4
البصري	الربعي	3
المولي	اليمني	3
الكوفة	كرمان	2
الروم	فارس	2
المقريء	الهمداني	3
الاسكندرية	الحميري	2
البادي	الحجاز	2
القطان	المولي	4
البصري	الجهضمي	4
المزني	المقريء	3
الكوفة	المفتي	2
الرقة	دمشق	2
الطلحي	المدني	2
الطاءي	الكوفي	10
القاضي	جرجان	3
المغرب	خراسان	3
الجزري	الكعبي	2
العراق	طرسوس	3
الغطفاني	الكوفي	3
الروم	الشام	14
الحيرة	المدني	3
الشام	المقريء	7
الحجاز	المحدث	2
الفقيه	المقريء	5
الامير	الري	5
الافريقي	القاضي	7
الزيات	الكوفة	2
الاموي	الاندلس	4
الرافضي	المعتزلي	2
البصرة	العنبري	7
الخزاعي	المدني	5
المولي	الهمداني	2
الاندلس	القاضي	2
النحوي	بغداد	4
الشيباني	النصراني	2
الشيباني	الكوفي	14
اليمامة	مكة	2
الحضرمي	الكوفي	7
الجعفي	الكوفة	2
البصري	المصري	2
البصرة	الشام	17
الرقة	بغداد	4
البصري	البياع	3
الجرمي	العراق	2
البلخي	بلخ	7
القرشي	المولي	28
الدمشقي	الصنعاني	3
خراسان	مرو	9
الدمشقي	الطويل	2
المدينة	بغداد	21
امل	ينبع	2
البصرة	السفاح	2
الاموي	الدمشقي	13
الاندلس	الفهري	3
الهمداني	الوادعي	2
الاندلس	العراق	2
الحضرمي	الفقيه	5
المدينة	الهاشمي	11
الامير	قنسرين	2
العبسي	الغطفاني	2
السكوني	الموصل	2
العدوي	المقريء	4
الازدي	الحداني	2
الامير	الكلبي	4
الغنوي	الكوفي	2
البصرة	الواعظ	2
افريقية	الفقيه	3
الرافضي	الكوفة	3
السفاح	المولي	5
دمشق	مكة	15
الحجاز	القاضي	3
البصري	الرقة	3
الاموي	السري	2
السبي	العراق	3
البزاز	المولي	4
الرازي	الكوفة	2
المفسر	المكي	2
الدمشقي	الرحبي	2
البصرة	الواسطي	4
السلمي	دمشق	2
الدمشقي	طرابلس	2
البصري	طرابلس	2
الشام	مكة	16
الاموي	قنسرين	2
اصبهان	الاصبهاني	4
التيمي	المءذن	2
الحضر	الشاعر	3
الزيات	الكساءي	2
الروم	قم	2
الطويل	خراسان	2
الري	الهلالي	2
البصري	المحدث	2
العجلي	الكوفي	11
الروم	المصيصة	4
الكوفة	المرادي	2
البصري	نيسابور	2
الروم	العباسي	4
افريقية	المهلبي	2
البصري	المدينة	8
الحضر	الشام	2
الخراساني	القدس	2
العامري	المدينة	3
المتولي	قنسرين	2
العراق	المداءن	3
البجلي	الفقيه	5
الخراساني	دمشق	2
الامير	السلمي	3
الانصاري	الشامي	2
القاضي	المغرب	2
البياع	الحنفي	2
الاندلس	الشامي	2
الازدي	ريدة	4
البجلي	الطويل	2
العراق	بغداد	16
الكوفة	المروزي	3
الضبي	الكوفي	26
الشيباني	مصر	2
العجلي	العراق	2
العراق	المزني	2
الرحبي	المقريء	2
المدني	امل	4
الزبيدي	طرابلس	2
الزبيدي	دمشق	2
الاسود	المولي	3
الهمداني	مكة	2
بسطام	بغداد	2
البغدادي	مكة	3
الكوفي	المداءن	4
البصرة	دارا	4
الاشجعي	المدني	2
الانصاري	المولي	28
الكوفة	الهمداني	12
المغرب	بغداد	3
الاموي	المقريء	2
اليحصبي	مصر	2
مصر	نصيبين	2
السبيعي	الهمداني	2
الجواد	المدينة	2
الروم	خراسان	4
افريقية	السند	3
الازدي	الموصلي	3
البصرة	القاص	2
العمري	المدينة	2
البلخي	مكة	5
البصري	الجريري	3
الخزاعي	دمشق	3
المدينة	دمشق	12
الفهري	المصري	2
الشام	الكوفة	16
السلمي	الكوفة	4
اصبهان	العنبري	2
العنزي	الكوفة	2
افريقية	المغربي	2
الازدي	مرو	2
الشام	المصيصة	4
البصرة	الكوفة	27
المصري	مصر	39
الحمار	المءدب	2
العلوي	الكوفي	2
البصري	المخزومي	2
المرادي	المصري	2
الشامي	المولي	7
المدينة	المزني	2
المقريء	دمشق	17
البصري	عسقلان	2
الاردن	دمشق	2
البصرة	الحميري	3
البصرة	الفلسطيني	2
البصري	الجرمي	4
التميمي	الكوفة	6
الشام	العراق	19
ريدة	مكة	3
الدمشقي	السلمي	5
الشامي	الغساني	2
الشاعر	بغداد	8
القاضي	مكة	10
الاعور	المولي	5
الشام	الشامي	2
البصرة	المصيصة	2
الفسطاط	المدني	2
الشام	داريا	2
البصري	النمري	3
الشام	طرسوس	3
التيمي	التيمي	5
الحمصي	الشام	9
البصري	الزيادي	2
السودان	مكة	2
الرافضي	الصيرفي	2
الضبعي	خراسان	2
البصرة	التيمي	7
الزيات	الكوفي	5
الضرير	المدني	2
الشامي	الفقيه	3
الكوفي	المولي	70
اليمني	صنعاء	2
الاسدي	الشامي	3
النخعي	دمشق	3
الاعرج	الكوفي	2
الحمصي	سارية	3
الكوفي	المصيصة	2
بغداد	واسط	6
العنزي	الكوفي	3
الامير	البصري	3
البصري	السعدي	8
البصري	الفقيه	3
الري	الكندي	2
الفقيه	طرابلس	4
المتولي	المولي	4
القاضي	بغداد	13
الامير	بغداد	11
الجرجاني	مكة	2
الاندلس	المرواني	2
البصرة	سارية	2
الامير	النحوي	2
البصري	الشيباني	5
السكوني	الكوفي	2
الليثي	بغداد	2
المغازي	المولي	2
الحجاز	مصر	7
القاص	المصري	3
الكوفي	الموصل	3
الحمصي	اللخمي	2
التميمي	المدني	6
الاعور	الكوفي	11
الشام	فلسطين	2
الحميمة	خراسان	2
العمري	الفقيه	2
الزبيدي	القاضي	3
الاحمسي	الكوفي	6
القاضي	المدينة	13
العراق	الفقيه	6
الاسدي	العراق	3
