URI	REG_MESO	TR	SEARCH	EN	TYPE	LAT	LON	AR	AR_Alt	AR_Sort
ARTHA_422E557N_R	Khazar_RE	al-Arṯā	al-Artha|al-Arthaniyya	NA	regions	42.25518	55.73456	الأرثا	الأرثا|الأرثانية	ارثا
ARJUMAN_526E311N_R	Fars_RE	Arǧumān	Arjuman	NA	regions	52.62743	31.1799	أرجمان	أرجمان	ارجمان
ARHAB_443E158N_R	Yaman_RE	Arḥab	Arhab	NA	regions	44.39237	15.82412	أرحب	أرحب	ارحب
ARMINIYYA_441E394N_R	Rihab_RE	Arminiyyaŧ	Arminiyya	NA	regions	44.11256	39.47331	أرمنية	أرمنية|ارمينية	ارمنية
ISBIJAB_697E422N_R	Mawarannahr_RE	Isbīǧāb	Isbijab	NA	regions	69.75409	42.23062	إسبيجاب	إسبيجاب	اسبيجاب
USTUWA_578E370N_R	Khurasan_RE	Ustuwā	Ustuwa	NA	regions	57.870483	37.091116	أستوا	استوا	استوا
ASFUZAR_621E332N_R	Khurasan_RE	al-Asfuzār	al-Asfuzar	NA	regions	62.12974	33.24402	الأسفزار	الأسفزار	اسفزار
ISHBILIYYA_059W374N_R	Andalus_RE	Išbīliyyaŧ	Ishbiliyya	NA	regions	-5.96199	37.4079	إشبيلية	إشبيلية	اشبيلية
USHRUSANA_687E395N_R	Mawarannahr_RE	Ušrūsanaŧ	Ushrusana	NA	regions	68.72187	39.56749	أشروسنة	أشروسنة	اشروسنة
ISBAHAN_516E326N_R	Jibal_RE	Iṣbahān	Isbahan|Isfahan	NA	regions	51.65	32.66855	إصبهان	إصبهان|إصفهان	اصبهان
ATRABIYYA_317E307N_R	Misr_RE	Aṭrabiyyaŧ	Atrabiyya	NA	regions	31.74628	30.70963	أطربية	أطربية	اطربية
AFRAHUN_309E311N_R	Misr_RE	al-Afrāḥūn	al-Afrahun	NA	regions	30.91239	31.19144	الأفراحون	الأفراحون	افراحون
Maghrib_RE	Maghrib_RE	Ifriqiyyaŧ	Ifriqiyya	NA	regions	9.624023	35.109125	إفريقية	افريقية|افريقيا	افريقية
AHWAZ_486E313N_R	Khuzistan_RE	al-Ahwāz	al-Ahwaz|Suq=al-Ahwaz	NA	regions	48.69059	31.32986	الأهواز	الأهواز|سوق=الأهواز	اهواز
UWAL_505E261N_R	JaziratArab_RE	Uwāl	Uwal	NA	regions	50.56693	26.11827	أوال	أوال	اوال
AWSIYA_312E311N_R	Misr_RE	al-Awsiyaŧ	al-Awsiya	NA	regions	31.25278	31.19181	الأوسية	الأوسية	اوسية
AWFAR_665E398N_R	Mawarannahr_RE	Awfar	Awfar	NA	regions	66.5255	39.82347	أوفر	أوفر	اوفر
AYUL_667E288N_R	Sind_RE	Ayul	Ayul	NA	regions	66.70232	28.85409	أيل	أيل	ايل
ILAQ_702E407N_R	Mawarannahr_RE	Īlāq	Ilaq	NA	regions	70.2074	40.78508	إيلاق	إيلاق	ايلاق
BAJA_078W380N_R	Andalus_RE	Bāǧaŧ	Baja	NA	regions	-7.80444	38.00689	باجة	باجة	باجة
BAKHARZ_603E350N_R	Khurasan_RE	Bāḫarz	Bakharz	NA	regions	60.33692	35.01995	باخرز	باخرز	باخرز
BADHGHIS_620E346N_R	Khurasan_RE	Bāḏġīs	Badhghis|Badhaghis	NA	regions	62.07465	34.61545	باذغيس	باذغيس|باذغيس	باذغيس
BALISH_676E296N_R	Sijistan_RE	Bāliš	Balish|Balis|Walish|Walishtan	NA	regions	67.65738	29.64265	بالش	بالش|بالس|والش|والشتان	بالش
BAMIYAN_678E348N_R	Khurasan_RE	al-Bāmiyān	al-Bamiyan	NA	regions	67.80206	34.84737	الباميان	الباميان	باميان
BAJANAK_408E486N_R	Khazar_RE	al-Baǧānāk	al-Bajanak|al-Bajanakiyya	NA	regions	40.8946	48.61696	البجاناك	البجاناك|البجاناكية	بجاناك
BAJANAK_499E492N_R	Khazar_RE	al-Baǧānāk	al-Bajanak|al-Bajanakiyya	NA	regions	49.92897	49.24133	البجاناك	البجاناك|البجاناكية	بجاناك
BAJJANA_024W369N_R	Andalus_RE	Baǧǧānaŧ	Bajjana	NA	regions	-2.41826	36.95657	بجانة	بجانة	بجانة
BUKHARA_644E398N_R	Mawarannahr_RE	Buḫāraŧ	Bukhara	NA	regions	64.46489	39.85224	بخارى	بخارة|بخارى	بخارى
BADR_447E138N_R	Yaman_RE	Badr	Badr	NA	regions	44.72906	13.87387	بدر	بدر	بدر
BADAQUN_305E308N_R	Misr_RE	al-Badaqūn	al-Badaqun	NA	regions	30.52845	30.89835	البدقون	البدقون	بدقون
BUDHA_675E287N_R	Sind_RE	al-Budhaŧ	al-Budha	NA	regions	67.56764	28.71365	البدهة	البدهة	بدهة
BADHAKHSHAN_707E375N_R	Khurasan_RE	Baḏaḫšān	Badhakhshan	NA	regions	70.79525	37.59609	بذخشان	بذخشان	بذخشان
BURKHUWAR_516E327N_R	Jibal_RE	Burḫuwār	Burkhuwar	NA	regions	51.67468	32.78618	برخوار	برخوار	برخوار
BURTAS_466E526N_R	Khazar_RE	Burṭās	Burtas	NA	regions	46.64374	52.68645	برطاس	برطاس	برطاس
BARQA_208E323N_R	Barqa_RE	Barqaŧ	Barqa	NA	regions	20.84475	32.37576	برقة	برقة	برقة
BARM_526E311N_R	Fars_RE	Barm	Barm	NA	regions	52.62743	31.1799	برم	برم	برم
BAZRANJ_511E299N_R	Fars_RE	Bazranǧ	Bazranj	NA	regions	51.11281	29.92934	بزرنج	بزرنج	بزرنج
BUST_643E313N_R	Sijistan_RE	Bust	Bust	NA	regions	64.39078	31.39108	بست	بست	بست
BASTA_314E305N_R	Misr_RE	Basṭaŧ	Basta	NA	regions	31.49925	30.56736	بسطة	بسطة	بسطة
BUSFURJAN_456E395N_R	Rihab_RE	Busfurǧān	Busfurjan	NA	regions	45.61619	39.54632	بسفرجان	بسفرجان	بسفرجان
BUSHT_582E352N_R	Khurasan_RE	Bušt	Busht	NA	regions	58.27285	35.2614	بشت	بشت	بشت
BUSHTAFRUSH_592E361N_R	Khurasan_RE	Buštafrūš	Bushtafrush|Bustanfarush	NA	regions	59.24061	36.17813	بشتفروش	بشتفروش|بستنفروش	بشتفروش
BASHJIRT_541E500N_R	Khazar_RE	Bašǧirt	Bashjirt|Basjird	NA	regions	54.16457	50.04287	بشجرت	بشجرت|بسجرد	بشجرت
BASHARUD_312E312N_R	Misr_RE	al-Bašarūd	al-Basharud	NA	regions	31.23342	31.28817	البشرود	البشرود	بشرود
BISHLANK_648E326N_R	Sijistan_RE	Bišlank	Bishlank	NA	regions	64.81783	32.6817	بشلنك	بشلنك	بشلنك
BATAIH_452E319N_R	Iraq_RE	al-Baṭāʾiḥ	al-Bataih|al-Batiha	NA	regions	45.29796	31.98716	البطائح	البطائح|البطيحة	بطائح
BATALYUS_069W388N_R	Andalus_RE	Baṭalyūs	Batalyus|Batalyuth	NA	regions	-6.99606	38.835	بطليوس	بطليوس|بطليوث	بطليوس
BATNRIF_310E308N_R	Misr_RE	Baṭn=al-Rīf	Batn=al-Rif	NA	regions	31.02025	30.85291	بطن=الريف	بطن=الريف	بطن=الريف
BATNSIRR_379E308N_R	BadiyatArab_RE	Baṭn=al-Sirr	Batn=al-Sirr	NA	regions	37.965	30.86285	بطن=السر	بطن=السر	بطن=السر
BATNNAKHL_400E248N_R	JaziratArab_RE	Baṭn=al-Naḫl	Batn=al-Nakhl	NA	regions	40.00579	24.85968	بطن=النخل	بطن=النخل	بطن=النخل
BAGHRAWAND_431E400N_R	Rihab_RE	Baġrawand	Baghrawand	NA	regions	43.16621	40.00234	بغروند	بغروند	بغروند
BAGHLAN_687E362N_R	Khurasan_RE	Baġlān	Baghlan	NA	regions	68.77093	36.2356	بغلان	بغلان	بغلان
BAGHNIN_650E327N_R	Sijistan_RE	Baġnīn	Baghnin	NA	regions	65.00452	32.71541	بغنين	بغنين	بغنين
BALASABUR_511E303N_R	Fars_RE	Balā=Sābūr	Bala=Sabur	NA	regions	51.1775	30.39947	بلا=سابور	بلا=سابور	بلا=سابور
BILADBUJJA_370E192N_R	Misr_RE	Bilād=al-Buǧǧaŧ	Bilad=al-Bujja	NA	regions	37.0673	19.28058	بلاد=البجة	بلاد=البجة	بلاد=البجة
BILADHABASHA_341E149N_R	Misr_RE	Bilād=al-Ḥabašaŧ	Bilad=al-Habasha	NA	regions	34.14753	14.94825	بلاد=الحبشة	بلاد=الحبشة	بلاد=الحبشة
BALKH_668E367N_R	Khurasan_RE	Balḫ	Balkh	NA	regions	66.88305	36.78497	بلخ	بلخ	بلخ
BALADNUBA_316E197N_R	Misr_RE	Balad=al-Nūbaŧ	Balad=al-Nuba	NA	regions	31.60503	19.72554	بلد=النوبة	بلد=النوبة	بلد=النوبة
BALADDAWAR_651E322N_R	Sijistan_RE	Balad=Dāwar	Balad=Dawar|Bala=Dawar|Zamin=Dawar	NA	regions	65.17678	32.23313	بلد=داور	بلد=داور|بلا=داور|زمين=داور	بلد=داور
BULGHAR_484E541N_R	Khazar_RE	Bulġār	Bulghar	NA	regions	48.40369	54.1546	بلغار	بلغار	بلغار
BALQA_359E320N_R	Sham_RE	al-Balqāʾ	al-Balqa	NA	regions	35.96379	32.08487	البلقاء	البلقاء	بلقاء
BALANSIYYA_004W394N_R	Andalus_RE	Balansiyyaŧ	Balansiyya	NA	regions	-0.41486	39.43516	بلنسية	بلنسية	بلنسية
BAHNASA_306E286N_R	Misr_RE	Bahnasá	Bahnasa	NA	regions	30.66449	28.60073	بهنسى	بهنسى	بهنسى
BUSANJ_614E343N_R	Khurasan_RE	Būsanǧ	Busanj|Fushanj|Bushank	NA	regions	61.47787	34.35023	بوسنج	بوسنج|فشنج|بوشنك|بوشنج	بوسنج
BAWSHAN_441E157N_R	Yaman_RE	Bawšān	Bawshan	NA	regions	44.11406	15.70742	بوشان	بوشان	بوشان
BUQA_363E347N_R	Sham_RE	Būqā	Buqa	NA	regions	36.32185	34.71618	بوقا	بوقا	بوقا
BAWN_439E157N_R	Yaman_RE	Bawn	Bawn	NA	regions	43.94901	15.78083	بون	بون	بون
BISHA_426E200N_R	JaziratArab_RE	Bīšaŧ	Bisha	NA	regions	42.69682	20.04402	بيشة	بيشة	بيشة
BAYNUNA_533E236N_R	JaziratArab_RE	al-Baynūnaŧ	al-Baynuna	NA	regions	53.39087	23.69448	البينونة	البينونة	بينونة
BAYHAQ_576E360N_R	Khurasan_RE	Bayhaq	Bayhaq	NA	regions	57.6484	36.08485	بيهق	بيهق	بيهق
TAHIRT_013E353N_R	Maghrib_RE	Tāhirt	Tahirt	NA	regions	1.36504	35.36971	تاهرت	تاهرت	تاهرت
TUDMIR_013W379N_R	Andalus_RE	Tudmīr	Tudmir	NA	regions	-1.34462	37.95834	تدمير	تدمير	تدمير
TURABA_415E210N_R	JaziratArab_RE	Turabaŧ	Turaba	NA	regions	41.57497	21.0975	تربة	تربة	تربة
TUSTAR_488E320N_R	Khuzistan_RE	Tustar	Tustar|Shushtar	NA	regions	48.85461	32.0511	تستر	تستر|ششتر	تستر
TUTILA_016W420N_R	Andalus_RE	Tuṭīlaŧ	Tutila	NA	regions	-1.62697	42.04634	تطيلة	تطيلة	تطيلة
TIHAMA_425E175N_R	JaziratArab_RE	Tihāmaŧ	Tihama	NA	regions	42.51067	17.58374	تهامة	تهامة	تهامة
TURAN_662E277N_R	Sind_RE	Tūrān	Turan	NA	regions	66.22799	27.79334	توران	توران	توران
TIDA_308E312N_R	Misr_RE	Tīdaŧ	Tida	NA	regions	30.827	31.23866	تيدة	تيدة	تيدة
TIRMARDAN_519E298N_R	Fars_RE	Tīr=Mardān	Tir=Mardan	NA	regions	51.92718	29.86635	تير=مردان	تير=مردان	تير=مردان
TIHBANUISRAIL_338E291N_R	Misr_RE	Tīh=Banū=Isrāʾil	Tih=Banu=Israil	NA	regions	33.80128	29.16755	تيه=بنو=إسرائل	تيه=بنو=إسرائل	تيه=بنو=اسرائل
THATWA-RADA_447E144N_R	Yaman_RE	Ṯāt=wa-Radāʿ	That=wa-Rada	NA	regions	44.76857	14.4846	ثات=ورداع	ثات=ورداع	ثات=ورداع
THUJJA_441E139N_R	Yaman_RE	al-Ṯuǧǧaŧ	al-Thujja	NA	regions	44.17683	13.97911	الثجة	الثجة	ثجة
THANIYYA_463E240N_R	JaziratArab_RE	al-Ṯaniyyaŧ	al-Thaniyya	NA	regions	46.32366	24.02771	الثنية	الثنية	ثنية
JAZAN_427E169N_R	Yaman_RE	Ǧāzān	Jazan	NA	regions	42.72032	16.99054	جازان	جازان	جازان
JAM_605E353N_R	Khurasan_RE	Ǧām	Jam	NA	regions	60.57003	35.33837	جام	جام	جام
JAYZAN_498E308N_R	Khuzistan_RE	al-Ǧāyzan	al-Jayzan	NA	regions	49.83759	30.88498	الجايزن	الجايزن	جايزن
JIBAL_353E302N_R	Sham_RE	al-Ǧibāl	al-Jibal	NA	regions	35.32238	30.26155	الجبال	الجبال	جبال
JABALBAHRA_362E352N_R	Sham_RE	Ǧabal=Bahraŧ	Jabal=Bahra	NA	regions	36.20321	35.20588	جبل=بهرة	جبل=بهرة	جبل=بهرة
JABALSANIR_358E334N_R	Sham_RE	Ǧabal=Sanīr	Jabal=Sanir	NA	regions	35.81024	33.45826	جبل=سنير	جبل=سنير	جبل=سنير
JUBLAN_436E142N_R	Yaman_RE	Ǧublān	Jublan	NA	regions	43.67157	14.2788	جبلان	جبلان	جبلان
JIDGHIL_719E413N_R	Mawarannahr_RE	Ǧidġil	Jidghil	NA	regions	71.97221	41.30084	جدغل	جدغل	جدغل
JURJAN_549E373N_R	Daylam_RE	Ǧurǧān	Jurjan	NA	regions	54.99028	37.33269	جرجان	جرجان	جرجان
JURZAN_432E425N_R	Rihab_RE	Ǧurzān	Jurzan	NA	regions	43.20001	42.55502	جرزان	جرزان	جرزان
JURZUWAN_658E358N_R	Khurasan_RE	al-Ǧurzuwān	al-Jurzuwan	NA	regions	65.87895	35.88517	الجرزوان	الجرزوان	جرزوان
JURASH_424E187N_R	JaziratArab_RE	Ǧuraš	Jurash	NA	regions	42.44873	18.77618	جرش	جرش	جرش
JAZIRAKHADRA_054W361N_R	Andalus_RE	Ǧazīraŧ=al-Ḫaḍrāʾ	Jazira=al-Khadra	NA	regions	-5.43793	36.16359	جزيرة=الخضراء	جزيرة=الخضراء	جزيرة=الخضراء
JAZIRAKHARAK_503E292N_R	Fars_RE	Ǧazīraŧ=Ḫarak	Jazira=Kharak	NA	regions	50.33529	29.23531	جزيرة=خرك	جزيرة=خرك	جزيرة=خرك
JAZIRASIYAHKUH_509E443N_R	Khazar_RE	Ǧazīraŧ=Siyāh=Kūh	Jazira=Siyah=Kuh	NA	regions	50.92627	44.33997	جزيرة=سياه=كوه	جزيرة=سياه=كوه	جزيرة=سياه=كوه
JAZIRAKAMARAN_425E153N_R	Yaman_RE	Ǧazīraŧ=Kamarān	Jazira=Kamaran	NA	regions	42.56843	15.36876	جزيرة=كمران	جزيرة=كمران	جزيرة=كمران
JAZIRALAFT_558E267N_R	Fars_RE	Ǧazīraŧ=Laft	Jazira=Laft|Jazira=Barkawan|Jazira=Banu=Kawan	NA	regions	55.80019	26.74974	جزيرة=لفت	جزيرة=لفت|جزيرة=بركاوان|جزيرة=بنو=كاوان	جزيرة=لفت
JIFAR_332E307N_R	Misr_RE	al-Ǧifār	al-Jifar	NA	regions	33.23727	30.75519	الجفار	الجفار	جفار
JANAD_441E136N_R	Yaman_RE	al-Ǧanad	al-Janad	NA	regions	44.17508	13.69225	الجند	الجند	جند
JUNDAYSABUR_485E322N_R	Khuzistan_RE	Ǧundaysābūr	Jundaysabur	NA	regions	48.53919	32.29866	جنديسابور	جنديسابور	جنديسابور
JUZJAN_651E357N_R	Khurasan_RE	Ǧūzǧān	Juzjan	NA	regions	65.10068	35.7211	جوزجان	جوزجان	جوزجان
JAWFMURAD_454E151N_R	Yaman_RE	Ǧawf=Murād	Jawf=Murad	NA	regions	45.44152	15.10298	جوف=مراد	جوف=مراد	جوف=مراد
JAWFHAMDAN_448E155N_R	Yaman_RE	Ǧawf=Hamdān	Jawf=Hamdan	NA	regions	44.81642	15.59445	جوف=همدان	جوف=همدان	جوف=همدان
JUWAYN_566E368N_R	Khurasan_RE	Ǧuwayn	Juwayn|Kuyan	NA	regions	56.69972	36.86045	جوين	جوين|كويان	جوين
JIL_496E371N_R	Daylam_RE	Ǧīl	Jil|Jilan	NA	regions	49.65635	37.13924	جيلان	جيل|جيلان	جيلان
HABASHA_391E137N_R	NO_RE	al-Ḥabašaŧ	al-Habasha	NA	regions	39.155273	13.761262	الحبشة	الحبشة	حبشة
HIJAZ_390E235N_R	JaziratArab_RE	al-Ḥiǧāz	al-Hijaz	NA	regions	39.02138	23.51137	الحجاز	الحجاز	حجاز
HAJUR_435E160N_R	Yaman_RE	Ḥaǧūr	Hajur	NA	regions	43.51706	16.00544	حجور	حجور	حجور
HARAZ_437E150N_R	Yaman_RE	Ḥarāz	Haraz	NA	regions	43.71898	15.06484	حراز	حراز	حراز
HIRDA_427E152N_R	Yaman_RE	al-Ḥirdaŧ	al-Hirda	NA	regions	42.73173	15.22479	الحردة	الحردة	حردة
HADRAMAWT_488E156N_R	JaziratArab_RE	Ḥaḍramawt	Hadramawt	NA	regions	48.80405	15.64792	حضرموت	حضرموت	حضرموت
HADUR_437E155N_R	Yaman_RE	Ḥaḍūr	Hadur	NA	regions	43.78395	15.52891	حضور	حضور	حضور
HAQL_442E142N_R	Yaman_RE	al-Ḥaql	al-Haql	NA	regions	44.23214	14.25242	الحقل	الحقل	حقل
HAKAM_429E163N_R	Yaman_RE	Ḥakam	Hakam	NA	regions	42.94727	16.37831	حكم	حكم	حكم
HAWFSHARQI_315E305N_R	Misr_RE	al-Ḥawf=al-Šarqī	al-Hawf=al-Sharqi	NA	regions	31.57495	30.59137	الحوف=الشرقي	الحوف=الشرقي	حوف=الشرقي
HAWFGHARBI_304E307N_R	Misr_RE	al-Ḥawf=al-Ġarbī	al-Hawf=al-Gharbi	NA	regions	30.43738	30.75268	الحوف=الغربي	الحوف=الغربي	حوف=الغربي
HAWMAZUTT_497E310N_R	Khuzistan_RE	Ḥawmaŧ=al-Zuṭṭ	Hawma=al-Zutt|al-Zutt	NA	regions	49.71372	31.05807	حومة=الزط	حومة=الزط|الزط	حومة=الزط
HAYRAN_430E159N_R	Yaman_RE	Ḥayrān	Hayran	NA	regions	43.03594	15.96703	حيران	حيران	حيران
KHARIJA_305E249N_R	Misr_RE	al-Ḫāriǧaŧ	al-Kharija	NA	regions	30.51687	24.98738	الخارجة	الخارجة	خارجة
KHUTTAL_697E379N_R	Mawarannahr_RE	al-Ḫuttal	al-Khuttal	NA	regions	69.75285	37.94076	الختل	الختل	ختل
KHARIBTA_306E307N_R	Misr_RE	Ḫaribtā	Kharibta	NA	regions	30.66535	30.75281	خربتا	خربتا	خربتا
KHARJ_472E237N_R	JaziratArab_RE	al-Ḫarǧ	al-Kharj	NA	regions	47.26694	23.77518	الخرج	الخرج	خرج
KHARLUKHIYYA_747E423N_R	Mawarannahr_RE	al-Ḫarluḫiyyaŧ	al-Kharlukhiyya	NA	regions	74.76957	42.38249	الخرلخية	الخرلخية	خرلخية
KHURMUQ_513E286N_R	Fars_RE	Ḫurmuq	Khurmuq	NA	regions	51.39095	28.66191	خرمق	خرمق	خرمق
KHAZAR_475E474N_R	Khazar_RE	al-Ḫazar	al-Khazar	NA	regions	47.55892	47.42616	الخزر	الخزر	خزر
KHASHAB_443E156N_R	Yaman_RE	Ḫašab	Khashab	NA	regions	44.34672	15.62405	خشب	خشب	خشب
KHUSHUNUBA_079W370N_R	Andalus_RE	Ḫušunubaŧ	Khushunuba|Ukhshunuba	NA	regions	-7.90515	37.06463	خشنبة	خشنبة|أخشنبة	خشنبة
KHUMAYJAN_514E300N_R	Fars_RE	Ḫumayǧān	Khumayjan	NA	regions	51.44858	30.01617	خميجان	خميجان	خميجان
KHUWARIZM_599E416N_R	Mawarannahr_RE	Ḫuwārizm	Khuwarizm	NA	regions	59.97545	41.65733	خوارزم	خوارزم	خوارزم
KHAWAF_600E345N_R	Khurasan_RE	Ḫawāf	Khawaf	NA	regions	60.07273	34.56282	خواف	خواف	خواف
KHAWLAN_446E152N_R	Yaman_RE	al-Ḫawlān	al-Khawlan	NA	regions	44.69438	15.28324	الخولان	الخولان	خولان
KHAYWAN_440E162N_R	Yaman_RE	Ḫaywān	Khaywan	NA	regions	44.06424	16.29079	خيوان	خيوان	خيوان
DAKHILA_287E255N_R	Misr_RE	al-Dāḫilaŧ	al-Dakhila	NA	regions	28.73902	25.54178	الداخلة	الداخلة	داخلة
DATHINA_458E138N_R	Yaman_RE	Daṯīnaŧ	Dathina	NA	regions	45.89739	13.81354	دثينة	دثينة	دثينة
DUMMAWAND_520E357N_R	Jibal_RE	Dummāwand	Dummawand	NA	regions	52.07774	35.75607	دماوند	دماوند	دماوند
DAMTH_447E141N_R	Yaman_RE	Damṯ	Damth	NA	regions	44.74355	14.16433	دمث	دمث	دمث
DAMSIS_312E308N_R	Misr_RE	Damsīs	Damsis	NA	regions	31.22403	30.82041	دمسيس	دمسيس	دمسيس
DIHISTAN_556E390N_R	Daylam_RE	Dihistān	Dihistan	NA	regions	55.63466	39.09457	دهستان	دهستان	دهستان
DAHLAK_400E156N_R	JaziratArab_RE	Dahlak	Dahlak	NA	regions	40.07137	15.69528	دهلك	دهلك	دهلك
DAWRAQ_489E308N_R	Khuzistan_RE	al-Dawraq	al-Dawraq|al-Surraq	NA	regions	48.92625	30.81069	الدورق	الدورق|السراق	دورق
DIYARBAKR_406E378N_R	Aqur_RE	Diyār=Bakr	Diyar=Bakr	NA	regions	40.67909	37.84795	ديار=بكر	ديار=بكر	ديار=بكر
DIYARRABIA_419E366N_R	Aqur_RE	Diyār=Rabīʿaŧ	Diyar=Rabia	NA	regions	41.99451	36.65368	ديار=ربيعة	ديار=ربيعة	ديار=ربيعة
DIYARMUDAR_389E365N_R	Aqur_RE	Diyār=Muḍar	Diyar=Mudar	NA	regions	38.98256	36.56338	ديار=مضر	ديار=مضر	ديار=مضر
DAYR_316E265N_R	Misr_RE	al-Dayr	al-Dayr|Dayr=Bu=Shanuda	NA	regions	31.60625	26.5449	الدير	الدير|دير=بو=شنودة	دير
DAYLAMAN_505E366N_R	Daylam_RE	Daylamān	Daylaman|al-Daylam	NA	regions	50.52548	36.69592	ديلمان	ديلمان|الديلم	ديلمان
DHUBHAN_441E132N_R	Yaman_RE	Ḏubḥān	Dhubhan	NA	regions	44.10309	13.23247	ذبحان	ذبحان	ذبحان
DHIMAR_443E145N_R	Yaman_RE	Ḏimār	Dhimar	NA	regions	44.3972	14.56364	ذمار	ذمار	ذمار
DHUJURRA_446E154N_R	Yaman_RE	Ḏū=Ǧurraŧ	Dhu=Jurra	NA	regions	44.64961	15.40346	ذو=جرة	ذو=جرة	ذو=جرة
RAMHURMUZ_496E312N_R	Khuzistan_RE	Rām=Hurmuz	Ram=Hurmuz|Ramahurmuz	NA	regions	49.60131	31.28576	رام=هرمز	رام=هرمز|رامهرمز	رام=هرمز
RUHABA_442E154N_R	Yaman_RE	Ruḥābaŧ	Ruhaba	NA	regions	44.25892	15.45562	رحابة	رحابة	رحابة
RUHBA_364E276N_R	JaziratArab_RE	Ruḥbaŧ	Ruhba|Rahaba	NA	regions	36.48835	27.67097	رحبة	رحبة|رحبة	رحبة
RUKHKHAJ_655E314N_R	Sijistan_RE	al-Ruḫḫāǧ	al-Rukhkhaj|al-Rakhwadh	NA	regions	65.52932	31.49823	الرخاج	الرخاج|الرخوذ	رخاج
RADA_449E143N_R	Yaman_RE	Radāʿ	Rada	NA	regions	44.99684	14.38257	رداع	رداع	رداع
RUDHBAR_577E278N_R	Kirman_RE	Ruḏbār	Rudhbar|Rudhbal	NA	regions	57.73088	27.82747	رذبار	رذبار|رذبال	رذبار
RASHT_703E391N_R	Mawarannahr_RE	al-Rašt	al-Rasht	NA	regions	70.3873	39.19555	الرشت	الرشت	رشت
RUAYN_445E144N_R	Yaman_RE	Ruʿayn	Ruayn	NA	regions	44.59298	14.42424	رعين	رعين	رعين
RAKB_438E133N_R	Yaman_RE	Rakb	Rakb	NA	regions	43.83575	13.3854	ركب	ركب	ركب
RIMA_432E143N_R	Yaman_RE	Rimāʿ	Rima	NA	regions	43.25806	14.35515	رماع	رماع	رماع
RUBANJ_544E285N_R	Fars_RE	Rūbanǧ	Rubanj	NA	regions	54.40794	28.5161	روبنج	روبنج	روبنج
RUDHAN_560E303N_R	Fars_RE	al-Rūḏān	al-Rudhan	NA	regions	56.02186	30.39947	الروذان	الروذان	روذان
RUN_524E307N_R	Fars_RE	al-Rūn	al-Run	NA	regions	52.44	30.7491	الرون	الرون	رون
RUYAN_517E363N_R	Daylam_RE	al-Rūyān	al-Ruyan	NA	regions	51.7108	36.36237	الرويان	الرويان	رويان
RAYYA_044W369N_R	Andalus_RE	Rayyaŧ	Rayya|Rayyuh	NA	regions	-4.40368	36.98351	رية	رية|ريه	رية
SABUR_515E298N_R	Fars_RE	Sābūr	Sabur|Shahrastan	NA	regions	51.51624	29.83157	سابور	سابور|شهرستان	سابور
SABA_453E154N_R	Yaman_RE	Sabāʾ	Saba	NA	regions	45.33616	15.40854	سباء	سباء	سباء
SABKHA_519E236N_R	JaziratArab_RE	al-Sabḫaŧ	al-Sabkha	NA	regions	51.97155	23.61911	السبخة	السبخة	سبخة
SABKHAMANHUSHA_186E297N_R	Barqa_RE	Sabḫaŧ=Manhūšā	Sabkha=Manhusha	NA	regions	18.63423	29.78891	سبخة=منهوشا	سبخة=منهوشا	سبخة=منهوشا
SIJILMASA_042W312N_R	Maghrib_RE	Siǧilmāsaŧ	Sijilmasa	NA	regions	-4.23723	31.27819	سجلماسة	سجلماسة	سجلماسة
SUHUL_440E141N_R	Yaman_RE	al-Suḥūl	al-Suhul	NA	regions	44.03504	14.1937	السحول	السحول	سحول
SUDD_453E236N_R	JaziratArab_RE	al-Sudd	al-Sudd	NA	regions	45.37745	23.64065	السد	السد	سد
SARDAN_504E309N_R	Fars_RE	Sardān	Sardan	NA	regions	50.42781	30.9971	سردان	سردان	سردان
SURDUD_430E151N_R	Yaman_RE	Surdud	Surdud|Surdad	NA	regions	43.03638	15.18964	سردد	سردد|سردد	سردد
SARAQUSA_009W416N_R	Andalus_RE	Saraqūsaŧ	Saraqusa|Saraqusta	NA	regions	-0.9292	41.63368	سرقسطة	سرقوسة|سرقوسطة|سرقسطة	سرقسطة
SARANDIB_808E076N_R	Sind_RE	Sarandīb	Sarandib	NA	regions	80.81976	7.60759	سرنديب	سرنديب	سرنديب
SARW_455E139N_R	Yaman_RE	al-Sarw	al-Sarw	NA	regions	45.58857	13.98039	السرو	السرو	سرو
SARIR_446E422N_R	Khazar_RE	al-Sarīr	al-Sarir	NA	regions	44.66088	42.2133	السرير	السرير	سرير
SAKASIK_441E136N_R	Yaman_RE	al-Sakāsik	al-Sakasik	NA	regions	44.1742	13.66709	السكاسك	السكاسك	سكاسك
SALMA_423E272N_R	BadiyatArab_RE	Salmā	Salma	NA	regions	42.35028	27.2436	سلما	سلما	سلما
SAMANNUD_312E309N_R	Misr_RE	Samannūd	Samannud	NA	regions	31.24509	30.94986	سمنود	سمنود	سمنود
SANJARFAGHAN_660E395N_R	Mawarannahr_RE	Sanǧarfaġan	Sanjarfaghan	NA	regions	66.03353	39.5421	سنجرفغن	سنجرفغن	سنجرفغن
SUDAN_328E189N_R	NO_RE	al-Sūdān	al-Sudan	NA	regions	32.827148	18.904208	السودان	السودان	سودان
SUS_482E322N_R	Khuzistan_RE	Sūs	Sus	NA	regions	48.26047	32.20166	سوس	سوس	سوس
