LEN	TAG	REGEX
01:06	@TOP@SIMAKAN_531E286N_S#	[بو]*?صيمك[إأٱآا]ن	(صيمكان)
01:06	@TOP@SHURMIN_635E347N_S#	[بو]*?شورمين	(شورمين)
01:06	@TOP@SHURIRUDH_577E312N_S#	[بو]*?شورروذ	(شورروذ)
01:06	@TOP@SHURAKHAN_609E415N_S#	[بو]*?شر[إأٱآا]خ[إأٱآا]ن	(شراخان)
01:06	@TOP@SHAWDHAR_672E393N_R#	[بو]*?ش[إأٱآا]وذ[إأٱآا]ر	(شاوذار)
01:06	@TOP@SHANTARIN_087W392N_S#	[بو]*?شنترين	(شنترين)
01:06	@TOP@SHAMAKHIYYA_486E406N_S#	[بو]*?شم[إأٱآا]خي[هة]	(شماخية)
01:06	@TOP@SHAHRAZUR_460E352N_R#	[بو]*?شهرزور	(شهرزور)
01:06	@TOP@SHAHHAJIYYA_429E362N_S#	[بو]*?شح[إأٱآا]جي[هة]	(شحاجية)
01:06	@TOP@SHABARAN_487E412N_S#	[بو]*?ش[إأٱآا]بر[إأٱآا]ن	(شابران)
01:06	@TOP@SHABABAK_550E301N_S#	[بو]*?ش[إأٱآا]ب[إأٱآا]بك	(شابابك)
01:06	@TOP@SAYLAHIN_440E334N_S#	[بو]*?سيلحين	(سيلحين)
01:06	@TOP@SARMAQAN_548E296N_S#	[بو]*?سرمق[إأٱآا]ن	(سرمقان)
01:06	@TOP@SARMANJI_674E376N_S#	[بو]*?صرمنج[يى]	(صرمنجي)
01:06	@TOP@SARAQUSA_152E370N_S#	[بو]*?سرقوس[هة]	(سرقوسة)
01:06	@TOP@SARAQUSA_009W416N_S#	[بو]*?سرقسط[هة]	(سرقسطة)
01:06	@TOP@SARANDIB_808E076N_R#	[بو]*?سرنديب	(سرنديب)
01:06	@TOP@SARAFANDA_352E334N_S#	[بو]*?صرفند[هة]	(صرفندة)
01:06	@TOP@SANKARDAH_675E385N_S#	[بو]*?سنكرده	(سنكرده)
01:06	@TOP@SANHAJA_055W352N_S#	[بو]*?صنه[إأٱآا]ج[هة]	(صنهاجة)
01:06	@TOP@SANDIYUN_304E312N_S#	[بو]*?سنديون	(سنديون)
01:06	@TOP@SANBADHA_304E311N_S#	[بو]*?سنب[إأٱآا]ذ[هة]	(سنباذة)
01:06	@TOP@SANABADH_596E362N_S#	[بو]*?سن[إأٱآا]ب[إأٱآا]ذ	(سناباذ)
01:06	@TOP@SAMIRA_420E264N_S#	[بو]*?سمير[إأٱآا][ؤئءوي]	(سميراء)
01:06	@TOP@SAMGHAR_702E404N_S#	[بو]*?ص[إأٱآا]مغ[إأٱآا]ر	(صامغار)
01:06	@TOP@SAMARRA_438E342N_S#	[بو]*?س[إأٱآا]مر[إأٱآا][ؤئءوي]	(سامراء)
01:06	@TOP@SAMARQAND_670E396N_S#	[بو]*?سمرقند	(سمرقند)
01:06	@TOP@SAKAWAND_687E340N_S#	[بو]*?سك[إأٱآا]وند	(سكاوند)
01:06	@TOP@SAKALKAND_709E366N_S#	[بو]*?سكلكند	(سكلكند)
01:06	@TOP@SAHRAJAT_312E306N_S#	[بو]*?صهرج[إأٱآا]ت	(صهرجات)
01:06	@TOP@SADUSAN_678E264N_S#	[بو]*?سدوس[إأٱآا]ن	(سدوسان)
01:06	@TOP@SABASTIYA_351E322N_S#	[بو]*?سبسطي[هة]	(سبسطية)
01:06	@TOP@RUZKAN_519E318N_S#	[بو]*?روزك[إأٱآا]ن	(روزكان)
01:06	@TOP@RUWAYDASHT_527E324N_S#	[بو]*?رويدشت	(رويدشت)
01:06	@TOP@RUSTAJIRD_502E317N_S#	[بو]*?رستجرد	(رستجرد)
01:06	@TOP@RUDHRAWAR_483E346N_S#	[بو]*?رذر[إأٱآا]ور	(رذراور)
01:06	@TOP@RAYKAN_526E285N_S#	[بو]*?ر[إأٱآا]يك[إأٱآا]ن	(رايكان)
01:06	@TOP@RAKUNIN_527E326N_S#	[بو]*?ركونين	(ركونين)
01:06	@TOP@RADHAKAN_589E368N_S#	[بو]*?ر[إأٱآا]ذك[إأٱآا]ن	(راذكان)
01:06	@TOP@QUSTANA_510E354N_S#	[بو]*?قسط[إأٱآا]ن[هة]	(قسطانة)
01:06	@TOP@QURLIYUN_133E378N_S#	[بو]*?قرليون	(قرليون)
01:06	@TOP@QINNASRIN_370E359N_S#	[بو]*?قنسرين	(قنسرين)
01:06	@TOP@QAYSARIYYA_348E324N_S#	[بو]*?قيسري[هة]	(قيسرية)
01:06	@TOP@QAYRAWAN_101E357N_S#	[بو]*?قيرو[إأٱآا]ن	(قيروان)
01:06	@TOP@QATANIYA_151E375N_S#	[بو]*?قط[إأٱآا]ني[هة]	(قطانية)
01:06	@TOP@QASRQAND_607E262N_S#	[بو]*?قصرقند	(قصرقند)
01:06	@TOP@QASIYUN_362E335N_R#	[بو]*?ق[إأٱآا]سيون	(قاسيون)
01:06	@TOP@QARYATAYN_164E311N_O:QARYATAYN_439E260N_S#	[بو]*?قريتين	(قريتين)
01:06	@TOP@QARYATAN_372E342N_S#	[بو]*?قريت[إأٱآا]ن	(قريتان)
01:06	@TOP@QARMUNA_056W374N_S#	[بو]*?قرمون[هة]	(قرمونة)
01:06	@TOP@QARINAYN_624E365N_S#	[بو]*?قرينين	(قرينين)
01:06	@TOP@QANUWAN_506E332N_S#	[بو]*?قنوو[إأٱآا]ن	(قنووان)
01:06	@TOP@QANDAHAR_656E316N_S#	[بو]*?قنده[إأٱآا]ر	(قندهار)
01:06	@TOP@QALMAYHAN_592E371N_S#	[بو]*?قلميهن	(قلميهن)
01:06	@TOP@QALANSUWA_349E322N_S#	[بو]*?قلنسو[هة]	(قلنسوة)
01:06	@TOP@QADISIYYA_439E340N_S:QADISIYYA_441E316N_S#	[بو]*?ق[إأٱآا]دسي[هة]	(قادسية)
01:06	@TOP@NUZWAR_593E420N_S#	[بو]*?نوزو[إأٱآا]ر	(نوزوار)
01:06	@TOP@NUJAKATH_695E414N_S#	[بو]*?نوج[إأٱآا]كث	(نوجاكث)
01:06	@TOP@NIHAWAND_483E342N_S#	[بو]*?نه[إأٱآا]وند	(نهاوند)
01:06	@TOP@NASIBIN_412E370N_S#	[بو]*?نصيبين	(نصيبين)
01:06	@TOP@NAMALATA_046W341N_S#	[بو]*?نم[إأٱآا]لت[هة]	(نمالتة)
01:06	@TOP@NAMAHAND_519E357N_S#	[بو]*?ن[إأٱآا]مهند	(نامهند)
01:06	@TOP@NAHRAWAN_445E334N_S#	[بو]*?نهرو[إأٱآا]ن	(نهروان)
01:06	@TOP@NAHHASIN_058W311N_S#	[بو]*?نح[إأٱآا]سين	(نحاسين)
01:06	@TOP@NAFZAWA_092E336N_R#	[بو]*?نفز[إأٱآا]و[هة]	(نفزاوة)
01:06	@TOP@MUZANIYYA_385E372N_S#	[بو]*?مز[إأٱآا]ني[هة]	(مزانية)
01:06	@TOP@MUSAYLIHA_499E261N_S#	[بو]*?مسيلح[هة]	(مسيلحة)
01:06	@TOP@MUNASTIR_108E357N_S#	[بو]*?منستير	(منستير)
01:06	@TOP@MULTAN_714E301N_S#	[بو]*?مولت[إأٱآا]ن	(مولتان)
01:06	@TOP@MUDHAYKHIRA_439E137N_S#	[بو]*?مذيخر[هة]	(مذيخرة)
01:06	@TOP@MILIYANA_022E362N_S#	[بو]*?مل[يى][إأٱآا]ن[هة]	(مليانة)
01:06	@TOP@MIKNASA_055W339N_S#	[بو]*?مكن[إأٱآا]س[هة]	(مكناسة)
01:06	@TOP@MIKISIN_407E357N_S#	[بو]*?ميكسين	(ميكسين)
01:06	@TOP@MIHRAWAN_536E366N_S#	[بو]*?مهرو[إأٱآا]ن	(مهروان)
01:06	@TOP@MIHRAJAN_578E365N_S#	[بو]*?مهرج[إأٱآا]ن	(مهرجان)
01:06	@TOP@MAZINAN_569E362N_S#	[بو]*?مزين[إأٱآا]ن	(مزينان)
01:06	@TOP@MAZARII_430E366N_S#	[بو]*?مز[إأٱآا]رع[يى]	(مزارعي)
01:06	@TOP@MAYURQA_299E395N_R#	[بو]*?ميورق[هة]	(ميورقة)
01:06	@TOP@MAYAMURGH_652E390N_S:MAYMURGH_666E395N_R#	[بو]*?م[إأٱآا]يمرغ	(مايمرغ)
01:06	@TOP@MATMATA_019E359N_R:MATMATA_045W341N_S#	[بو]*?مطم[إأٱآا]ط[هة]	(مطماطة)
01:06	@TOP@MASHKUYA_507E353N_S#	[بو]*?مشكوي[هة]	(مشكوية)
01:06	@TOP@MASDAQAN_498E350N_S#	[بو]*?مصدق[إأٱآا]ن	(مصدقان)
01:06	@TOP@MARZAQAN_567E279N_S#	[بو]*?مرزق[إأٱآا]ن	(مرزقان)
01:06	@TOP@MARTUSH_039W377N_S#	[بو]*?م[إأٱآا]رتوش	(مارتوش)
01:06	@TOP@MARGHINAN_717E405N_S#	[بو]*?مرغينن	(مرغينن)
01:06	@TOP@MARDIN_407E373N_S#	[بو]*?م[إأٱآا]ردين	(ماردين)
01:06	@TOP@MARAQIYYA_359E350N_S#	[بو]*?مر[إأٱآا]قي[هة]	(مراقية)
01:06	@TOP@MANUQAN_575E274N_S#	[بو]*?منوق[إأٱآا]ن	(منوقان)
01:06	@TOP@MANTISHA_036W398N_S#	[بو]*?منتيش[هة]	(منتيشة)
01:06	@TOP@MANSURA_688E258N_S#	[بو]*?منصور[هة]	(منصورة)
01:06	@TOP@MAMATIR_527E365N_S#	[بو]*?م[إأٱآا]مطير	(مامطير)
01:06	@TOP@MALIDAS_303E312N_R#	[بو]*?مليد[إأٱآا]س	(مليداس)
01:06	@TOP@MAHLABIYYA_427E362N_S#	[بو]*?محلبي[هة]	(محلبية)
01:06	@TOP@MAGHMADASH_162E311N_S#	[بو]*?مغمد[إأٱآا]ش	(مغمداش)
01:06	@TOP@LISHBUNA_091W387N_S#	[بو]*?لشبون[هة]	(لشبونة)
01:06	@TOP@LAWAKAND_690E379N_S#	[بو]*?ل[إأٱآا]وكند	(لاوكند)
01:06	@TOP@LANTINI_150E372N_S#	[بو]*?لنتين[يى]	(لنتيني)
01:06	@TOP@LADHIQIYYA_358E355N_S#	[بو]*?ل[إأٱآا]ذقي[هة]	(لاذقية)
01:06	@TOP@Khurasan_RE#	[بو]*?خر[إأٱآا]س[إأٱآا]ن	(خراسان)
01:06	@TOP@KUWASHAN_622E338N_S#	[بو]*?كو[إأٱآا]ش[إأٱآا]ن	(كواشان)
01:06	@TOP@KUSHMAYHAN_625E377N_S#	[بو]*?كشميهن	(كشميهن)
01:06	@TOP@KURDAKAN_556E297N_S#	[بو]*?كردك[إأٱآا]ن	(كردكان)
01:06	@TOP@KULSARA_470E373N_S#	[بو]*?كلس[إأٱآا]ر[هة]	(كلسارة)
01:06	@TOP@KUHANRUDH_490E377N_S#	[بو]*?كهنروذ	(كهنروذ)
01:06	@TOP@KHUZAYMIYYA_431E279N_S#	[بو]*?خزيمي[هة]	(خزيمية)
01:06	@TOP@KHUWARIZM_599E416N_R#	[بو]*?خو[إأٱآا]رزم	(خوارزم)
01:06	@TOP@KHUWAKAND_710E405N_S#	[بو]*?خو[إأٱآا]كند	(خواكند)
01:06	@TOP@KHUSIKAN_524E305N_S#	[بو]*?خوسك[إأٱآا]ن	(خوسكان)
01:06	@TOP@KHUNASIRA_375E357N_S#	[بو]*?خن[إأٱآا]صر[هة]	(خناصرة)
01:06	@TOP@KHUMAYJAN_514E300N_R#	[بو]*?خميج[إأٱآا]ن	(خميجان)
01:06	@TOP@KHAYSAR_673E324N_S#	[بو]*?خ[إأٱآا]يس[إأٱآا]ر	(خايسار)
01:06	@TOP@KHAWADHAN_515E302N_S#	[بو]*?خو[إأٱآا]ذ[إأٱآا]ن	(خواذان)
01:06	@TOP@KHARLUKHIYYA_747E423N_R#	[بو]*?خرلخي[هة]	(خرلخية)
01:06	@TOP@KHARAQANA_675E399N_S#	[بو]*?خرق[إأٱآا]ن[هة]	(خرقانة)
01:06	@TOP@KHANUQA_398E357N_S#	[بو]*?خ[إأٱآا]نوق[هة]	(خانوقة)
01:06	@TOP@KHANIQIN_454E343N_S#	[بو]*?خ[إأٱآا]نقين	(خانقين)
01:06	@TOP@KHABARAN_498E309N_S#	[بو]*?خ[إأٱآا]بر[إأٱآا]ن	(خابران)
01:06	@TOP@KAZARUN_516E296N_S#	[بو]*?ك[إأٱآا]زرون	(كازرون)
01:06	@TOP@KAZANNAYA_039W346N_S#	[بو]*?كزن[إأٱآا]ي[هة]	(كزناية)
01:06	@TOP@KASHISTAN_562E281N_S#	[بو]*?كشست[إأٱآا]ن	(كشستان)
01:06	@TOP@KARYAN_537E280N_S#	[بو]*?ك[إأٱآا]ر[يى][إأٱآا]ن	(كاريان)
01:06	@TOP@KARKUYA_040W388N_S#	[بو]*?كركوي[هة]	(كركوية)
01:06	@TOP@KARKUYAH_617E312N_S#	[بو]*?كركويه	(كركويه)
01:06	@TOP@KARISTAN_566E297N_S#	[بو]*?كرست[إأٱآا]ن	(كرستان)
01:06	@TOP@KARBANK_689E373N_S#	[بو]*?ك[إأٱآا]ربنك	(كاربنك)
01:06	@TOP@KARBALA_440E326N_S#	[بو]*?كربل[إأٱآا][ؤئءوي]	(كربلاء)
01:06	@TOP@KANBAYA_725E223N_S#	[بو]*?كنب[إأٱآا]ي[هة]	(كنباية)
01:06	@TOP@KALWADHA_444E333N_S#	[بو]*?كلو[إأٱآا]ذ[يى]	(كلواذي)
01:06	@TOP@KALWADHAR_531E298N_S#	[بو]*?كلوذ[إأٱآا]ر	(كلوذار)
01:06	@TOP@KAHAMANDA_531E302N_S#	[بو]*?كهمند[هة]	(كهمندة)
01:06	@TOP@KAFARTAB_366E355N_S#	[بو]*?كفرط[إأٱآا]ب	(كفرطاب)
01:06	@TOP@JUZJAN_651E357N_R#	[بو]*?جوزج[إأٱآا]ن	(جوزجان)
01:06	@TOP@JUWIQAN_598E429N_S#	[بو]*?جويق[إأٱآا]ن	(جويقان)
01:06	@TOP@JURZUWAN_658E358N_S#	[بو]*?جرزو[إأٱآا]ن	(جرزوان)
01:06	@TOP@JURASIYYAT_308E303N_S#	[بو]*?جرس[يى][إأٱآا]ت	(جرسيات)
01:06	@TOP@JUBANAN_534E297N_S#	[بو]*?جوب[إأٱآا]نن	(جوبانن)
01:06	@TOP@JIKARBAND_623E402N_S#	[بو]*?جكربند	(جكربند)
01:06	@TOP@JAYIMAND_598E350N_S#	[بو]*?ج[إأٱآا]يمند	(جايمند)
01:06	@TOP@JARUJIRD_618E375N_S#	[بو]*?جروجرد	(جروجرد)
01:06	@TOP@JARMJUWI_540E359N_S#	[بو]*?جرمجو[يى]	(جرمجوي)
01:06	@TOP@JANZARUDH_569E306N_S#	[بو]*?جنزروذ	(جنزروذ)
01:06	@TOP@JAMIAN_444E324N_S#	[بو]*?ج[إأٱآا]مع[إأٱآا]ن	(جامعان)
01:06	@TOP@JAMAIL_352E321N_S#	[بو]*?جم[إأٱآا]عيل	(جماعيل)
01:06	@TOP@JALULA_098E357N_S#	[بو]*?جلول[إأٱآا][ؤئءوي]	(جلولاء)
01:06	@TOP@JABRAWAN_456E369N_S#	[بو]*?جبرو[إأٱآا]ن	(جبروان)
01:06	@TOP@JABGHUKATH_695E413N_S#	[بو]*?جبغوكث	(جبغوكث)
01:06	@TOP@ISBAHAN_516E326N_S#	[بو]*?[إأٱآا]صبه[إأٱآا]ن	(اصبهان)
01:06	@TOP@HUWARIN_371E342N_O#	[بو]*?حو[إأٱآا]رين	(حوارين)
01:06	@TOP@HINDUWAN_497E302N_S#	[بو]*?هندو[إأٱآا]ن	(هندوان)
01:06	@TOP@HARUNIYYA_450E339N_S#	[بو]*?ه[إأٱآا]رون[يى]	(هاروني)
01:06	@TOP@HALIMAN_222E327N_S#	[بو]*?حليم[إأٱآا]ن	(حليمان)
01:06	@TOP@HALAWARD_687E378N_S#	[بو]*?هل[إأٱآا]ورد	(هلاورد)
01:06	@TOP@HADRAMAWT_488E156N_R#	[بو]*?حضرموت	(حضرموت)
01:06	@TOP@GHUNDIJAN_512E292N_S#	[بو]*?غندج[إأٱآا]ن	(غندجان)
01:06	@TOP@GHUBAYRA_569E297N_S#	[بو]*?غبير[إأٱآا][ؤئءوي]	(غبيراء)
01:06	@TOP@GHARNATA_035W372N_S#	[بو]*?غرن[إأٱآا]ط[هة]	(غرناطة)
01:06	@TOP@GHARDAMAN_603E418N_S#	[بو]*?غردم[إأٱآا]ن	(غردمان)
01:06	@TOP@GHALAFIQA_430E144N_S#	[بو]*?غل[إأٱآا]فق[هة]	(غلافقة)
01:06	@TOP@FUSTUJAN_540E288N_S#	[بو]*?فستج[إأٱآا]ن	(فستجان)
01:06	@TOP@FILASTIN_351E317N_R#	[بو]*?فلسطين	(فلسطين)
01:06	@TOP@FARIYAB_649E364N_S#	[بو]*?ف[إأٱآا]ر[يى][إأٱآا]ب	(فارياب)
01:06	@TOP@FARGHANA_720E403N_R#	[بو]*?فرغ[إأٱآا]ن[هة]	(فرغانة)
01:06	@TOP@FARAYA_369E348N_S#	[بو]*?فرع[إأٱآا][يى][إأٱآا]	(فرعايا)
01:06	@TOP@FARAHAN_497E342N_R#	[بو]*?فر[إأٱآا]ه[إأٱآا]ن	(فراهان)
01:06	@TOP@FALUSAN_017W350N_S#	[بو]*?ف[إأٱآا]لوسن	(فالوسن)
01:06	@TOP@DUMMAWAND_520E357N_R#	[بو]*?دم[إأٱآا]وند	(دماوند)
01:06	@TOP@DUFANA_066E354N_S#	[بو]*?دوف[إأٱآا]ن[هة]	(دوفانة)
01:06	@TOP@DIHISTAN_556E390N_R:DIHISTAN_629E346N_S#	[بو]*?دهست[إأٱآا]ن	(دهستان)
01:06	@TOP@DAYLAMAN_505E366N_R#	[بو]*?ديلم[إأٱآا]ن	(ديلمان)
01:06	@TOP@DARZINAK_567E343N_S#	[بو]*?درزينك	(درزينك)
01:06	@TOP@DARIYAN_529E295N_S#	[بو]*?د[إأٱآا]ر[يى][إأٱآا]ن	(داريان)
01:06	@TOP@DARBANA_574E290N_S#	[بو]*?درب[إأٱآا]ن[يى]	(درباني)
01:06	@TOP@DARAQAN_487E334N_S#	[بو]*?د[إأٱآا]رق[إأٱآا]ن	(دارقان)
01:06	@TOP@DARAKAN_542E288N_S#	[بو]*?د[إأٱآا]رك[إأٱآا]ن	(داركان)
01:06	@TOP@DAQUQA_444E351N_S#	[بو]*?دقوق[إأٱآا][ؤئءوي]	(دقوقاء)
01:06	@TOP@DAMANHUR_304E310N_S#	[بو]*?دمنهور	(دمنهور)
01:06	@TOP@DABUSIYA_660E399N_S#	[بو]*?دبوسي[هة]	(دبوسية)
01:06	@TOP@BUZJAN_606E351N_S#	[بو]*?بوزج[إأٱآا]ن	(بوزجان)
01:06	@TOP@BURUJIRD_488E339N_S#	[بو]*?بروجرد	(بروجرد)
01:06	@TOP@BURQAD_138E379N_S#	[بو]*?بورق[إأٱآا]د	(بورقاد)
01:06	@TOP@BURNAMADH_681E399N_S#	[بو]*?بورنمذ	(بورنمذ)
01:06	@TOP@BURKHUWAR_516E327N_R#	[بو]*?برخو[إأٱآا]ر	(برخوار)
01:06	@TOP@BUNJIKATH_676E394N_S#	[بو]*?بونجكث	(بونجكث)
01:06	@TOP@BUMJIKATH_688E397N_S#	[بو]*?بومجكث	(بومجكث)
01:06	@TOP@BUMINA_297E309N_S#	[بو]*?بومين[هة]	(بومينة)
01:06	@TOP@BULUNYAS_359E351N_S#	[بو]*?بلن[يى][إأٱآا]س	(بلنياس)
01:06	@TOP@BISUTUN_474E343N_S#	[بو]*?بيستون	(بيستون)
01:06	@TOP@BISTAMA_307E306N_S#	[بو]*?بست[إأٱآا]م[هة]	(بستامة)
01:06	@TOP@BISKAND_583E360N_S#	[بو]*?بيسكند	(بيسكند)
01:06	@TOP@BAYNUNA_533E236N_R#	[بو]*?بينون[هة]	(بينونة)
01:06	@TOP@BAYLAQAN_474E398N_S#	[بو]*?بيلق[إأٱآا]ن	(بيلقان)
01:06	@TOP@BATARNWA_149E375N_S#	[بو]*?بطرنو[هة]	(بطرنوة)
01:06	@TOP@BATARLIYYA_141E378N_S#	[بو]*?بطرلي[هة]	(بطرلية)
01:06	@TOP@BATALYUS_069W388N_S#	[بو]*?بطليوس	(بطليوس)
01:06	@TOP@BASIYAN_487E306N_S#	[بو]*?ب[إأٱآا]س[يى][إأٱآا]ن	(باسيان)
01:06	@TOP@BARTINIQ_131E380N_S#	[بو]*?برطنيق	(برطنيق)
01:06	@TOP@BARQAID_420E369N_S#	[بو]*?برقعيد	(برقعيد)
01:06	@TOP@BARJAMT_116E330N_S#	[بو]*?ب[إأٱآا]رجمت	(بارجمت)
01:06	@TOP@BARJAH_708E426N_S#	[بو]*?ب[إأٱآا]رج[إأٱآا]ح	(بارجاح)
01:06	@TOP@BARDASIR_571E303N_S#	[بو]*?بردسير	(بردسير)
01:06	@TOP@BAQUBA_446E337N_S#	[بو]*?بعقوب[إأٱآا]	(بعقوبا)
01:06	@TOP@BANTIYUS_056E346N_S#	[بو]*?بنطيوس	(بنطيوس)
01:06	@TOP@BANNAJBUR_641E269N_S#	[بو]*?بنجبور	(بنجبور)
01:06	@TOP@BANJAWAY_654E315N_S#	[بو]*?بنجو[إأٱآا][يى]	(بنجواي)
01:06	@TOP@BANJAHIR_698E355N_S#	[بو]*?بنجهير	(بنجهير)
01:06	@TOP@BANIYAS_356E332N_S#	[بو]*?ب[إأٱآا]ن[يى][إأٱآا]س	(بانياس)
01:06	@TOP@BAMIYAN_678E348N_S#	[بو]*?ب[إأٱآا]م[يى][إأٱآا]ن	(باميان)
01:06	@TOP@BAMAQARA_393E377N_S#	[بو]*?ب[إأٱآا]مقر[إأٱآا]	(بامقرا)
01:06	@TOP@BALANSIYYA_004W394N_S#	[بو]*?بلنسي[هة]	(بلنسية)
01:06	@TOP@BAJISRA_446E337N_S#	[بو]*?ب[إأٱآا]جسر[يى]	(باجسري)
01:06	@TOP@BAJANAK_408E486N_R:BAJANAK_499E492N_R#	[بو]*?بج[إأٱآا]ن[إأٱآا]ك	(بجاناك)
01:06	@TOP@BAGHRAWAND_431E400N_R#	[بو]*?بغروند	(بغروند)
01:06	@TOP@BAGHIRQAN_612E414N_S#	[بو]*?بغرق[إأٱآا]ن	(بغرقان)
01:06	@TOP@BADHIBIN_465E321N_S#	[بو]*?ب[إأٱآا]ذبين	(باذبين)
01:06	@TOP@BADHGHIS_620E346N_R#	[بو]*?ب[إأٱآا]ذغيس	(باذغيس)
01:06	@TOP@BADHAKHSHAN_707E375N_R#	[بو]*?بذخش[إأٱآا]ن	(بذخشان)
01:06	@TOP@AYWANA_442E338N_S#	[بو]*?[إأٱآا]يو[إأٱآا]ن[هة]	(ايوانة)
01:06	@TOP@AYNUNA_351E281N_S#	[بو]*?عينون[هة]	(عينونة)
01:06	@TOP@ATRABIYYA_317E307N_R#	[بو]*?[إأٱآا]طربي[هة]	(اطربية)
01:06	@TOP@ASQALAN_345E316N_S#	[بو]*?عسقل[إأٱآا]ن	(عسقلان)
01:06	@TOP@ASHRASHAL_022E365N_S#	[بو]*?[إأٱآا]شرش[إأٱآا]ل	(اشرشال)
01:06	@TOP@ASFUZAR_621E332N_S#	[بو]*?[إأٱآا]سفز[إأٱآا]ر	(اسفزار)
01:06	@TOP@ASFAQUS_108E347N_S#	[بو]*?[إأٱآا]سف[إأٱآا]قس	(اسفاقس)
01:06	@TOP@ARRAJAN_502E306N_S#	[بو]*?[إأٱآا]ر[إأٱآا]ج[إأٱآا]ن	(اراجان)
01:06	@TOP@ARMINIYYA_441E394N_R#	[بو]*?[إأٱآا]رمني[هة]	(ارمنية)
01:06	@TOP@ARJUNA_040W379N_S#	[بو]*?[إأٱآا]رجون[هة]	(ارجونة)
01:06	@TOP@ARJUMAN_526E311N_R#	[بو]*?[إأٱآا]رجم[إأٱآا]ن	(ارجمان)
01:06	@TOP@ARJIKUK_014W352N_S#	[بو]*?[إأٱآا]رجكوك	(ارجكوك)
01:06	@TOP@ARJAMUSH_358E338N_S#	[بو]*?عرجموش	(عرجموش)
01:06	@TOP@ARFAJA_386E299N_S#	[بو]*?عرفج[إأٱآا][ؤئءوي]	(عرفجاء)
01:06	@TOP@ARDAKAN_570E279N_S#	[بو]*?[إأٱآا]ردك[إأٱآا]ن	(اردكان)
01:06	@TOP@ARDABIL_483E382N_S#	[بو]*?[إأٱآا]ردبيل	(اردبيل)
01:06	@TOP@ARBUNA_030E431N_S#	[بو]*?[إأٱآا]ربون[هة]	(اربونة)
01:06	@TOP@AQARQUF_441E333N_R#	[بو]*?عقرقوف	(عقرقوف)
01:06	@TOP@ANJIRA_544E321N_S#	[بو]*?[إأٱآا]نجير[هة]	(انجيرة)
01:06	@TOP@ANDIKAN_724E408N_S#	[بو]*?[إأٱآا]ندك[إأٱآا]ن	(اندكان)
01:06	@TOP@ANDARAB_473E401N_S:ANDARAB_693E356N_S#	[بو]*?[إأٱآا]ندر[إأٱآا]ب	(اندراب)
01:06	@TOP@ANDAKHUDH_651E369N_S#	[بو]*?[إأٱآا]ندخوذ	(اندخوذ)
01:06	@TOP@AMASHIYYA_439E165N_S#	[بو]*?[إأٱآا]عمشي[هة]	(اعمشية)
01:06	@TOP@AKHSISAK_652E378N_S#	[بو]*?[إأٱآا]خسيسك	(اخسيسك)
01:06	@TOP@AKHSHIKATH_713E409N_S#	[بو]*?[إأٱآا]خشيكث	(اخشيكث)
01:06	@TOP@AKHDAMIYYA_422E322N_S#	[بو]*?[إأٱآا]خدمي[هة]	(اخدمية)
01:06	@TOP@ADRASKAR_622E335N_S#	[بو]*?[إأٱآا]درسكر	(ادرسكر)
01:06	@TOP@ADHRIAT_360E326N_S#	[بو]*?[إأٱآا]ذرع[إأٱآا]ت	(اذرعات)
01:06	@TOP@ABYAYN_449E131N_S#	[بو]*?[إأٱآا]ب[يى][إأٱآا]ين	(ابياين)
01:06	@TOP@ABUQSHA_619E410N_O#	[بو]*?[إأٱآا]بوقش[هة]	(ابوقشة)
01:06	@TOP@ABSHAYA_317E264N_S#	[بو]*?[إأٱآا]بش[إأٱآا]ي[هة]	(ابشاية)
01:06	@TOP@ABIWARD_595E372N_S#	[بو]*?[إأٱآا]بيورد	(ابيورد)
01:06	@TOP@ABBASIYYA_317E305N_S#	[بو]*?عب[إأٱآا]سي[هة]	(عباسية)
01:06	@TOP@ABBADAN_482E303N_S#	[بو]*?عب[إأٱآا]د[إأٱآا]ن	(عبادان)
01:06	@TOP@ABASKUN_540E370N_S#	[بو]*?[إأٱآا]بسكون	(ابسكون)
01:06	@TOP@ABARQUH_532E311N_S#	[بو]*?[إأٱآا]برقوه	(ابرقوه)
01:06	@TOP@ABARKATH_673E397N_S#	[بو]*?[إأٱآا]ب[إأٱآا]ركث	(اباركث)
01:05	@TOP@ZUBALA_435E294N_S#	[بو]*?زب[إأٱآا]ل[هة]	(زبالة)
01:05	@TOP@ZIBATRA_379E380N_S#	[بو]*?زبطر[هة]	(زبطرة)
01:05	@TOP@ZAYTUN_503E305N_S#	[بو]*?زيتون	(زيتون)
01:05	@TOP@ZAWILA_147E257N_S#	[بو]*?زويل[هة]	(زويلة)
01:05	@TOP@ZARQA_360E320N_S#	[بو]*?زرق[إأٱآا][ؤئءوي]	(زرقاء)
01:05	@TOP@ZARMAN_666E397N_S#	[بو]*?زرم[إأٱآا]ن	(زرمان)
01:05	@TOP@ZANJAN_485E366N_S#	[بو]*?زنج[إأٱآا]ن	(زنجان)
01:05	@TOP@ZANDANA_643E399N_S#	[بو]*?زندن[هة]	(زندنة)
01:05	@TOP@ZAMAKHSHAR_597E422N_S#	[بو]*?زمخشر	(زمخشر)
01:05	@TOP@ZAHRA_048W379N_S#	[بو]*?زهر[إأٱآا][ؤئءوي]	(زهراء)
