id	region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	translitTitleOther	arTitleOther	searchNames	arBW
NAHRTIRA_483E314N_S_KHUZ	Khuzistan	48.38090	31.46790	towns	cite	Nahr Tīrā	نهر تيرا	Nahr Tīrā, Nahr Tīrīn	نهر تيرا، نهر تيرين	Nahr Tira, Nahr Tirin	Nahr Tira, Nahr Tirin
DIZ_484E323N_S_KHUZ	Khuzistan	48.42219	32.38975	towns	cite	al-Diz	ﭐلدز	al-Diz, Dizfūl	ﭐلدز، دزفول	al-Diz, Dizful	al-Diz, Dizful
DIZ_484E329N_S_KHUZ	Khuzistan	48.45021	32.98650	villages	localite	al-Diz	ﭐلدز	al-Diz, Qanṭaraŧ Andāmiš	ﭐلدز، قنطرة أندامش	al-Diz, Qantara Andamish	al-Diz, Qantara Andamish
SUQARBAA_485E309N_S_KHUZ	Khuzistan	48.52390	30.94139	towns	cite	Sūq al-Arbaʿāʾ	سوق ﭐلأربعاء	Sūq al-Arbaʿāʾ	سوق ﭐلأربعاء	Suq al-Arbaa	Suq al-Arbaa
MANADHIR_485E313N_R_KHUZ	Khuzistan	48.53345	31.39058	regions	district	Manāḏir	مناذر	Manāḏir	مناذر	Manadhir	Manadhir
JUNDAYSABUR_485E322N_S_KHUZ	Khuzistan	48.53919	32.29866	capitals	capitale	Ǧundaysābūr	جنديسابور	Ǧundaysābūr	جنديسابور	Jundaysabur	Jundaysabur
JUNDAYSABUR_485E322N_R_KHUZ	Khuzistan	48.53919	32.29866	regions	region	Ǧundaysābūr	جنديسابور	Ǧundaysābūr	جنديسابور	Jundaysabur	Jundaysabur
AHWAZ_486E313N_S_KHUZ	Khuzistan	48.69059	31.32986	metropoles	metropole	al-Ahwāz	ﭐلأهواز	al-Ahwāz, Sūq al-Ahwāz	ﭐلأهواز، سوق ﭐلأهواز	al-Ahwaz, Suq al-Ahwaz	al-Ahwaz, Suq al-Ahwaz
AHWAZ_486E313N_R_KHUZ	Khuzistan	48.69059	31.32986	regions	region	al-Ahwāz	ﭐلأهواز	al-Ahwāz, Sūq al-Ahwāz	ﭐلأهواز، سوق ﭐلأهواز	al-Ahwaz, Suq al-Ahwaz	al-Ahwaz, Suq al-Ahwaz
BASIYAN_487E306N_S_KHUZ	Khuzistan	48.77033	30.65916	towns	cite	Bāsiyān	باسيان	Bāsiyān	باسيان	Basiyan	Basiyan
SHURAB_487E312N_S_KHUZ	Khuzistan	48.79726	31.20731	towns	cite	Šūrāb	شوراب	Šūrāb	شوراب	Shurab	Shurab
KHANMAZDAWAYHI_488E307N_S_KHUZ	Khuzistan	48.83628	30.73079	waystations	etape	Ḫan Mazdawayhī	خن مزدويهي	Ḫan Mazdawayhī, Ḫān Mardawayhi	خن مزدويهي، خان مردويه	Khan Mazdawayhi, Khan Mardawayhi	Khan Mazdawayhi, Khan Mardawayhi
NAHRTUSTAR_488E318N_W_KHUZ	Khuzistan	48.84200	31.88178	waters	riviere	Nahr Tustar	نهر تستر	Nahr Tustar	نهر تستر	Nahr Tustar	Nahr Tustar
TUSTAR_488E320N_S_KHUZ	Khuzistan	48.85461	32.05110	capitals	capitale	Tustar	تستر	Tustar, Šuštar	تستر، ششتر	Tustar, Shushtar	Tustar, Shushtar
TUSTAR_488E320N_R_KHUZ	Khuzistan	48.85461	32.05110	regions	region	Tustar	تستر	Tustar, Šuštar	تستر، ششتر	Tustar, Shushtar	Tustar, Shushtar
MANDAM_488E310N_S_KHUZ	Khuzistan	48.88100	31.02269	waystations	etape	Mandam	مندم	Mandam, Bandam	مندم، بندم	Mandam, Bandam	Mandam, Bandam
ASKARMUKRAM_488E316N_S_KHUZ	Khuzistan	48.89820	31.66531	capitals	capitale	ʿAskar Mukram	عسكر مكرم	ʿAskar Mukram	عسكر مكرم	Askar Mukram	Askar Mukram
ASKARMUKRAM_488E316N_R_KHUZ	Khuzistan	48.89820	31.66531	regions	region	ʿAskar Mukram	عسكر مكرم	ʿAskar Mukram	عسكر مكرم	Askar Mukram	Askar Mukram
DAWRAQ_489E308N_S_KHUZ	Khuzistan	48.92625	30.81069	capitals	capitale	al-Dawraq	ﭐلدورق	al-Dawraq, al-Surrāq	ﭐلدورق، ﭐلسراق	al-Dawraq, al-Surraq	al-Dawraq, al-Surraq
DAWRAQ_489E308N_R_KHUZ	Khuzistan	48.92625	30.81069	regions	region	al-Dawraq	ﭐلدورق	al-Dawraq, al-Surrāq	ﭐلدورق، ﭐلسراق	al-Dawraq, al-Surraq	al-Dawraq, al-Surraq
NAHRMASHRUQAN_490E317N_W_KHUZ	Khuzistan	49.01519	31.76776	waters	riviere	Nahr Mašruqān	نهر مشرقان	Nahr Mašruqān, Masrūqān	نهر مشرقان، مسروقان	Nahr Mashruqan, Masruqan	Nahr Mashruqan, Masruqan
AZAM_490E312N_S_KHUZ	Khuzistan	49.04158	31.24752	towns	cite	Azam	أزم	Azam, Aǧam	أزم، أجم	Azam, Ajam	Azam, Ajam
ABDIN_493E312N_S_KHUZ	Khuzistan	49.31456	31.22889	waystations	etape	ʿAbdīn	عبدين	ʿAbdīn	عبدين	Abdin	Abdin
DAYRA_493E307N_S_KHUZ	Khuzistan	49.32901	30.78178	waystations	etape	Dayraŧ	ديرة	Dayraŧ	ديرة	Dayra	Dayra
BAHRFARIS_493E299N_W_KHUZ	Khuzistan	49.34418	29.93795	waters	mer	Baḥr Fāris	بحر فارس	Baḥr Fāris	بحر فارس	Bahr Faris	Bahr Faris
RAMHURMUZ_496E312N_S_KHUZ	Khuzistan	49.60131	31.28576	capitals	capitale	Rām Hurmuz	رام هرمز	Rām Hurmuz, Rāmahurmuz	رام هرمز، رامهرمز	Ram Hurmuz, Ramahurmuz	Ram Hurmuz, Ramahurmuz
RAMHURMUZ_496E312N_R_KHUZ	Khuzistan	49.60131	31.28576	regions	region	Rām Hurmuz	رام هرمز	Rām Hurmuz, Rāmahurmuz	رام هرمز، رامهرمز	Ram Hurmuz, Ramahurmuz	Ram Hurmuz, Ramahurmuz
ASAK_496E307N_S_KHUZ	Khuzistan	49.69307	30.73130	villages	bourgade	Āsak	آسك	Āsak	آسك	Asak	Asak
HAWMAZUTT_497E310N_S_KHUZ	Khuzistan	49.71372	31.05807	capitals	cheflieu	Ḥawmaŧ al-Zuṭṭ	حومة ﭐلزط	Ḥawmaŧ al-Zuṭṭ, al-Zuṭṭ	حومة ﭐلزط، ﭐلزط	Hawma al-Zutt, al-Zutt	Hawma al-Zutt, al-Zutt
HAWMAZUTT_497E310N_R_KHUZ	Khuzistan	49.71372	31.05807	regions	district	Ḥawmaŧ al-Zuṭṭ	حومة ﭐلزط	Ḥawmaŧ al-Zuṭṭ, al-Zuṭṭ	حومة ﭐلزط، ﭐلزط	Hawma al-Zutt, al-Zutt	Hawma al-Zutt, al-Zutt
KHABARAN_498E309N_S_KHUZ	Khuzistan	49.80777	30.96763	waystations	etape	al-Ḫābarān	ﭐلخابران	al-Ḫābarān	ﭐلخابران	al-Khabaran	al-Khabaran
TIRAM_498E313N_S_KHUZ	Khuzistan	49.82612	31.39156	waystations	etape	Tīram	تيرم	Tīram	تيرم	Tiram	Tiram
JAYZAN_498E308N_R_KHUZ	Khuzistan	49.83759	30.88498	regions	kura	al-Ǧāyzan	ﭐلجايزن	al-Ǧāyzan	ﭐلجايزن	al-Jayzan	al-Jayzan
JAYZAN_498E308N_S_KHUZ	Khuzistan	49.83759	30.88498	towns	cite	al-Ǧāyzan	ﭐلجايزن	al-Ǧāyzan	ﭐلجايزن	al-Jayzan	al-Jayzan
IDHAJ_498E318N_S_KHUZ	Khuzistan	49.87086	31.85548	towns	cite	Īḏaǧ	إيذج	Īḏaǧ	إيذج	Idhaj	Idhaj
BAZIR_498E316N_S_KHUZ	Khuzistan	49.89265	31.64090	towns	cite	Bāzīr	بازير	Bāzīr, Bāzank	بازير، بازنك	Bazir, Bazank	Bazir, Bazank
GHARWA_498E315N_S_KHUZ	Khuzistan	49.89724	31.54027	towns	cite	Ġarwaŧ	غروة	Ġarwaŧ, ʿArwaŧ	غروة، عروة	Gharwa, Arwa	Gharwa, Arwa
BADAH_499E312N_S_KHUZ	Khuzistan	49.96262	31.29164	waystations	etape	Badah	بده	Badah	بده	Badah	Badah
DAHLIZAN_499E307N_S_KHUZ	Khuzistan	49.97179	30.77763	waystations	etape	Dahlīzān	دهليزان	Dahlīzān	دهليزان	Dahlizan	Dahlizan
SANBIL_501E307N_S_KHUZ	Khuzistan	50.14499	30.72440	towns	cite	Sanbīl	سنبيل	Sanbīl, Sūq Sanbīl	سنبيل، سوق سنبيل	Sanbil, Suq Sanbil	Sanbil, Suq Sanbil
JISRJAHANNAM_502E314N_S_KHUZ	Khuzistan	50.23675	31.47670	waystations	etape	Ǧisr Ǧahannam	جسر جهنم	Ǧisr Ǧahannam	جسر جهنم	Jisr Jahannam	Jisr Jahannam
RUSTAJIRD_502E317N_S_KHUZ	Khuzistan	50.29984	31.71801	waystations	etape	Rustaǧird	رستجرد	Rustaǧird, al-Diz	رستجرد، ﭐلدز	Rustajird, al-Diz	Rustajird, al-Diz
BUWAYN_506E319N_S_KHUZ	Khuzistan	50.60379	31.93047	waystations	etape	Buwayn	بوين	Buwayn	بوين	Buwayn	Buwayn
SAWJAR_508E320N_S_KHUZ	Khuzistan	50.84351	32.09289	waystations	etape	Sawǧar	سوجر	Sawǧar	سوجر	Sawjar	Sawjar
RIBATBARAKAN_512E320N_S_KHUZ	Khuzistan	51.21056	32.01123	waystations	etape	Ribāṭ Bārakān	رباط باركان	Ribāṭ Bārakān	رباط باركان	Ribat Barakan	Ribat Barakan
SARMAQAN_548E296N_S_KIRM	Kirman	54.80361	29.63539	waystations	etape	Sarmaqān	سرمقان	Sarmaqān, Ǧarmaqān, Ribāṭ Sarmaqān	سرمقان، جرمقان، رباط سرمقان	Sarmaqan, Jarmaqan, Ribat Sarmaqan	Sarmaqan, Jarmaqan, Ribat Sarmaqan
KHUSHNABADH_552E287N_S_KIRM	Kirman	55.24354	28.71262	waystations	etape	Ḫušnābāḏ	خشناباذ	Ḫušnābāḏ, Ḥasanābāḏ	خشناباذ، حسناباذ	Khushnabadh, Hasanabadh	Khushnabadh, Hasanabadh
RIBATBUSHTKHAMM_552E295N_S_KIRM	Kirman	55.28258	29.56070	waystations	etape?	Ribāṭ Bušt Ḫamm	رباط بشت خم	Ribāṭ Bušt Ḫamm	رباط بشت خم	Ribat Busht Khamm	Ribat Busht Khamm
KAHUN_553E288N_S_KIRM	Kirman	55.33985	28.87915	towns	ville	Kāhūn	كاهون	Kāhūn	كاهون	Kahun	Kahun
BIMAND_555E296N_S_KIRM	Kirman	55.59756	29.66254	towns	cite	Bīmand	بيمند	Bīmand	بيمند	Bimand	Bimand
KURDAKAN_556E297N_S_KIRM	Kirman	55.67825	29.79365	villages	localite	Kurdakān	كردكان	Kurdakān	كردكان	Kurdakan	Kurdakan
SIRJAN_557E294N_S_KIRM	Kirman	55.74854	29.46102	metropoles	metropole	al-Sīrǧān	ﭐلسيرجان	al-Sīrǧān	ﭐلسيرجان	al-Sirjan	al-Sirjan
SIRJAN_557E294N_R_KIRM	Kirman	55.74854	29.46102	regions	circonscription	al-Sīrǧān	ﭐلسيرجان	al-Sīrǧān	ﭐلسيرجان	al-Sirjan	al-Sirjan
BAHAWADH_559E318N_S_KIRM	Kirman	55.96459	31.83238	towns	cite	Bahāwaḏ	بهاوذ	Bahāwaḏ	بهاوذ	Bahawadh	Bahawadh
SHAMAT_560E297N_S_KIRM	Kirman	56.01438	29.76249	towns	cite	al-Šāmāt	ﭐلشامات	al-Šāmāt	ﭐلشامات	al-Shamat	al-Shamat
DIHBARIST_561E277N_S_KIRM	Kirman	56.13806	27.77410	villages	localite	Dih Bārist	ده بارست	Dih Bārist, Dih Ruwīst	ده بارست، ده رويست	Dih Barist, Dih Ruwist	Dih Barist, Dih Ruwist
DASHTBARIN_561E284N_S_KIRM	Kirman	56.14160	28.40625	towns	cite	Dašt Barīn	دشت برين	Dašt Barīn	دشت برين	Dasht Barin	Dasht Barin
BAKHTA_561E291N_S_KIRM	Kirman	56.16823	29.12939	towns	ville	Bāḫtaŧ	باختة	Bāḫtaŧ, Nāǧt	باختة، ناجت	Bakhta, Najt	Bakhta, Najt
KUHBAYAN_562E313N_S_KIRM	Kirman	56.29779	31.38012	towns	cite	Kūh Bayān	كوه بيان	Kūh Bayān	كوه بيان	Kuh Bayan	Kuh Bayan
KASHISTAN_562E281N_S_KIRM	Kirman	56.29939	28.11572	waystations	etape	Kašistān	كشستان	Kašistān	كشستان	Kashistan	Kashistan
KHABR_563E288N_S_KIRM	Kirman	56.31341	28.85863	towns	cite	Ḫabr	خبر	Ḫabr	خبر	Khabr	Khabr
BAHAR_563E298N_S_KIRM	Kirman	56.35225	29.88550	towns	cite	Bahār	بهار	Bahār	بهار	Bahar	Bahar
JIRUQAN_564E280N_S_KIRM	Kirman	56.46959	28.02089	villages	localite	Ǧīrūqān	جيروقان	Ǧīrūqān	جيروقان	Jiruqan	Jiruqan
ZARAND_565E308N_S_KIRM	Kirman	56.59714	30.82737	towns	cite	Zarand	زرند	Zarand	زرند	Zarand	Zarand
KARISTAN_566E297N_S_KIRM	Kirman	56.61470	29.71010	towns	cite	Karistān	كرستان	Karistān	كرستان	Karistan	Karistan
KHANNAB_567E298N_S_KIRM	Kirman	56.71727	29.85672	towns	cite	Ḫannāb	خناب	Ḫannāb	خناب	Khannab	Khannab
MARZAQAN_567E279N_S_KIRM	Kirman	56.75347	27.96611	villages	localite	Marzaqān	مرزقان	Marzaqān	مرزقان	Marzaqan	Marzaqan
FIRZIN_567E299N_S_KIRM	Kirman	56.77211	29.95407	villages	localite	Firzīn	فرزين	Firzīn, Firdīn	فرزين، فردين	Firzin, Firdin	Firzin, Firdin
JIBALMADINFIDDA_568E291N_O_KIRM	Kirman	56.81984	29.17945	sites	mont	Ǧibāl Maʿdin al-Fiḍḍaŧ	جبال معدن ﭐلفضة	Ǧibāl Maʿdin al-Fiḍḍaŧ	جبال معدن ﭐلفضة	Jibal Madin al-Fidda	Jibal Madin al-Fidda
ZAWAR_568E312N_S_KIRM	Kirman	56.87568	31.24891	towns	cite	Zāwar	زاور	Zāwar, Rawār	زاور، روار	Zawar, Rawar	Zawar, Rawar
JANZARUDH_569E306N_S_KIRM	Kirman	56.92513	30.67077	towns	cite	Ǧanzarūḏ	جنزروذ	Ǧanzarūḏ, Ǧātrūd	جنزروذ، جاترود	Janzarudh, Jatrud	Janzarudh, Jatrud
HURMUZ_569E270N_S_KIRM	Kirman	56.94955	27.09940	towns	cite	Hurmūz	هرموز	Hurmūz	هرموز	Hurmuz	Hurmuz
GHUBAYRA_569E297N_S_KIRM	Kirman	56.97972	29.72844	towns	cite	Ġubayrāʾ	غبيراء	Ġubayrāʾ	غبيراء	Ghubayra	Ghubayra
ARDAKAN_570E279N_S_KIRM	Kirman	57.01290	27.93413	towns	ville	Ardakān	أردكان	Ardakān, Sūrakān	أردكان، سوركان	Ardakan, Surakan	Ardakan, Surakan
KUGHUN_570E296N_S_KIRM	Kirman	57.06721	29.61836	towns	cite	Kūġūn	كوغون	Kūġūn	كوغون	Kughun	Kughun
BARDASIR_571E303N_R_KIRM	Kirman	57.10475	30.30962	regions	circon	Bardasīr	بردسير	Bardasīr, Bardašīr, Kuwašīr	بردسير، بردشير، كوشير	Bardasir, Bardashir, Kuwashir	Bardasir, Bardashir, Kuwashir
KUMIZ_572E277N_S_KIRM	Kirman	57.22106	27.79812	waystations	etape	Kūmīz	كوميز	Kūmīz, Kūmīn, Kūmīr	كوميز، كومين، كومير	Kumiz, Kumin, Kumir	Kumiz, Kumin, Kumir
WALASHJIRD_572E280N_S_KIRM	Kirman	57.27536	28.00340	towns	cite	Walāšǧird	ولاشجرد	Walāšǧird	ولاشجرد	Walashjird	Walashjird
MAHAN_573E301N_S_KIRM	Kirman	57.31039	30.11166	towns	cite	Māhān	ماهان	Māhān	ماهان	Mahan	Mahan
JAKIN_574E272N_S_KIRM	Kirman	57.46843	27.22823	towns	cite	Ǧakīn	جكين	Ǧakīn	جكين	Jakin	Jakin
DARBANA_574E290N_S_KIRM	Kirman	57.48653	29.06085	towns	cite	al-Darbāná	ﭐلدربانى	al-Darbāná, al-Darfāná, Šiʿb Darfārid	ﭐلدربانى، ﭐلدرفانى، شعب درفارد	al-Darbana, al-Darfana, Shib Darfarid	al-Darbana, al-Darfana, Shib Darfarid
RAIN_574E296N_S_KIRM	Kirman	57.49859	29.61311	towns	cite	Rāʾin	رائن	Rāʾin, Rāyin	رائن، راين	Rain, Rayin	Rain, Rayin
MANUQAN_575E274N_S_KIRM	Kirman	57.56194	27.45601	towns	cite	Manūqān	منوقان	Manūqān, Manūǧān	منوقان، منوجان	Manuqan, Manujan	Manuqan, Manujan
KATHRUWA_577E301N_S_KIRM	Kirman	57.70606	30.11166	towns	cite	Kaṯruwā	كثروا	Kaṯruwā	كثروا	Kathruwa	Kathruwa
RUDHBAR_577E278N_R_KIRM	Kirman	57.73088	27.82747	regions	region	Ruḏbār	رذبار	Ruḏbār, Ruḏbāl	رذبار، رذبال	Rudhbar, Rudhbal	Rudhbar, Rudhbal
KHABIS_577E304N_S_KIRM	Kirman	57.75292	30.46232	towns	cite	Ḫabīṣ	خبيص	Ḫabīṣ	خبيص	Khabis	Khabis
KUHBARJAN_577E276N_S_KIRM	Kirman	57.75501	27.67797	towns	cite	Kūh Barǧān	كوه برجان	Kūh Barǧān	كوه برجان	Kuh Barjan	Kuh Barjan
KUK_577E298N_S_KIRM	Kirman	57.76105	29.86457	towns	cite	Kūk	كوك	Kūk	كوك	Kuk	Kuk
MIJAN_577E284N_S_KIRM	Kirman	57.76854	28.45204	villages	localite	al-Mīǧan	ﭐلميجن	al-Mīǧan, al-Mīzan	ﭐلميجن، ﭐلميزن	al-Mijan, al-Mizan	al-Mijan, al-Mizan
MAGHUN_577E279N_S_KIRM	Kirman	57.78820	27.97676	towns	cite	Maġūn	مغون	Maġūn	مغون	Maghun	Maghun
JIRUFT_578E286N_S_KIRM	Kirman	57.80498	28.69436	capitals	capitale	Ǧīruft	جيرفت	Ǧīruft	جيرفت	Jiruft	Jiruft
TUSHTAN_578E294N_S_KIRM	Kirman	57.80931	29.42410	towns	cite	Tūštān	توشتان	Tūštān	توشتان	Tushtan	Tushtan
BAS_578E270N_S_KIRM	Kirman	57.81535	27.01075	towns	cite	Bās	باس	Bās	باس	Bas	Bas
SARWISTAN_578E292N_S_KIRM	Kirman	57.89378	29.27422	towns	cite	Sarwīstān	سرويستان	Sarwīstān	سرويستان	Sarwistan	Sarwistan
NAHRHARIRUDH_579E284N_W_KIRM	Kirman	57.90910	28.43830	waters	riviere	Nahr Harīrūḏ	نهر هريروذ	Nahr Harīrūḏ	نهر هريروذ	Nahr Harirudh	Nahr Harirudh
HURMUZMALIK_579E290N_S_KIRM	Kirman	57.92696	29.01602	towns	cite	Hurmuz al-Malik	هرمز ﭐلملك	Hurmuz al-Malik, Qaryaŧ al-Ǧawz	هرمز ﭐلملك، قرية ﭐلجوز	Hurmuz al-Malik, Qarya al-Jawz	Hurmuz al-Malik, Qarya al-Jawz
AWARIK_579E293N_S_KIRM	Kirman	57.95411	29.32947	towns	cite	Awārik	أوارك	Awārik	أوارك	Awarik	Awarik
NASHK_580E297N_S_KIRM	Kirman	58.03255	29.70224	towns	cite	Našk	نشك	Našk	نشك	Nashk	Nashk
DARJIN_581E292N_S_KIRM	Kirman	58.17433	29.20052	towns	cite	Darǧīn	درجين	Darǧīn	درجين	Darjin	Darjin
JUWISULAYMAN_581E281N_S_KIRM	Kirman	58.18338	28.12851	towns	cite	Ǧuwī Sulaymān	جوي سليمان	Ǧuwī Sulaymān	جوي سليمان	Juwi Sulayman	Juwi Sulayman
KASHID_582E297N_S_KIRM	Kirman	58.26785	29.71534	towns	cite	Kašīd	كشيد	Kašīd	كشيد	Kashid	Kashid
JIBALBARIZ_582E286N_O_KIRM	Kirman	58.29802	28.67780	sites	mont	Ǧibāl al-Bāriz	جبال ﭐلبارز	Ǧibāl al-Bāriz	جبال ﭐلبارز	Jibal al-Bariz	Jibal al-Bariz
BAMM_583E291N_S_KIRM	Kirman	58.34327	29.10304	capitals	capitale	Bamm	بم	Bamm	بم	Bamm	Bamm
KURK_584E288N_S_KIRM	Kirman	58.49109	28.88667	towns	cite	Kurk	كرك	Kurk, Ǧurǧ	كرك، جرج	Kurk, Jurj	Kurk, Jurj
NARMASIR_586E289N_S_KIRM	Kirman	58.64795	28.98436	capitals	capitale	Narmāsīr	نرماسير	Narmāsīr	نرماسير	Narmasir	Narmasir
RIQAN_587E286N_S_KIRM	Kirman	58.73846	28.65133	towns	cite	Rīqān	ريقان	Rīqān, Rīkān	ريقان، ريكان	Riqan, Rikan	Riqan, Rikan
FAHRAJ_588E289N_S_KIRM	Kirman	58.88326	28.97908	towns	cite	al-Fahraǧ	ﭐلفهرج	al-Fahraǧ	ﭐلفهرج	al-Fahraj	al-Fahraj
KAJ_513E349N_S_MAFA	Mafaza	51.31000	34.92405	waystations	etape	Kāǧ	كاج	Kāǧ	كاج	Kaj	Kaj
HISNBADRA_514E333N_S_MAFA	Mafaza	51.46355	33.39951	waystations	forteresse	Ḥiṣn Badraŧ	حصن بدرة	Ḥiṣn Badraŧ	حصن بدرة	Hisn Badra	Hisn Badra
RIBATIBNRUSTAM_514E330N_S_MAFA	Mafaza	51.48549	33.07845	waystations	etape	Ribāṭ Ibn Rustam	رباط إبن رستم	Ribāṭ Ibn Rustam	رباط إبن رستم	Ribat Ibn Rustam	Ribat Ibn Rustam
DAYRJISS_516E350N_S_MAFA	Mafaza	51.61984	35.08576	waystations	etape?	Dayr al-Ǧiṣṣ	دير ﭐلجص	Dayr al-Ǧiṣṣ	دير ﭐلجص	Dayr al-Jiss	Dayr al-Jiss
DANJI_516E329N_S_MAFA	Mafaza	51.67468	32.90827	waystations	relais	Dānǧī	دانجي	Dānǧī	دانجي	Danji	Danji
SAKSH_521E326N_S_MAFA	Mafaza	52.12330	32.69688	waystations	etape	Sakš	سكش	Sakš	سكش	Saksh	Saksh
KARKASKUH_522E328N_O_MAFA	Mafaza	52.24892	32.89927	sites	mont	Karkas Kūh	كركس كوه	Karkas Kūh	كركس كوه	Karkas Kuh	Karkas Kuh
SIYAHKUH_522E345N_O_MAFA	Mafaza	52.27735	34.57768	sites	mont	Siyāh Kūh	سياه كوه	Siyāh Kūh	سياه كوه	Siyah Kuh	Siyah Kuh
RAKUNIN_527E326N_S_MAFA	Mafaza	52.72262	32.66383	waystations	etape	Rakūnīn	ركونين	Rakūnīn	ركونين	Rakunin	Rakunin
NAIN_531E328N_S_MAFA	Mafaza	53.11258	32.84212	waystations	etape?	Nāʾīn	نائين	Nāʾīn	نائين	Nain	Nain
KUSHKAN_533E327N_S_MAFA	Mafaza	53.32456	32.70128	waystations	etape	Kuškān	كشكان	Kuškān	كشكان	Kushkan	Kushkan
QARYAMAJUS_541E317N_S_MAFA	Mafaza	54.19969	31.74166	waystations	etape	Qaryaŧ al-Maǧūs	قرية ﭐلمجوس	Qaryaŧ al-Maǧūs	قرية ﭐلمجوس	Qarya al-Majus	Qarya al-Majus
ANJIRA_544E321N_S_MAFA	Mafaza	54.41329	32.14014	villages	village	Anǧīraŧ	أنجيرة	Anǧīraŧ	أنجيرة	Anjira	Anjira
KHAZANA_546E323N_S_MAFA	Mafaza	54.65669	32.32168	villages	village	Ḫazānaŧ	خزانة	Ḫazānaŧ, Ḫarānaŧ	خزانة، خرانة	Khazana, Kharana	Khazana, Kharana
JARMAQ_549E335N_S_MAFA	Mafaza	54.93672	33.55385	waystations	relais	Ǧarmaq	جرمق	Ǧarmaq	جرمق	Jarmaq	Jarmaq
SAGHAND_552E325N_S_MAFA	Mafaza	55.21675	32.52933	waystations	relais	Sāġand	ساغند	Sāġand	ساغند	Saghand	Saghand
BUSHTBADHAM_554E330N_S_MAFA	Mafaza	55.41827	33.02224	waystations	relais	Bušt Bāḏām	بشت باذام	Bušt Bāḏām	بشت باذام	Busht Badham	Busht Badham
HAWDHAJIB_554E335N_S_MAFA	Mafaza	55.43921	33.57348	waystations	etape	Ḥawḍ al-Ḥāǧib	حوض ﭐلحاجب	Ḥawḍ al-Ḥāǧib	حوض ﭐلحاجب	Hawd al-Hajib	Hawd al-Hajib
RIBATABSHUTURAN_559E332N_S_MAFA	Mafaza	55.93385	33.24359	waystations	relais	Ribāṭ Āb Šuturān	رباط آب شتران	Ribāṭ Āb Šuturān, Ḫān Ušturān	رباط آب شتران، خان أشتران	Ribat Ab Shuturan, Khan Ushturan	Ribat Ab Shuturan, Khan Ushturan
MUHALLABI_561E334N_S_MAFA	Mafaza	56.18509	33.40323	waystations	etape	al-Muhallabī	ﭐلمهلبي	al-Muhallabī	ﭐلمهلبي	al-Muhallabi	al-Muhallabi
HULWAN_562E339N_S_MAFA	Mafaza	56.22435	33.94771	waystations	etape	Ḥulwān	حلوان	Ḥulwān	حلوان	Hulwan	Hulwan
RIBATKHURAN_564E337N_S_MAFA	Mafaza	56.45466	33.73469	waystations	etape	Ribāṭ Ḫūrān	رباط خوران	Ribāṭ Ḫūrān, Ribāṭ Kūrān	رباط خوران، رباط كوران	Ribat Khuran, Ribat Kuran	Ribat Khuran, Ribat Kuran
NUJAY_564E341N_S_MAFA	Mafaza	56.48900	34.11501	waystations	etape	Nuǧāy	نجاي	Nuǧāy, Nūḫānī	نجاي، نوخاني	Nujay, Nukhani	Nujay, Nukhani
DASKARDAN_566E342N_S_MAFA	Mafaza	56.60995	34.25952	waystations	relais	Daskardān	دسكردان	Daskardān, Daskarwān	دسكردان، دسكروان	Daskardan, Daskarwan	Daskardan, Daskarwan
DARZINAK_567E343N_S_MAFA	Mafaza	56.73090	34.30394	waystations	etape	Darzīnak	درزينك	Darzīnak	درزينك	Darzinak	Darzinak
ATASHKAHAN_567E336N_S_MAFA	Mafaza	56.78965	33.67155	villages	village	Ataškahān	أتشكهان	Ataškahān	أتشكهان	Atashkahan	Atashkahan
SARISH_567E338N_S_MAFA	Mafaza	56.79227	33.89125	waystations	etape	Sarīš	سريش	Sarīš	سريش	Sarish	Sarish
BUSTADARAN_568E341N_S_MAFA	Mafaza	56.87872	34.16617	waystations	etape	Bustadārān	بستداران	Bustadārān	بستداران	Bustadaran	Bustadaran
TABASJILAKI_569E335N_S_MAFA	Mafaza	56.94144	33.58656	towns	cite	Ṭabas Ǧīlakī	طبس جيلكي	Ṭabas Ǧīlakī, Ṭabas al-Tamr	طبس جيلكي، طبس ﭐلتمر	Tabas Jilaki, Tabas al-Tamr	Tabas Jilaki, Tabas al-Tamr
BANNA_569E344N_S_MAFA	Mafaza	56.97011	34.42374	waystations	etape	Bannaŧ	بنة	Bannaŧ, Bunn	بنة، بن	Banna, Bunn	Banna, Bunn
KURI_571E333N_S_MAFA	Mafaza	57.18746	33.37701	villages	localite	Kurī	كري	Kurī, Kurīn	كري، كرين	Kuri, Kurin	Kuri, Kurin
GHAMRSURKH_572E318N_S_MAFA	Mafaza	57.21668	31.88986	waystations	relais	Ġamr Surḫ	غمر سرخ	Ġamr Surḫ	غمر سرخ	Ghamr Surkh	Ghamr Surkh
ABSHUR_574E326N_S_MAFA	Mafaza	57.40729	32.65943	waystations	etape	Āb Šūr	آب شور	Āb Šūr	آب شور	Ab Shur	Ab Shur
RIBATZANJI_574E348N_S_MAFA	Mafaza	57.43239	34.84612	waystations	etape	Ribāṭ Zanǧī	رباط زنجي	Ribāṭ Zanǧī	رباط زنجي	Ribat Zanji	Ribat Zanji
