id	region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	translitTitleOther	arTitleOther	searchNames	arBW
WASHQA_003W421N_R_ANDA	Andalus	-0.35371	42.16109	regions	district	Wašqaŧ	وشقة	Wašqaŧ	وشقة	Washqa	Washqa
WASHQA_003W421N_S_ANDA	Andalus	-0.35371	42.16109	towns	cite?	Wašqaŧ	وشقة	Wašqaŧ	وشقة	Washqa	Washqa
BALANSIYYA_004W394N_R_ANDA	Andalus	-0.41486	39.43516	regions	district	Balansiyyaŧ	بلنسية	Balansiyyaŧ	بلنسية	Balansiyya	Balansiyya
BALANSIYYA_004W394N_S_ANDA	Andalus	-0.41486	39.43516	towns	cite	Balansiyyaŧ	بلنسية	Balansiyyaŧ	بلنسية	Balansiyya	Balansiyya
SHAQR_004W391N_S_ANDA	Andalus	-0.43734	39.16483	villages	localite	al-Šaqr	ﭐلشقر	al-Šaqr	ﭐلشقر	al-Shaqr	al-Shaqr
QANT_004W383N_S_ANDA	Andalus	-0.47061	38.34618	towns	cite	Qānt	قانت	Qānt	قانت	Qant	Qant
SHATIBA_005W389N_S_ANDA	Andalus	-0.52276	38.96551	towns	cite	Šātibaŧ	شاتبة	Šātibaŧ	شاتبة	Shatiba	Shatiba
SARAQUSA_009W416N_R_ANDA	Andalus	-0.92920	41.63368	regions	district	Saraqūsaŧ	سرقوسة	Saraqūsaŧ, Saraqūsṭaŧ	سرقوسة، سرقوسطة	Saraqusa, Saraqusta	Saraqusa, Saraqusta
SARAQUSA_009W416N_S_ANDA	Andalus	-0.92920	41.63368	towns	cite	Saraqūsaŧ	سرقوسة	Saraqūsaŧ, Saraqūsṭaŧ	سرقوسة، سرقوسطة	Saraqusa, Saraqusta	Saraqusa, Saraqusta
QARTAJANNA_009W376N_S_ANDA	Andalus	-0.98315	37.60050	villages	localite	Qarṭāǧannaŧ	قرطاجنة	Qarṭāǧannaŧ	قرطاجنة	Qartajanna	Qartajanna
NAHRABRUH_009W417N_W_ANDA	Andalus	-0.99933	41.78270	waters	riviere	Nahr Abruh	نهر أبره	Nahr Abruh	نهر أبره	Nahr Abruh	Nahr Abruh
MURSIYA_011W379N_S_ANDA	Andalus	-1.11443	37.99945	towns	cite	Mursiyaŧ	مرسية	Mursiyaŧ	مرسية	Mursiya	Mursiya
TUDMIR_013W379N_R_ANDA	Andalus	-1.34462	37.95834	regions	region	Tudmīr	تدمير	Tudmīr	تدمير	Tudmir	Tudmir
TUTILA_016W420N_R_ANDA	Andalus	-1.62697	42.04634	regions	district	Tuṭīlaŧ	تطيلة	Tuṭīlaŧ	تطيلة	Tutila	Tutila
TUTILA_016W420N_S_ANDA	Andalus	-1.62697	42.04634	towns	cite	Tuṭīlaŧ	تطيلة	Tuṭīlaŧ	تطيلة	Tutila	Tutila
LURQA_017W376N_S_ANDA	Andalus	-1.73128	37.65320	towns	cite	Lurqaŧ	لرقة	Lurqaŧ	لرقة	Lurqa	Lurqa
MADINASALIM_024W411N_S_ANDA	Andalus	-2.41736	41.13714	towns	cite	Madīnaŧ Sālim	مدينة سالم	Madīnaŧ Sālim	مدينة سالم	Madina Salim	Madina Salim
BAJJANA_024W369N_R_ANDA	Andalus	-2.41826	36.95657	regions	district	Baǧǧānaŧ	بجانة	Baǧǧānaŧ	بجانة	Bajjana	Bajjana
BAJJANA_024W369N_S_ANDA	Andalus	-2.41826	36.95657	towns	cite	Baǧǧānaŧ	بجانة	Baǧǧānaŧ	بجانة	Bajjana	Bajjana
MARIYYA_025W368N_S_ANDA	Andalus	-2.50099	36.86202	towns	cite	al-Mariyyaŧ	ﭐلمرية	al-Mariyyaŧ	ﭐلمرية	al-Mariyya	al-Mariyya
WADIHIJARA_031W406N_R_ANDA	Andalus	-3.15111	40.64910	regions	district	Wādī al-Ḥijāraŧ	وادي ﭐلحجارة	Wādī al-Ḥijāraŧ	وادي ﭐلحجارة	Wadi al-Hijara	Wadi al-Hijara
WADIHIJARA_031W406N_S_ANDA	Andalus	-3.15111	40.64910	towns	cite?	Wādī al-Ḥijāraŧ	وادي ﭐلحجارة	Wādī al-Ḥijāraŧ	وادي ﭐلحجارة	Wadi al-Hijara	Wadi al-Hijara
WADIYASH_031W373N_S_ANDA	Andalus	-3.16459	37.33966	towns	cite	Wādiyāš	وادياش	Wādiyāš	وادياش	Wadiyash	Wadiyash
SHAWDHAR_033W378N_S_ANDA	Andalus	-3.34803	37.87641	towns	cite	Šawḏar	شوذر	Šawḏar	شوذر	Shawdhar	Shawdhar
BAYYASA_034W379N_S_ANDA	Andalus	-3.45773	37.99980	towns	cite	Bayyāsaŧ	بياسة	Bayyāsaŧ	بياسة	Bayyasa	Bayyasa
GHARNATA_035W372N_S_ANDA	Andalus	-3.59980	37.20621	towns	cite	Ġarnāṭaŧ	غرناطة	Ġarnāṭaŧ	غرناطة	Gharnata	Gharnata
MANTISHA_036W398N_S_ANDA	Andalus	-3.62588	39.81332	towns	cite	Mantīšaŧ	منتيشة	Mantīšaŧ	منتيشة	Mantisha	Mantisha
LIBIRA_036W372N_R_ANDA	Andalus	-3.66814	37.22734	regions	district	Libīraŧ	لبيرة	Libīraŧ, Ilbīraŧ	لبيرة، إلبيرة	Libira, Ilbira	Libira, Ilbira
LIBIRA_036W372N_S_ANDA	Andalus	-3.66814	37.22734	towns	cite	Libīraŧ	لبيرة	Libīraŧ, Ilbīraŧ	لبيرة، إلبيرة	Libira, Ilbira	Libira, Ilbira
QALARABAH_037W388N_S_ANDA	Andalus	-3.78324	38.80312	towns	cite	Qalʿaŧ Rabāh	قلعة رباه	Qalʿaŧ Rabāh, Qalʿaŧ Ribāṭ	قلعة رباه، قلعة رباط	Qala Rabah, Qala Ribat	Qala Rabah, Qala Ribat
JAYYAN_038W377N_S_ANDA	Andalus	-3.80302	37.78977	towns	cite	Ǧayyān	جيان	Ǧayyān	جيان	Jayyan	Jayyan
QASTALLA_038W379N_S_ANDA	Andalus	-3.87676	37.98847	towns	cite	Qasṭallaŧ	قسطلة	Qasṭallaŧ	قسطلة	Qastalla	Qastalla
ABNASH_039W396N_S_ANDA	Andalus	-3.91003	39.63212	towns	cite	Abnaš	أبنش	Abnaš	أبنش	Abnash	Abnash
MALAQUN_039W391N_S_ANDA	Andalus	-3.91362	39.17390	towns	cite	Malaqūn	ملقون	Malaqūn	ملقون	Malaqun	Malaqun
MUGHAN_039W399N_S_ANDA	Andalus	-3.94240	39.97062	villages	village	Muġān	مغان	Muġān	مغان	Mughan	Mughan
MARTUSH_039W377N_S_ANDA	Andalus	-3.98826	37.74285	towns	cite	Mārtūš	مارتوش	Mārtūš	مارتوش	Martush	Martush
TULAYTILA_040W398N_R_ANDA	Andalus	-4.05210	39.88926	regions	district	Ṭulayṭilaŧ	طليطلة	Ṭulayṭilaŧ	طليطلة	Tulaytila	Tulaytila
TULAYTILA_040W398N_S_ANDA	Andalus	-4.05210	39.88926	towns	cite	Ṭulayṭilaŧ	طليطلة	Ṭulayṭilaŧ	طليطلة	Tulaytila	Tulaytila
ARJUNA_040W379N_S_ANDA	Andalus	-4.05300	37.92040	towns	cite	Arǧūnaŧ	أرجونة	Arǧūnaŧ	أرجونة	Arjuna	Arjuna
KARKUYA_040W388N_S_ANDA	Andalus	-4.06918	38.81784	towns	cite	Karkūyaŧ	كركوية	Karkūyaŧ	كركوية	Karkuya	Karkuya
BAYGHU_042W374N_S_ANDA	Andalus	-4.20406	37.45788	towns	cite	Bayġū	بيغو	Bayġū	بيغو	Bayghu	Bayghu
HISNBULKUNA_042W378N_S_ANDA	Andalus	-4.22025	37.87073	towns	cite	Ḥiṣn Bulkūnaŧ	حصن بلكونة	Ḥiṣn Bulkūnaŧ	حصن بلكونة	Hisn Bulkuna	Hisn Bulkuna
RAYYA_044W369N_R_ANDA	Andalus	-4.40368	36.98351	regions	district	Rayyaŧ	رية	Rayyaŧ, Rayyuh	رية، ريه	Rayya, Rayyuh	Rayya, Rayyuh
ARJIDUNA_044W370N_S_ANDA	Andalus	-4.42886	37.08687	towns	cite	Arǧidūnaŧ	أرجدونة	Arǧidūnaŧ	أرجدونة	Arjiduna	Arjiduna
MALIQA_044W367N_R_ANDA	Andalus	-4.43066	36.74791	regions	district	Māliqaŧ	مالقة	Māliqaŧ	مالقة	Maliqa	Maliqa
MALIQA_044W367N_S_ANDA	Andalus	-4.43066	36.74791	towns	cite	Māliqaŧ	مالقة	Māliqaŧ	مالقة	Maliqa	Maliqa
QURTUBA_047W379N_S_ANDA	Andalus	-4.78135	37.91898	metropoles	metropole	Qurṭūbaŧ	قرطوبة	Qurṭūbaŧ	قرطوبة	Qurtuba	Qurtuba
TALABIRA_048W399N_S_ANDA	Andalus	-4.82541	39.97062	towns	cite	Ṭalābiraŧ	طلابرة	Ṭalābiraŧ	طلابرة	Talabira	Talabira
ZAHRA_048W379N_S_ANDA	Andalus	-4.85328	37.96011	towns	cite	al-Zahrāʾ	ﭐلزهراء	al-Zahrāʾ	ﭐلزهراء	al-Zahra	al-Zahra
FAHSBALLUT_048W386N_R_ANDA	Andalus	-4.89554	38.63018	regions	district	Faḥṣ al-Ballūṭ	فحص ﭐلبلوط	Faḥṣ al-Ballūṭ	فحص ﭐلبلوط	Fahs al-Ballut	Fahs al-Ballut
GHAFIQ_050W386N_S_ANDA	Andalus	-5.01064	38.68214	towns	cite	Ġāfiq	غافق	Ġāfiq	غافق	Ghafiq	Ghafiq
ISTIJA_051W375N_S_ANDA	Andalus	-5.10865	37.53493	towns	cite	Istiǧaŧ	إستجة	Istiǧaŧ	إستجة	Istija	Istija
NAHRQURTUBA_051W377N_W_ANDA	Andalus	-5.11225	37.75423	waters	riviere	Nahr Qurṭūbaŧ	نهر قرطوبة	Nahr Qurṭūbaŧ	نهر قرطوبة	Nahr Qurtuba	Nahr Qurtuba
JAZIRAJABALTARIQ_053W361N_S_ANDA	Andalus	-5.33071	36.16752	towns	cite	Ǧazīraŧ Ǧabal Ṭāriq	جزيرة جبل طارق	Ǧazīraŧ Ǧabal Ṭāriq	جزيرة جبل طارق	Jazira Jabal Tariq	Jazira Jabal Tariq
JAZIRAKHADRA_054W361N_R_ANDA	Andalus	-5.43793	36.16359	regions	district	Ǧazīraŧ al-Ḫaḍrāʾ	جزيرة ﭐلخضراء	Ǧazīraŧ al-Ḫaḍrāʾ	جزيرة ﭐلخضراء	Jazira al-Khadra	Jazira al-Khadra
MAWRUR_054W371N_S_ANDA	Andalus	-5.48272	37.14029	towns	cite	Mawrūr	مورور	Mawrūr	مورور	Mawrur	Mawrur
LIYUN_055W426N_S_ANDA	Andalus	-5.56634	42.61850	towns	cite	Liyūn	ليون	Liyūn	ليون	Liyun	Liyun
FIRRISH_055W379N_R_ANDA	Andalus	-5.58702	37.95728	regions	region	Firrīš	فريش	Firrīš, Qarsīs	فريش، قرسيس	Firrish, Qarsis	Firrish, Qarsis
QARMUNA_056W374N_S_ANDA	Andalus	-5.64097	37.42933	towns	cite	Qarmūnaŧ	قرمونة	Qarmūnaŧ	قرمونة	Qarmuna	Qarmuna
SAMMURA_057W414N_S_ANDA	Andalus	-5.76776	41.44051	towns	cite	Sammūraŧ	سمورة	Sammūraŧ	سمورة	Sammura	Sammura
SHADHUNA_059W364N_R_ANDA	Andalus	-5.91433	36.46640	regions	district	Šaḏūnaŧ	شذونة	Šaḏūnaŧ, Šadūnaŧ	شذونة، شدونة	Shadhuna, Shaduna	Shadhuna, Shaduna
SHADHUNA_059W364N_S_ANDA	Andalus	-5.91433	36.46640	towns	cite	Šaḏūnaŧ	شذونة	Šaḏūnaŧ, Šadūnaŧ	شذونة، شدونة	Shadhuna, Shaduna	Shadhuna, Shaduna
TARAJILA_059W394N_S_ANDA	Andalus	-5.93861	39.48654	towns	cite	Taraǧīlaŧ	ترجيلة	Taraǧīlaŧ	ترجيلة	Tarajila	Tarajila
MADALLIN_059W389N_S_ANDA	Andalus	-5.94131	38.93229	towns	cite	Madallīn	مدلين	Madallīn	مدلين	Madallin	Madallin
ISHBILIYYA_059W374N_R_ANDA	Andalus	-5.96199	37.40790	regions	district	Išbīliyyaŧ	إشبيلية	Išbīliyyaŧ	إشبيلية	Ishbiliyya	Ishbiliyya
ISHBILIYYA_059W374N_S_ANDA	Andalus	-5.96199	37.40790	towns	cite	Išbīliyyaŧ	إشبيلية	Išbīliyyaŧ	إشبيلية	Ishbiliyya	Ishbiliyya
MAKHADABALAT_060W398N_S_ANDA	Andalus	-6.06629	39.80641	towns	cite	Maḫāḍaŧ al-Balāṭ	مخاضة ﭐلبلاط	Maḫāḍaŧ al-Balāṭ	مخاضة ﭐلبلاط	Makhada al-Balat	Makhada al-Balat
SHARISH_061W366N_S_ANDA	Andalus	-6.10856	36.69169	towns	cite	Šarīš	شريش	Šarīš	شريش	Sharish	Sharish
QADIS_061W365N_R_ANDA	Andalus	-6.18409	36.57191	regions	ile	Qādis	قادس	Qādis	قادس	Qadis	Qadis
MARIDA_063W388N_S_ANDA	Andalus	-6.32886	38.89521	towns	cite	Māridaŧ	ماردة	Māridaŧ	ماردة	Marida	Marida
QASARASH_063W394N_S_ANDA	Andalus	-6.39540	39.46953	towns	cite	Qaṣarāš	قصراش	Qaṣarāš	قصراش	Qasarash	Qasarash
QURIYA_065W399N_S_ANDA	Andalus	-6.55006	39.96270	towns	cite	Quriyaŧ	قرية	Quriyaŧ	قرية	Quriya	Quriya
LABLA_066W373N_S_ANDA	Andalus	-6.66965	37.38969	towns	cite	Lablaŧ	لبلة	Lablaŧ	لبلة	Labla	Labla
QANTARASIF_068W396N_S_ANDA	Andalus	-6.84140	39.69061	towns	cite	Qanṭaraŧ al-Sīf	قنطرة ﭐلسيف	Qanṭaraŧ al-Sīf	قنطرة ﭐلسيف	Qantara al-Sif	Qantara al-Sif
MAIDA_068W406N_S_ANDA	Andalus	-6.87557	40.62317	towns	cite	al-Maʾidaŧ	ﭐلمئدة	al-Maʾidaŧ	ﭐلمئدة	al-Maida	al-Maida
BATALYUS_069W388N_R_ANDA	Andalus	-6.99606	38.83500	regions	region	Baṭalyūs	بطليوس	Baṭalyūs, Baṭalyūṯ	بطليوس، بطليوث	Batalyus, Batalyuth	Batalyus, Batalyuth
BATALYUS_069W388N_S_ANDA	Andalus	-6.99606	38.83500	towns	cite	Baṭalyūs	بطليوس	Baṭalyūs, Baṭalyūṯ	بطليوس، بطليوث	Batalyus, Batalyuth	Batalyus, Batalyuth
JABALUYUN_069W374N_S_ANDA	Andalus	-6.99696	37.41112	towns	cite	Ǧabal al-ʿUyūn	جبل ﭐلعيون	Ǧabal al-ʿUyūn	جبل ﭐلعيون	Jabal al-Uyun	Jabal al-Uyun
BASH_071W388N_S_ANDA	Andalus	-7.17410	38.87561	towns	cite	al-Baš	ﭐلبش	al-Baš, Albas	ﭐلبش، ألبس	al-Bash, Albas	al-Bash, Albas
LAB_072W372N_S_ANDA	Andalus	-7.21996	37.23807	towns	cite	Lab	لب	Lab	لب	Lab	Lab
JALMANIYA_072W387N_S_ANDA	Andalus	-7.22985	38.77894	towns	cite	Ǧalmāniyaŧ	جلمانية	Ǧalmāniyaŧ	جلمانية	Jalmaniya	Jalmaniya
BAJA_078W380N_R_ANDA	Andalus	-7.80444	38.00689	regions	district	Bāǧaŧ	باجة	Bāǧaŧ	باجة	Baja	Baja
BAJA_078W380N_S_ANDA	Andalus	-7.80444	38.00689	towns	cite	Bāǧaŧ	باجة	Bāǧaŧ	باجة	Baja	Baja
BIZA_078W390N_S_ANDA	Andalus	-7.87188	39.02806	towns	cite	Bīzaŧ	بيزة	Bīzaŧ	بيزة	Biza	Biza
KHUSHUNUBA_079W370N_R_ANDA	Andalus	-7.90515	37.06463	regions	district	Ḫušunubaŧ	خشنبة	Ḫušunubaŧ, Uḫšunubaŧ	خشنبة، أخشنبة	Khushunuba, Ukhshunuba	Khushunuba, Ukhshunuba
KHUSHUNUBA_079W370N_S_ANDA	Andalus	-7.90515	37.06463	towns	cite?	Ḫušunubaŧ	خشنبة	Ḫušunubaŧ, Uḫšunubaŧ	خشنبة، أخشنبة	Khushunuba, Ukhshunuba	Khushunuba, Ukhshunuba
WADITAJU_080W395N_W_ANDA	Andalus	-8.03553	39.52990	waters	fleuve	Wādī Tāǧū	وادي تاجو	Wādī Tāǧū	وادي تاجو	Wadi Taju	Wadi Taju
MADINASHALAB_084W372N_S_ANDA	Andalus	-8.42308	37.22519	towns	cite	Madīnaŧ Šalab	مدينة شلب	Madīnaŧ Šalab, Šilb	مدينة شلب، شلب	Madina Shalab, Shilb	Madina Shalab, Shilb
QASRBANUWARDAS_084W383N_S_ANDA	Andalus	-8.48333	38.36698	towns	cite	Qaṣr Banū Wardās	قصر بنو ورداس	Qaṣr Banū Wardās	قصر بنو ورداس	Qasr Banu Wardas	Qasr Banu Wardas
SHANTARIN_087W392N_S_ANDA	Andalus	-8.71712	39.22337	towns	cite	Šantarīn	شنترين	Šantarīn	شنترين	Shantarin	Shantarin
LISHBUNA_091W387N_S_ANDA	Andalus	-9.14514	38.76878	towns	cite	Lišbūnaŧ	لشبونة	Lišbūnaŧ	لشبونة	Lishbuna	Lishbuna
MADAN_091W386N_S_ANDA	Andalus	-9.19189	38.64984	towns	cite	al-Maʿdan	ﭐلمعدن	al-Maʿdan	ﭐلمعدن	al-Madan	al-Madan
SHANTARA_093W388N_S_ANDA	Andalus	-9.37353	38.80838	villages	localite	Šantaraŧ	شنترة	Šantaraŧ	شنترة	Shantara	Shantara
BAYDA_005E418N_S_ANDA	Andalus	0.57785	41.83632	towns	cite	al-Bayḍāʾ	ﭐلبيضاء	al-Bayḍāʾ	ﭐلبيضاء	al-Bayda	al-Bayda
TURTUSHA_006E407N_S_ANDA	Andalus	0.60933	40.79221	towns	cite	Ṭurṭūšaŧ	طرطوشة	Ṭurṭūšaŧ	طرطوشة	Turtusha	Turtusha
LARIDA_006E416N_S_ANDA	Andalus	0.64889	41.60948	waystations	placefrontiere	Lāridaŧ	لاردة	Lāridaŧ	لاردة	Larida	Larida
YABISA_014E389N_R_ANDA	Andalus	1.41141	38.94978	regions	ile	Yābisaŧ	يابسة	Yābisaŧ	يابسة	Yabisa	Yabisa
BAHRRUM_017E372N_W_ANDA	Andalus	1.71713	37.28888	waters	mer	Baḥr al-Rūm	بحر ﭐلروم	Baḥr al-Rūm	بحر ﭐلروم	Bahr al-Rum	Bahr al-Rum
JIRUNDA_028E419N_S_ANDA	Andalus	2.84472	41.93607	towns	cite	Ǧirundaŧ	جرندة	Ǧirundaŧ	جرندة	Jirunda	Jirunda
ARBUNA_030E431N_S_ANDA	Andalus	3.00118	43.18643	towns	cite	Arbūnaŧ	أربونة	Arbūnaŧ	أربونة	Arbuna	Arbuna
MARASH_369E375N_S_AQUR	Aqur	36.92987	37.58314	waystations	placefrontiere	Marʿaš	مرعش	Marʿaš	مرعش	Marash	Marash
DULUK_371E371N_S_AQUR	Aqur	37.17675	37.17638	towns	cite	Dulūk	دلوك	Dulūk	دلوك	Duluk	Duluk
HADATH_375E377N_S_AQUR	Aqur	37.52545	37.73001	towns	cite	al-Ḥadaṯ	ﭐلحدث	al-Ḥadaṯ	ﭐلحدث	al-Hadath	al-Hadath
RABAN_376E374N_S_AQUR	Aqur	37.68027	37.43156	towns	cite	Raʿbān	رعبان	Raʿbān	رعبان	Raban	Raban
ZIBATRA_379E380N_S_AQUR	Aqur	37.90461	38.09311	waystations	placefrontiere	Zibaṭraŧ	زبطرة	Zibaṭraŧ	زبطرة	Zibatra	Zibatra
ARQA_379E383N_S_AQUR	Aqur	37.96251	38.36373	waystations	etape	ʿArqaŧ	عرقة	ʿArqaŧ	عرقة	Arqa	Arqa
MANBIJ_379E365N_S_AQUR	Aqur	37.98957	36.54651	towns	cite	Manbiǧ	منبج	Manbiǧ	منبج	Manbij	Manbij
HISNMANSUR_380E378N_S_AQUR	Aqur	38.05966	37.82371	waystations	placefrontiere	Ḥiṣn Manṣūr	حصن منصور	Ḥiṣn Manṣūr	حصن منصور	Hisn Mansur	Hisn Mansur
QASRSANJA_381E374N_S_AQUR	Aqur	38.19495	37.49466	towns	ville	Qaṣr Sanǧaŧ	قصر سنجة	Qaṣr Sanǧaŧ, Sanǧaŧ	قصر سنجة، سنجة	Qasr Sanja, Sanja	Qasr Sanja, Sanja
JISRMANBIJ_382E366N_S_AQUR	Aqur	38.22057	36.67173	towns	ville	Ǧisr Manbiǧ	جسر منبج	Ǧisr Manbiǧ	جسر منبج	Jisr Manbij	Jisr Manbij
MALATIN_383E383N_S_AQUR	Aqur	38.35767	38.35806	towns	cite	Malaṭīn	ملطين	Malaṭīn, Malaṭiyaŧ	ملطين، ملطية	Malatin, Malatiya	Malatin, Malatiya
SIFFIN_384E358N_O_AQUR	Aqur	38.41040	35.85660	sites	lieu	Ṣiffīn	صفين	Ṣiffīn	صفين	Siffin	Siffin
SARUJ_384E369N_R_AQUR	Aqur	38.43806	36.97910	regions	territoire	Sarūǧ	سروج	Sarūǧ	سروج	Saruj	Saruj
MUZANIYYA_385E372N_S_AQUR	Aqur	38.52691	37.28854	waystations	etape	al-Muzāniyyaŧ	ﭐلمزانية	al-Muzāniyyaŧ	ﭐلمزانية	al-Muzaniyya	al-Muzaniyya
QALAIBRIQ_385E390N_S_AQUR	Aqur	38.53819	39.05271	waystations	placefrontiere	Qalʿaŧ Ibrīq	قلعة إبريق	Qalʿaŧ Ibrīq	قلعة إبريق	Qala Ibriq	Qala Ibriq
SUMAYSAT_385E375N_S_AQUR	Aqur	38.54365	37.54334	towns	cite	Sumaysāṭ	سميساط	Sumaysāṭ	سميساط	Sumaysat	Sumaysat
TALLABDA_387E366N_S_AQUR	Aqur	38.72906	36.69218	waystations	etape	Tall ʿAbdā	تل عبدا	Tall ʿAbdā	تل عبدا	Tall Abda	Tall Abda
RUHA_388E371N_S_AQUR	Aqur	38.82122	37.14970	towns	cite	al-Ruhā	ﭐلرها	al-Ruhā	ﭐلرها	al-Ruha	al-Ruha
JULLAB_389E374N_S_AQUR	Aqur	38.91048	37.41051	waystations	etape	Ǧullāb	جلاب	Ǧullāb	جلاب	Jullab	Jullab
AYNRUMIYYA_389E363N_S_AQUR	Aqur	38.91206	36.34984	waystations	etape	ʿAyn al-Rūmiyyaŧ	عين ﭐلرومية	ʿAyn al-Rūmiyyaŧ	عين ﭐلرومية	Ayn al-Rumiyya	Ayn al-Rumiyya
DIYARMUDAR_389E365N_R_AQUR	Aqur	38.98256	36.56338	regions	circonscription	Diyār Muḍar	ديار مضر	Diyār Muḍar	ديار مضر	Diyar Mudar	Diyar Mudar
BAJARWAN_389E361N_S_AQUR	Aqur	38.98556	36.13571	towns	cite	Bāǧarwān	باجروان	Bāǧarwān	باجروان	Bajarwan	Bajarwan
KAMAKH_390E395N_S_AQUR	Aqur	39.02492	39.58627	waystations	placefrontiere	Kamaḫ	كمخ	Kamaḫ, Kamāḫ	كمخ، كماخ	Kamakh, Kamakh	Kamakh, Kamakh
RAQQA_390E359N_S_AQUR	Aqur	39.05128	35.94930	capitals	capitale	al-Raqqaŧ	ﭐلرقة	al-Raqqaŧ	ﭐلرقة	al-Raqqa	al-Raqqa
HISNMASLAMA_390E363N_S_AQUR	Aqur	39.07106	36.38728	towns	cite	Ḥiṣn Maslamaŧ	حصن مسلمة	Ḥiṣn Maslamaŧ	حصن مسلمة	Hisn Maslama	Hisn Maslama
RAFIQA_390E359N_S_AQUR	Aqur	39.07703	35.94235	quarters	faubourg	al-Rāfiqaŧ	ﭐلرافقة	al-Rāfiqaŧ	ﭐلرافقة	al-Rafiqa	al-Rafiqa
HARRAN_390E368N_S_AQUR	Aqur	39.08906	36.88438	towns	cite	Ḥarrān	حران	Ḥarrān	حران	Harran	Harran
NAHRBALIKH_390E361N_W_AQUR	Aqur	39.09656	36.11754	waters	riviere	Nahr al-Balīḫ	نهر ﭐلبليخ	Nahr al-Balīḫ	نهر ﭐلبليخ	Nahr al-Balikh	Nahr al-Balikh
TALLMAHRA_391E366N_S_AQUR	Aqur	39.13855	36.61998	towns	cite	Tall Maḥrá	تل محرى	Tall Maḥrá, Tall Baḥrá	تل محرى، تل بحرى	Tall Mahra, Tall Bahra	Tall Mahra, Tall Bahra
HISNZIYAD_392E387N_S_AQUR	Aqur	39.22470	38.75874	waystations	forteresse	Ḥiṣn Ziyād	حصن زياد	Ḥiṣn Ziyād	حصن زياد	Hisn Ziyad	Hisn Ziyad
BAMAQARA_393E377N_S_AQUR	Aqur	39.33450	37.75537	waystations	etape	Bāmaqarā	بامقرا	Bāmaqarā, Bāmaqdaŧ	بامقرا، بامقدة	Bamaqara, Bamaqda	Bamaqara, Bamaqda
GHURAYZ_394E353N_S_AQUR	Aqur	39.46613	35.32264	waystations	etape	al-Ġurayz 	ﭐلغريز 	al-Ġurayz , al-ʿUrayr	ﭐلغريز ، ﭐلعرير	al-Ghurayz , al-Urayr	al-Ghurayz , al-Urayr
JARNAN_396E379N_S_AQUR	Aqur	39.61765	37.92941	waystations	etape	Ǧarnān	جرنان	Ǧarnān	جرنان	Jarnan	Jarnan
TALLHUM_397E381N_S_AQUR	Aqur	39.75447	38.19784	towns	cite?	Tall Ḥūm	تل حوم	Tall Ḥūm	تل حوم	Tall Hum	Tall Hum
QASABA_397E350N_S_AQUR	Aqur	39.76511	35.05726	waystations	etape	al-Qaṣabaŧ	ﭐلقصبة	al-Qaṣabaŧ	ﭐلقصبة	al-Qasaba	al-Qasaba
TALLMAWZAN_397E372N_S_AQUR	Aqur	39.76550	37.22748	towns	cite	Tall Mawzan	تل موزن	Tall Mawzan	تل موزن	Tall Mawzan	Tall Mawzan
KHANUQA_398E357N_S_AQUR	Aqur	39.81661	35.75218	towns	cite	al-Ḫānūqaŧ	ﭐلخانوقة	al-Ḫānūqaŧ	ﭐلخانوقة	al-Khanuqa	al-Khanuqa
SHIMSHAT_398E386N_S_AQUR	Aqur	39.83119	38.61412	waystations	placefrontiere	Šimšāṭ	شمشاط	Šimšāṭ	شمشاط	Shimshat	Shimshat
MUBARAK_398E355N_S_AQUR	Aqur	39.83950	35.58832	villages	localite	al-Mubārak	ﭐلمبارك	al-Mubārak	ﭐلمبارك	al-Mubarak	al-Mubarak
BIRA_398E356N_S_AQUR	Aqur	39.87384	35.65809	villages	localite	Bīrā	بيرا	Bīrā	بيرا	Bira	Bira
RASAYN_400E368N_S_AQUR	Aqur	40.06404	36.83758	towns	cite	Raʾs al-ʿAyn	رأس ﭐلعين	Raʾs al-ʿAyn	رأس ﭐلعين	Ras al-Ayn	Ras al-Ayn
NAHRDHIB_400E380N_W_AQUR	Aqur	40.08449	38.07602	waters	riviere	Nahr al-Ḏīb	نهر ﭐلذيب	Nahr al-Ḏīb, Nahr al-Kilāb	نهر ﭐلذيب، نهر ﭐلكلاب	Nahr al-Dhib, Nahr al-Kilab	Nahr al-Dhib, Nahr al-Kilab
AWAMIL_400E349N_S_AQUR	Aqur	40.09518	34.93204	waystations	etape	al-ʿAwāmil	ﭐلعوامل	al-ʿAwāmil	ﭐلعوامل	al-Awamil	al-Awamil
FAMNAHRSAID_401E353N_S_AQUR	Aqur	40.13133	35.32381	waystations	etape	Fam Nahr Saʿīd	فم نهر سعيد	Fam Nahr Saʿīd	فم نهر سعيد	Fam Nahr Said	Fam Nahr Said
AMID_402E379N_S_AQUR	Aqur	40.21323	37.91510	capitals	capitale	Āmid	آمد	Āmid	آمد	Amid	Amid
NAHRARSANAS_402E387N_W_AQUR	Aqur	40.22779	38.77905	waters	riviere	Nahr Arsanās	نهر أرسناس	Nahr Arsanās	نهر أرسناس	Nahr Arsanas	Nahr Arsanas
