source,target,weight,distance
ZARUDUWA_548E294N_S_FARI,RIBATBUSHTKHAMM_552E295N_S_KIRM,0.216849181,46115
KADRUWA_546E291N_S_FARI,ZARUDUWA_548E294N_S_FARI,0.301813902,33133
NAYRIZ_542E292N_S_FARI,KADRUWA_546E291N_S_FARI,0.214767407,46562
KHAYAR_539E292N_S_FARI,NAYRIZ_542E292N_S_FARI,0.296006867,33783
KATH_537E293N_S_FARI,KHAYAR_539E292N_S_FARI,0.387191699,25827
KHURRAMA_533E295N_S_FARI,KATH_537E293N_S_FARI,0.225963168,44255
DARIYAN_529E295N_S_FARI,KHURRAMA_533E295N_S_FARI,0.248471898,40246
SHIRAZ_525E296N_S_FARI,DARIYAN_529E295N_S_FARI,0.241849666,41348
QARYARUMMAN_528E293N_S_FARI,SHIRAZ_525E296N_S_FARI,0.257413509,38848
KHANMIM_528E293N_S_FARI,QARYARUMMAN_528E293N_S_FARI,0.980488283,10199
KHAWARISTAN_532E292N_S_FARI,KHANMIM_528E293N_S_FARI,0.307012158,32572
RIBAT_534E291N_S_FARI,KHAWARISTAN_532E292N_S_FARI,0.336609667,29708
KURM_536E290N_S_FARI,RIBAT_534E291N_S_FARI,0.566732785,17645
FASA_536E289N_S_FARI,KURM_536E290N_S_FARI,0.586132114,17061
TABISTAN_538E289N_S_FARI,FASA_536E289N_S_FARI,0.528988574,18904
FUSTUJAN_540E288N_S_FARI,TABISTAN_538E289N_S_FARI,0.375812695,26609
JAHZANDAYA_541E288N_S_FARI,FUSTUJAN_540E288N_S_FARI,0.814000814,12285
DARAKAN_542E288N_S_FARI,JAHZANDAYA_541E288N_S_FARI,0.973804655,10269
MURAYZIJAN_543E288N_S_FARI,DARAKAN_542E288N_S_FARI,0.780031201,12820
DARABAJIRD_545E287N_S_FARI,MURAYZIJAN_543E288N_S_FARI,0.629524709,15885
KHASU_544E285N_S_FARI,DARABAJIRD_545E287N_S_FARI,0.231048266,43281
KARB_542E282N_S_FARI,KHASU_544E285N_S_FARI,0.271061477,36892
JUWAYMABUAHMAD_539E281N_S_FARI,KARB_542E282N_S_FARI,0.337086227,29666
KARYAN_537E280N_S_FARI,JUWAYMABUAHMAD_539E281N_S_FARI,0.367376929,27220
BARAB_534E278N_S_FARI,KARYAN_537E280N_S_FARI,0.292243848,34218
KURAN_528E277N_S_FARI,BARAB_534E278N_S_FARI,0.168318998,59411
SIRAF_523E276N_S_FARI,KURAN_528E277N_S_FARI,0.190617792,52461
JAMM_523E278N_S_FARI,SIRAF_523E276N_S_FARI,0.699496363,14296
MAH_522E280N_S_FARI,JAMM_523E278N_S_FARI,0.342454026,29201
KIRAND_523E284N_S_FARI,MAH_522E280N_S_FARI,0.238197323,41982
RAYKAN_526E285N_S_FARI,KIRAND_523E284N_S_FARI,0.303002757,33003
BIYABSHURAB_526E286N_S_FARI,RAYKAN_526E285N_S_FARI,0.439386616,22759
JUR_525E288N_S_FARI,BIYABSHURAB_526E286N_S_FARI,0.46628742,21446
KUWAR_526E292N_S_FARI,JUR_525E288N_S_FARI,0.225311493,44383
KAFRAH_524E295N_S_FARI,KUWAR_526E292N_S_FARI,0.251256281,39800
SHIRAZ_525E296N_S_FARI,KAFRAH_524E295N_S_FARI,0.758207597,13189
KHURRA_519E292N_S_FARI,SHIRAZ_525E296N_S_FARI,0.130568758,76588
KAZARUN_516E296N_S_FARI,KHURRA_519E292N_S_FARI,0.185839063,53810
DARIZ_515E296N_S_FARI,KHASHT_513E295N_S_FARI,0.366582353,27279
KAZARUN_516E296N_S_FARI,DARIZ_515E296N_S_FARI,0.627116518,15946
KAZARUN_516E296N_S_FARI,DARIZ_515E296N_S_FARI,0.2584714,38689
DASHTARZAN_519E296N_S_FARI,KAZARUN_516E296N_S_FARI,0.313185092,31930
KHANASAD_522E295N_S_FARI,DASHTARZAN_519E296N_S_FARI,0.345435075,28949
SHIRAZ_525E296N_S_FARI,KHANASAD_522E295N_S_FARI,0.309683813,32291
JUWAYM_522E298N_S_FARI,KHULLAR_521E299N_S_FARI,0.61500615,16260
SHIRAZ_525E296N_S_FARI,JUWAYM_522E298N_S_FARI,0.273478094,36566
HAZAR_524E299N_S_FARI,SHIRAZ_525E296N_S_FARI,0.254965452,39221
MAIN_526E301N_S_FARI,HAZAR_524E299N_S_FARI,0.318420634,31405
KHUSIKAN_524E305N_S_FARI,MAIN_526E301N_S_FARI,0.248299151,40274
QASRAIN_524E308N_S_FARI,KHUSIKAN_524E305N_S_FARI,0.281610814,35510
KHANRUSHAN_520E312N_S_FARI,QASRAIN_524E308N_S_FARI,0.158808302,62969
MAS_519E314N_O_FARI,KHANRUSHAN_520E312N_S_FARI,0.422012154,23696
ROUTPOINT0603_517E316N_O_NODA,MAS_519E314N_O_FARI,0.361873055,27634
JAFARABADH_518E311N_S_FARI,SUMAYRAM_518E313N_S_FARI,0.552730489,18092
KALLAR_519E307N_S_FARI,JAFARABADH_518E311N_S_FARI,0.174358796,57353
KURD_519E306N_S_FARI,KALLAR_519E307N_S_FARI,1.507613448,6633
MIHRJANAWAZ_522E303N_S_FARI,KURD_519E306N_S_FARI,0.22591212,44265
BAYDA_523E300N_S_FARI,MIHRJANAWAZ_522E303N_S_FARI,0.2161321,46268
KHULLAR_521E299N_S_FARI,BAYDA_523E300N_S_FARI,0.554200842,18044
KHARRARA_519E300N_S_FARI,KHULLAR_521E299N_S_FARI,0.389362613,25683
JARKAN_517E300N_S_FARI,KHARRARA_519E300N_S_FARI,0.428559184,23334
QALAJISS_516E301N_S_FARI,JARKAN_517E300N_S_FARI,0.597550045,16735
NUBANDAJAN_515E301N_S_FARI,QALAJISS_516E301N_S_FARI,0.890234132,11233
KUSHKAN_533E327N_S_MAFA,ROUTPOINT0608_529E326N_O_NODA,0.264221735,37847
JARMAQ_549E335N_S_MAFA,KUSHKAN_533E327N_S_MAFA,0.054927551,182058
NAIN_531E328N_S_MAFA,JARMAQ_549E335N_S_MAFA,0.051261284,195079
ROUTPOINT0608_529E326N_O_NODA,NAIN_531E328N_S_MAFA,0.423011844,23640
RAKUNIN_527E326N_S_MAFA,ROUTPOINT0608_529E326N_O_NODA,0.512531393,19511
SAKSH_521E326N_S_MAFA,RAKUNIN_527E326N_S_MAFA,0.165796236,60315
ISBAHAN_516E326N_S_JIBA,SAKSH_521E326N_S_MAFA,0.216248946,46243
KHANRUSH_517E322N_S_JIBA,ROUTPOINT0508_516E326N_O_NODA,0.22481509,44481
QUMISA_518E320N_S_FARI,KHANRUSH_517E322N_S_JIBA,0.368080094,27168
KARU_516E317N_S_FARI,QUMISA_518E320N_S_FARI,0.344506838,29027
RUZKAN_519E318N_S_FARI,QUMISA_518E320N_S_FARI,0.423728814,23600
AZKAS_521E315N_S_FARI,RUZKAN_519E318N_S_FARI,0.259181505,38583
JAHRAM_535E285N_S_FARI,KARZIN_531E284N_S_FARI,0.233721311,42786
FASA_536E289N_S_FARI,JAHRAM_535E285N_S_FARI,0.21330148,46882
JARMWA_547E286N_S_FARI,DARABAJIRD_545E287N_S_FARI,0.333333333,30000
RUSTAQ_551E284N_S_FARI,JARMWA_547E286N_S_FARI,0.294074401,34005
KHUSHNABADH_552E287N_S_KIRM,RUSTAQ_551E284N_S_FARI,0.331147758,30198
KAHUN_553E288N_S_KIRM,KHUSHNABADH_552E287N_S_KIRM,0.481370944,20774
SIRJAN_557E294N_S_KIRM,KAHUN_553E288N_S_KIRM,0.128561144,77784
KURDAKAN_556E297N_S_KIRM,BIMAND_555E296N_S_KIRM,0.593788967,16841
UNAS_559E302N_S_FARI,KURDAKAN_556E297N_S_KIRM,0.162356112,61593
RUDHAN_560E303N_S_FARI,UNAS_559E302N_S_FARI,0.577200577,17325
DIHUSHTURAN_557E303N_S_FARI,RUDHAN_560E303N_S_FARI,0.311575012,32095
SHABABAK_550E301N_S_FARI,DIHUSHTURAN_557E303N_S_FARI,0.149895822,66713
RADHAN_547E301N_S_FARI,SHABABAK_550E301N_S_FARI,0.273530458,36559
HARA_544E301N_S_FARI,RADHAN_547E301N_S_FARI,0.307862816,32482
KHAWARISTAN_540E299N_S_FARI,HARA_544E301N_S_FARI,0.263303405,37979
RASDUNYA_537E300N_S_FARI,KHAWARISTAN_540E299N_S_FARI,0.332225914,30100
ROUTPOINT0609_532E298N_O_NODA,RASDUNYA_537E300N_S_FARI,0.182498403,54795
ABARQUH_532E311N_S_FARI,QARYABIDH_531E306N_S_FARI,0.1632893,61241
QARYAASAD_538E315N_S_FARI,ABARQUH_532E311N_S_FARI,0.13593236,73566
QARYAMAJUS_541E317N_S_MAFA,QARYAASAD_538E315N_S_FARI,0.174547486,57291
YAZD_543E319N_S_FARI,QARYAMAJUS_541E317N_S_MAFA,0.430200043,23245
ANJIRA_544E321N_S_MAFA,YAZD_543E319N_S_FARI,0.376988615,26526
KHAZANA_546E323N_S_MAFA,ANJIRA_544E321N_S_MAFA,0.32513981,30756
SAGHAND_552E325N_S_MAFA,KHAZANA_546E323N_S_MAFA,0.170056459,58804
BUSHTBADHAM_554E330N_S_MAFA,SAGHAND_552E325N_S_MAFA,0.154026246,64924
HAWDHAJIB_554E335N_S_MAFA,JARMAQ_549E335N_S_MAFA,0.210588384,47486
HULWAN_562E339N_S_MAFA,HAWDHAJIB_554E335N_S_MAFA,0.102412847,97644
NUJAY_564E341N_S_MAFA,HULWAN_562E339N_S_MAFA,0.325192677,30751
RIBATKHURAN_564E337N_S_MAFA,NUJAY_564E341N_S_MAFA,0.235876872,42395
MUHALLABI_561E334N_S_MAFA,RIBATKHURAN_564E337N_S_MAFA,0.22059959,45331
RIBATABSHUTURAN_559E332N_S_MAFA,MUHALLABI_561E334N_S_MAFA,0.333488962,29986
ROUTPOINT0607_553E331N_O_NODA,RIBATABSHUTURAN_559E332N_S_MAFA,0.176925391,56521
ROUTPOINT0607_553E331N_O_NODA,BUSHTBADHAM_554E330N_S_MAFA,0.838574423,11925
JARMAQ_549E335N_S_MAFA,ROUTPOINT0607_553E331N_O_NODA,0.151322559,66084
SIRJAN_557E294N_S_KIRM,BAKHTA_561E291N_S_KIRM,0.178804513,55927
NARMASIR_586E289N_S_KIRM,JUWISULAYMAN_581E281N_S_KIRM,0.089438238,111809
BAMM_583E291N_S_KIRM,NARMASIR_586E289N_S_KIRM,0.296033156,33780
DARJIN_581E292N_S_KIRM,BAMM_583E291N_S_KIRM,0.444642063,22490
SARWISTAN_578E292N_S_KIRM,DARJIN_581E292N_S_KIRM,0.335683115,29790
RAIN_574E296N_S_KIRM,SARWISTAN_578E292N_S_KIRM,0.170925562,58505
KUGHUN_570E296N_S_KIRM,RAIN_574E296N_S_KIRM,0.237073564,42181
GHUBAYRA_569E297N_S_KIRM,KUGHUN_570E296N_S_KIRM,0.631113916,15845
KHANNAB_567E298N_S_KIRM,GHUBAYRA_569E297N_S_KIRM,0.341460083,29286
ROUTPOINT0605_565E298N_O_NODA,KHANNAB_567E298N_S_KIRM,0.781127949,12802
SIRJAN_557E294N_S_KIRM,ROUTPOINT0605_565E298N_O_NODA,0.105290866,94975
SHAMAT_560E297N_S_KIRM,SIRJAN_557E294N_S_KIRM,0.23541598,42478
BAHAR_563E298N_S_KIRM,SHAMAT_560E297N_S_KIRM,0.279446696,35785
ROUTPOINT0605_565E298N_O_NODA,BAHAR_563E298N_S_KIRM,0.427990584,23365
FIRZIN_567E299N_S_KIRM,ROUTPOINT0605_565E298N_O_NODA,0.533276451,18752
MAHAN_573E301N_S_KIRM,FIRZIN_567E299N_S_KIRM,0.196618168,50860
JANZARUDH_569E306N_S_KIRM,MAHAN_573E301N_S_KIRM,0.222692351,44905
ZARAND_565E308N_S_KIRM,JANZARUDH_569E306N_S_KIRM,0.27238308,36713
KUHBAYAN_562E313N_S_KIRM,ZARAND_565E308N_S_KIRM,0.134899972,74129
KURI_571E333N_S_MAFA,KUHBAYAN_562E313N_S_KIRM,0.039053194,256061
TABASJILAKI_569E335N_S_MAFA,KURI_571E333N_S_MAFA,0.268882256,37191
ATASHKAHAN_567E336N_S_MAFA,TABASJILAKI_569E335N_S_MAFA,0.536595836,18636
RIBATKHURAN_564E337N_S_MAFA,ATASHKAHAN_567E336N_S_MAFA,0.309128567,32349
BUSTADARAN_568E341N_S_MAFA,RIBATKHURAN_564E337N_S_MAFA,0.154817934,64592
DASKARDAN_566E342N_S_MAFA,NUJAY_564E341N_S_MAFA,0.502992807,19881
DARZINAK_567E343N_S_MAFA,DASKARDAN_566E342N_S_MAFA,0.826309701,12102
BANNA_569E344N_S_MAFA,BUSTADARAN_568E341N_S_MAFA,0.329077267,30388
BANNA_569E344N_S_MAFA,DARZINAK_567E343N_S_MAFA,0.377614984,26482
RIBATZANJI_574E348N_S_MAFA,BANNA_569E344N_S_MAFA,0.153219134,65266
JIRUQAN_564E280N_S_KIRM,KASHISTAN_562E281N_S_KIRM,0.508491813,19666
MARZAQAN_567E279N_S_KIRM,JIRUQAN_564E280N_S_KIRM,0.344661198,29014
ARDAKAN_570E279N_S_KIRM,MARZAQAN_567E279N_S_KIRM,0.387987895,25774
WALASHJIRD_572E280N_S_KIRM,ARDAKAN_570E279N_S_KIRM,0.370123621,27018
KUMIZ_572E277N_S_KIRM,WALASHJIRD_572E280N_S_KIRM,0.424304141,23568
MANUQAN_575E274N_S_KIRM,KUMIZ_572E277N_S_KIRM,0.18942264,52792
JAKIN_574E272N_S_KIRM,MANUQAN_575E274N_S_KIRM,0.306269333,32651
HURMUZ_569E270N_S_KIRM,JAKIN_574E272N_S_KIRM,0.16202466,61719
ROUTPOINT0604_563E272N_O_NODA,HURMUZ_569E270N_S_KIRM,0.161165549,62048
SURU_562E271N_S_FARI,ROUTPOINT0604_563E272N_O_NODA,0.600600601,16650
DIHBARIST_561E277N_S_KIRM,ROUTPOINT0604_563E272N_O_NODA,0.125270898,79827
TARIM_558E281N_S_FARI,DIHBARIST_561E277N_S_KIRM,0.170558237,58631
FURJ_551E283N_S_FARI,TARIM_558E281N_S_FARI,0.144281406,69309
RUSTAQ_551E284N_S_FARI,FURJ_551E283N_S_FARI,0.514774014,19426
DARBANA_574E290N_S_KIRM,ROUTPOINT0610_562E290N_O_NODA,0.079457149,125854
JIRUFT_578E286N_S_KIRM,DARBANA_574E290N_S_KIRM,0.176155581,56768
KHABR_563E288N_S_KIRM,JIRUFT_578E286N_S_KIRM,0.063558245,157336
ROUTPOINT0610_562E290N_O_NODA,KHABR_563E288N_S_KIRM,0.359492397,27817
BAKHTA_561E291N_S_KIRM,ROUTPOINT0610_562E290N_O_NODA,1.59083678,6286
DARKUJUWI_577E307N_S_MAFA,ROUTPOINT0611_578E312N_O_NODA,0.174987313,57147
KHABIS_577E304N_S_KIRM,DARKUJUWI_577E307N_S_MAFA,0.296147126,33767
MAHAN_573E301N_S_KIRM,KHABIS_577E304N_S_KIRM,0.154964281,64531
FIRZIN_567E299N_S_KIRM,MAHAN_573E301N_S_KIRM,0.180570603,55380
MAGHUN_577E279N_S_KIRM,JUWISULAYMAN_581E281N_S_KIRM,0.232612235,42990
MAGHUN_577E279N_S_KIRM,JIRUFT_578E286N_S_KIRM,0.122727998,81481
MAGHUN_577E279N_S_KIRM,WALASHJIRD_572E280N_S_KIRM,0.192034413,52074
KUHBARJAN_577E276N_S_KIRM,MAGHUN_577E279N_S_KIRM,0.280678118,35628
MANUQAN_575E274N_S_KIRM,KUHBARJAN_577E276N_S_KIRM,0.315387769,31707
KASHISTAN_562E281N_S_KIRM,TARIM_558E281N_S_FARI,0.198997055,50252
ABSHUR_574E326N_S_MAFA,KURI_571E333N_S_MAFA,0.11925774,83852
BIRBAR_575E321N_S_MAFA,ABSHUR_574E326N_S_MAFA,0.165606783,60384
BIRBAR_575E321N_S_MAFA,NABAND_575E323N_S_MAFA,0.427295646,23403
GHAMRSURKH_572E318N_S_MAFA,BIRBAR_575E321N_S_MAFA,0.253138923,39504
SHURIRUDH_577E312N_S_MAFA,GHAMRSURKH_572E318N_S_MAFA,0.105990588,94348
ROUTPOINT0611_578E312N_O_NODA,SHURIRUDH_577E312N_S_MAFA,3.17158262,3153
KHUR_584E329N_S_MAFA,KHAWST_588E327N_S_MAFA,0.217419663,45994
ROUTPOINT0606_579E326N_O_NODA,KHUR_584E329N_S_MAFA,0.148361349,67403
NABAND_575E323N_S_MAFA,ROUTPOINT0606_579E326N_O_NODA,0.215405825,46424
QARYASALM_592E312N_S_MAFA,NIH_600E315N_S_SIJI,0.120078291,83279
DARISTAN_587E292N_S_MAFA,QARYASALM_592E312N_S_MAFA,0.041640815,240149
NARMASIR_586E289N_S_KIRM,DARISTAN_587E292N_S_MAFA,0.343041405,29151
BARISK_582E314N_S_MAFA,ROUTPOINT0611_578E312N_O_NODA,0.198243562,50443
HAWD_587E319N_S_MAFA,BARISK_582E314N_S_MAFA,0.133577335,74863
RASMA_588E324N_S_MAFA,HAWD_587E319N_S_MAFA,0.162469537,61550
KUKUR_588E326N_S_MAFA,RASMA_588E324N_S_MAFA,0.481602774,20764
KHAWST_588E327N_S_MAFA,KUKUR_588E326N_S_MAFA,0.567955927,17607
KHAWST_588E327N_S_MAFA,ROUTPOINT0606_579E326N_O_NODA,0.104161242,96005
ISBIDH_599E299N_S_MAFA,QARYASALM_592E312N_S_MAFA,0.055479425,180247
NARMASIR_586E289N_S_KIRM,ISBIDH_599E299N_S_MAFA,0.056959286,175564
RIBATZANJI_574E348N_S_MAFA,KUNDUR_581E351N_S_KHUR,0.141627011,70608
ISBIDH_599E299N_S_MAFA,RAMASHAHRISTAN_612E303N_S_SIJI,0.077192657,129546
SAMAD_579E227N_S_JAZI,ROUTPOINT0708_577E227N_O_NODA,0.336893171,29683
MARIB_454E155N_S_YEME,SHIBAM_485E159N_S_YEME,0.027314867,366101
SANA_442E153N_S_YEME,MARIB_454E155N_S_YEME,0.070326455,142194
MUSAYLIHA_499E261N_S_JAZI,QATIF_499E265N_S_JAZI,0.228091784,43842
DARIN_501E262N_S_JAZI,QATIF_499E265N_S_JAZI,0.270416441,36980
MUSAYLIHA_499E261N_S_JAZI,DARIN_501E262N_S_JAZI,0.413633355,24176
UQAYR_502E255N_S_JAZI,MUSAYLIHA_499E261N_S_JAZI,0.131931343,75797
HAMAD_506E247N_S_JAZI,UQAYR_502E255N_S_JAZI,0.095178269,105066
JULLAFAR_559E257N_S_JAZI,HAMAD_506E247N_S_JAZI,0.01498363,667395
ROUTPOINT0705_559E253N_O_NODA,JULLAFAR_559E257N_S_JAZI,0.23658,42269
DABA_562E255N_S_JAZI,ROUTPOINT0705_559E253N_O_NODA,0.274657365,36409
SUHAR_566E243N_S_JAZI,DABA_562E255N_S_JAZI,0.063717401,156943
ROUTPOINT0706_583E235N_O_NODA,SUHAR_566E243N_S_JAZI,0.048835756,204768
ROUTPOINT0706_583E235N_O_NODA,MASQAT_586E235N_S_JAZI,0.364484619,27436
ROUTPOINT0707_577E228N_O_NODA,ROUTPOINT0706_583E235N_O_NODA,0.094521532,105796
ROUTPOINT0707_577E228N_O_NODA,NAZWA_575E228N_S_JAZI,0.459453251,21765
ROUTPOINT0708_577E227N_O_NODA,ROUTPOINT0707_577E228N_O_NODA,1.700102006,5882
QALA_576E226N_S_JAZI,ROUTPOINT0708_577E227N_O_NODA,0.788394828,12684
QARA_468E274N_S_JAZI,SULAYMA_473E241N_S_JAZI,0.025832117,387115
KAZIMA_479E292N_S_JAZI,QARA_468E274N_S_JAZI,0.042394977,235877
HADUTHA_483E285N_S_JAZI,KAZIMA_479E292N_S_JAZI,0.102990854,97096
ARFAJA_487E276N_S_JAZI,HADUTHA_483E285N_S_JAZI,0.09781386,102235
QURA_495E269N_S_JAZI,ARFAJA_487E276N_S_JAZI,0.085631834,116779
QATIF_499E265N_S_JAZI,QURA_495E269N_S_JAZI,0.160572924,62277
HIJRSALIH_379E268N_S_JAZI,TAYMA_385E275N_S_BADI,0.098112319,101924
HIJRSALIH_379E268N_S_JAZI,AQRA_378E271N_S_BADI,0.291962278,34251
QURH_379E265N_S_JAZI,HIJRSALIH_379E268N_S_JAZI,0.291146243,34347
SHARAFDHUNAML_351E289N_S_JAZI,HAQL_350E292N_S_JAZI,0.248373156,40262
MADYANSHUAYB_350E284N_S_JAZI,SHARAFDHUNAML_351E289N_S_JAZI,0.185970394,53772
ARA_355E280N_S_JAZI,MADYANSHUAYB_350E284N_S_JAZI,0.147603655,67749
KILABA_360E275N_S_JAZI,ARA_355E280N_S_JAZI,0.123667483,80862
SAGHB_364E271N_S_JAZI,KILABA_360E275N_S_JAZI,0.187497656,53334
BADAYAQUB_367E270N_S_JAZI,SAGHB_364E271N_S_JAZI,0.303204876,32981
BAYDA_370E267N_S_JAZI,BADAYAQUB_367E270N_S_JAZI,0.259067358,38600
QURH_379E265N_S_JAZI,BAYDA_370E267N_S_JAZI,0.097763178,102288
SUQYAYAZID_383E261N_S_JAZI,QURH_379E265N_S_JAZI,0.175635802,56936
MARWA_385E257N_S_JAZI,SUQYAYAZID_383E261N_S_JAZI,0.174252457,57388
RASAYN_380E250N_S_JAZI,MARWA_385E257N_S_JAZI,0.108399909,92251
YANBU_381E241N_S_JAZI,RASAYN_380E250N_S_JAZI,0.093598779,106839
JAR_385E238N_S_JAZI,YANBU_381E241N_S_JAZI,0.189785732,52691
BADR_388E237N_S_JAZI,JAR_385E238N_S_JAZI,0.314356669,31811
ROUTPOINT0703_391E228N_O_NODA,BADR_388E237N_S_JAZI,0.095058841,105198
JUHFA_391E226N_S_JAZI,ROUTPOINT0703_391E228N_O_NODA,0.40993687,24394
ROUTPOINT0702_392E224N_O_NODA,JUHFA_391E226N_S_JAZI,0.400898012,24944
JUDDA_391E214N_S_JAZI,ROUTPOINT0702_392E224N_O_NODA,0.093041431,107479
YALAMLAM_400E208N_S_JAZI,LITH_403E201N_S_JAZI,0.125421731,79731
MAKKA_398E213N_S_JAZI,YALAMLAM_400E208N_S_JAZI,0.150071284,66635
MAKKA_398E213N_S_JAZI,TANIM_397E215N_S_JAZI,0.581835108,17187
QARN_402E214N_S_JAZI,MAKKA_398E213N_S_JAZI,0.243096072,41136
TAIF_404E212N_S_JAZI,QARN_402E214N_S_JAZI,0.286459079,34909
ARAFAT_402E213N_S_JAZI,TAIF_404E212N_S_JAZI,0.402284979,24858
MINA_399E213N_S_JAZI,ARAFAT_402E213N_S_JAZI,0.342735716,29177
MAKKA_398E213N_S_JAZI,MINA_399E213N_S_JAZI,0.859401856,11636
QURAYN_395E214N_S_JAZI,MAKKA_398E213N_S_JAZI,0.364670702,27422
JUDDA_391E214N_S_JAZI,QURAYN_395E214N_S_JAZI,0.229363059,43599
LITH_403E201N_S_JAZI,JUDDA_391E214N_S_JAZI,0.051799247,193053
SIRRAYN_407E198N_S_JAZI,LITH_403E201N_S_JAZI,0.169336539,59054
DAWQA_409E195N_S_JAZI,SIRRAYN_407E198N_S_JAZI,0.248058939,40313
QANAWNA_411E191N_S_JAZI,DAWQA_409E195N_S_JAZI,0.173238168,57724
HALI_413E186N_S_JAZI,QANAWNA_411E191N_S_JAZI,0.165163677,60546
BAYSH_425E173N_S_YEME,HALI_413E186N_S_JAZI,0.052887387,189081
ATTAR_423E171N_S_YEME,HALI_413E186N_S_JAZI,0.050317757,198737
NAJRAN_442E175N_S_JAZI,MAHJARA_435E176N_S_JAZI,0.118769077,84197
SULAYMA_473E241N_S_JAZI,NAJRAN_442E175N_S_JAZI,0.011874299,842155
USFAN_394E218N_S_JAZI,KHAYM_395E223N_S_JAZI,0.172505995,57969
USFAN_394E218N_S_JAZI,KHULAYS_394E221N_S_JAZI,0.393313668,25425
BATNMARR_397E216N_S_JAZI,USFAN_394E218N_S_JAZI,0.248478072,40245
TANIM_397E215N_S_JAZI,BATNMARR_397E216N_S_JAZI,0.736268591,13582
SHUBAYKA_415E224N_S_JAZI,QUBA_416E227N_S_JAZI,0.246785617,40521
WAJRA_409E220N_S_JAZI,SHUBAYKA_415E224N_S_JAZI,0.13999524,71431
GHAMRA_408E218N_S_JAZI,WAJRA_409E220N_S_JAZI,0.468318269,21353
JUDAD_410E217N_S_JAZI,GHAMRA_408E218N_S_JAZI,0.329543582,30345
FUTUQ_412E214N_S_JAZI,JUDAD_410E217N_S_JAZI,0.256344527,39010
AWTAS_406E217N_S_JAZI,GHAMRA_408E218N_S_JAZI,0.402835965,24824
DHATIRQ_404E216N_S_JAZI,AWTAS_406E217N_S_JAZI,0.328008659,30487
MAKKA_398E213N_S_JAZI,DHATIRQ_404E216N_S_JAZI,0.143980188,69454
TURABA_416E212N_S_JAZI,TAIF_404E212N_S_JAZI,0.075758724,131998
TURABA_416E212N_S_JAZI,FUTUQ_412E214N_S_JAZI,0.229320981,43607
SAFR_416E208N_S_JAZI,TURABA_416E212N_S_JAZI,0.217822214,45909
KUDAYY_418E205N_S_JAZI,SAFR_416E208N_S_JAZI,0.260355646,38409
RANYA_421E203N_S_JAZI,KUDAYY_418E205N_S_JAZI,0.27339585,36577
TABALA_424E200N_S_JAZI,RANYA_421E203N_S_JAZI,0.225428314,44360
BISHA_426E199N_S_JAZI,TABALA_424E200N_S_JAZI,0.382292224,26158
JUSADA_427E195N_S_JAZI,BISHA_426E199N_S_JAZI,0.209476727,47738
BANATJARM_427E192N_O_JAZI,JUSADA_427E195N_S_JAZI,0.282445982,35405
YABAMBAM_428E188N_S_JAZI,BANATJARM_427E192N_O_JAZI,0.269179004,37150
JURASH_426E186N_S_JAZI,YABAMBAM_428E188N_S_JAZI,0.209222529,47796
THUJJA_431E181N_S_JAZI,JURASH_426E186N_S_JAZI,0.24214834,41297
SHARURA_434E178N_S_JAZI,THUJJA_431E181N_S_JAZI,0.230266188,43428
MAHJARA_435E176N_S_JAZI,SHARURA_434E178N_S_JAZI,0.325626832,30710
TUAM_557E241N_S_JAZI,ROUTPOINT0705_559E253N_O_NODA,0.071396953,140062
HAFIT_558E238N_S_JAZI,TUAM_557E241N_S_JAZI,0.29220969,34222
HAFIT_558E238N_S_JAZI,SUHAR_566E243N_S_JAZI,0.099476752,100526
DANK_563E235N_S_JAZI,HAFIT_558E238N_S_JAZI,0.15622803,64009
SIRR_568E230N_S_JAZI,DANK_563E235N_S_JAZI,0.114867271,87057
NAZWA_575E228N_S_JAZI,SIRR_568E230N_S_JAZI,0.124848621,80097
YANBU_381E241N_S_JAZI,RASAYN_380E250N_S_JAZI,0.0688544,145234
SAFRA_389E240N_S_JAZI,BADR_388E237N_S_JAZI,0.23205625,43093
RAWHA_392E241N_S_JAZI,SAFRA_389E240N_S_JAZI,0.259564969,38526
SAYYALA_393E241N_S_JAZI,RAWHA_392E241N_S_JAZI,0.966837475,10343
MALAL_394E242N_S_JAZI,SAYYALA_393E241N_S_JAZI,0.677782296,14754
DHUHULAYFA_395E244N_S_JAZI,MALAL_394E242N_S_JAZI,0.583362501,17142
QUBA_395E244N_S_JAZI,DHUHULAYFA_395E244N_S_JAZI,2.165439584,4618
MADINA_396E244N_S_JAZI,QUBA_395E244N_S_JAZI,2.220248668,4504
DHUKHUSHUB_392E247N_S_JAZI,MADINA_396E244N_S_JAZI,0.223623597,44718
SUWAYDA_390E250N_S_JAZI,DHUKHUSHUB_392E247N_S_JAZI,0.223738673,44695
MARWA_385E257N_S_JAZI,SUWAYDA_390E250N_S_JAZI,0.113606671,88023
KHAYM_395E223N_S_JAZI,ROUTPOINT0704_391E229N_O_NODA,0.123345627,81073
KHULAYS_394E221N_S_JAZI,ROUTPOINT0702_392E224N_O_NODA,0.255434366,39149
KHULAYS_394E221N_S_JAZI,KHAYM_395E223N_S_JAZI,0.286368843,34920
RUWAYTHA_392E240N_S_JAZI,RAWHA_392E241N_S_JAZI,0.780213779,12817
ARJ_392E238N_O_JAZI,RUWAYTHA_392E240N_S_JAZI,0.562587904,17775
