source,target,weight,distance
JARNAN_396E379N_S_AQUR,ROUTPOINT0209_396E380N_O_NODA,1.137785869,8789
TALLHUM_397E381N_S_AQUR,ROUTPOINT0210_401E379N_O_NODA,0.220848057,45280
ROUTPOINT0209_396E380N_O_NODA,TALLHUM_397E381N_S_AQUR,0.418760469,23880
ROUTPOINT0210_401E379N_O_NODA,ROUTPOINT0209_396E380N_O_NODA,0.231910946,43120
AMID_402E379N_S_AQUR,ROUTPOINT0210_401E379N_O_NODA,1.122460433,8909
HARRAN_390E368N_S_AQUR,AMID_402E379N_S_AQUR,0.064924104,154026
SINNNUHAS_416E393N_S_RIHA,QALIQALA_412E399N_S_RIHA,0.123659837,80867
MUSH_414E387N_S_RIHA,SINNNUHAS_416E393N_S_RIHA,0.131345636,76135
QALUNIYAAWFI_384E403N_S_RIHA,SINNNUHAS_416E393N_S_RIHA,0.030767148,325022
HISNZIYAD_392E387N_S_AQUR,KAMAKH_390E395N_S_AQUR,0.098196137,101837
MAYYAFARIQIN_410E381N_S_AQUR,MUSH_414E387N_S_RIHA,0.118817057,84163
ARZAN_416E379N_S_AQUR,MAYYAFARIQIN_410E381N_S_AQUR,0.163848473,61032
TALLFAFAN_417E377N_S_AQUR,ARZAN_416E379N_S_AQUR,0.31372549,31875
JABALJUDI_425E373N_O_AQUR,TALLFAFAN_417E377N_S_AQUR,0.147073963,67993
AMID_402E379N_S_AQUR,MAYYAFARIQIN_410E381N_S_AQUR,0.131938306,75793
MALATIN_383E383N_S_AQUR,ROUTPOINT0209_396E380N_O_NODA,0.077059413,129770
HISNZIYAD_392E387N_S_AQUR,MALATIN_383E383N_S_AQUR,0.10611318,94239
SHIMSHAT_398E386N_S_AQUR,HISNZIYAD_392E387N_S_AQUR,0.176800269,56561
TALLHUM_397E381N_S_AQUR,SHIMSHAT_398E386N_S_AQUR,0.206726893,48373
ARZAN_416E379N_S_AQUR,BADLIS_421E383N_S_AQUR,0.155209611,64429
MALAZKIRD_425E391N_S_AQUR,MUSH_414E387N_S_RIHA,0.094622598,105683
ROUTPOINT0211_430E389N_O_NODA,MALAZKIRD_425E391N_S_AQUR,0.194178528,51499
AKHLAT_425E387N_S_RIHA,ROUTPOINT0211_430E389N_O_NODA,0.170215663,58749
BADLIS_421E383N_S_AQUR,AKHLAT_425E387N_S_RIHA,0.178814105,55924
SINNNUHAS_416E393N_S_RIHA,MALAZKIRD_425E391N_S_AQUR,0.120901441,82712
SAMARRA_438E342N_S_IRAQ,TAKRIT_436E345N_S_IRAQ,0.214183212,46689
KARKH_438E342N_S_IRAQ,SAMARRA_438E342N_S_IRAQ,1.00431857,9957
DUR_438E344N_S_IRAQ,KARKH_438E342N_S_IRAQ,0.49183553,20332
JABILTA_437E346N_S_IRAQ,DUR_438E344N_S_IRAQ,0.526094276,19008
SUDAQANIYYA_436E348N_S_IRAQ,JABILTA_437E346N_S_IRAQ,0.401767778,24890
BARIMMA_435E350N_S_IRAQ,SUDAQANIYYA_436E348N_S_IRAQ,0.321078825,31145
SINN_434E352N_S_IRAQ,BARIMMA_435E350N_S_IRAQ,0.440625688,22695
WASIT_463E321N_S_IRAQ,FARUTH_465E318N_S_IRAQ,0.211832991,47207
RUSAFA_463E317N_S_IRAQ,WASIT_463E321N_S_IRAQ,0.219872034,45481
QATR_466E317N_O_IRAQ,RUSAFA_463E317N_S_IRAQ,0.373287543,26789
QATR_466E317N_O_IRAQ,FARUTH_465E318N_S_IRAQ,0.69032169,14486
ROUTPOINT0302_474E309N_O_NODA,QATR_466E317N_O_IRAQ,0.082156442,121719
BASRA_477E304N_S_IRAQ,ROUTPOINT0302_474E309N_O_NODA,0.157267323,63586
BASRA_477E304N_S_IRAQ,UBULLA_478E304N_S_IRAQ,0.52010194,19227
ABBADAN_482E303N_S_IRAQ,BASRA_477E304N_S_IRAQ,0.173076257,57778
ROUTPOINT0303_481E304N_O_NODA,ABBADAN_482E303N_S_IRAQ,0.566957705,17638
ROUTPOINT0303_481E304N_O_NODA,HISNMAHDI_483E305N_S_KHUZ,0.478835472,20884
BAYAN_480E304N_S_IRAQ,ROUTPOINT0303_481E304N_O_NODA,0.874125874,11440
UBULLA_478E304N_S_IRAQ,BAYAN_480E304N_S_IRAQ,0.510490581,19589
ROUTPOINT0302_474E309N_O_NODA,UBULLA_478E304N_S_IRAQ,0.170241743,58740
MADHAR_473E314N_S_IRAQ,ROUTPOINT0302_474E309N_O_NODA,0.148564128,67311
ABDAS_473E314N_S_IRAQ,MADHAR_473E314N_S_IRAQ,2.34082397,4272
BADHIBIN_465E321N_S_IRAQ,ABDAS_473E314N_S_IRAQ,0.093110737,107399
BADHIBIN_465E321N_S_IRAQ,SIKR_467E321N_S_IRAQ,0.578235226,17294
WASIT_463E321N_S_IRAQ,BADHIBIN_465E321N_S_IRAQ,0.388711809,25726
FAMSILH_461E324N_S_IRAQ,WASIT_463E321N_S_IRAQ,0.251553342,39753
NAHRSABUS_459E324N_S_IRAQ,FAMSILH_461E324N_S_IRAQ,0.528792766,18911
ROUTPOINT0301_457E325N_O_NODA,NAHRSABUS_459E324N_S_IRAQ,0.408413314,24485
ROUTPOINT0301_457E325N_O_NODA,NAHRSABUS_459E324N_S_IRAQ,0.40495667,24694
JABBUL_457E325N_S_IRAQ,ROUTPOINT0301_457E325N_O_NODA,4.52079566,2212
NUMANIYYA_454E325N_S_IRAQ,JABBUL_457E325N_S_IRAQ,0.347234279,28799
JARJARAYA_453E327N_S_IRAQ,NUMANIYYA_454E325N_S_IRAQ,0.525983589,19012
DAYRAQUL_449E329N_S_IRAQ,JARJARAYA_453E327N_S_IRAQ,0.261198903,38285
SIB_448E329N_S_IRAQ,DAYRAQUL_449E329N_S_IRAQ,0.663086002,15081
MADAIN_445E330N_S_IRAQ,SIB_448E329N_S_IRAQ,0.376647834,26550
BAGHDAD_443E333N_S_IRAQ,MADAIN_445E330N_S_IRAQ,0.256930706,38921
KARKH_443E333N_S_IRAQ,BAGHDAD_443E333N_S_IRAQ,1.97044335,5075
SARSAR_443E331N_S_IRAQ,KARKH_443E333N_S_IRAQ,0.428504092,23337
NAHRMALIK_443E330N_S_IRAQ,SARSAR_443E331N_S_IRAQ,1.604106513,6234
JISRKUTHA_443E328N_S_IRAQ,NAHRMALIK_443E330N_S_IRAQ,0.507639982,19699
QASRIBNHUBAYRA_443E327N_S_IRAQ,JISRKUTHA_443E328N_S_IRAQ,0.519858598,19236
JISRSURA_443E326N_S_IRAQ,QASRIBNHUBAYRA_443E327N_S_IRAQ,1.503985562,6649
SUQASAD_442E324N_S_IRAQ,JISRSURA_443E326N_S_IRAQ,0.509294627,19635
HAMMAMIBNUMAR_443E323N_S_IRAQ,JISRSURA_443E326N_S_IRAQ,0.351852503,28421
SHAHI_443E322N_S_IRAQ,HAMMAMIBNUMAR_443E323N_S_IRAQ,0.612782646,16319
SHAHI_443E322N_S_IRAQ,SUQASAD_442E324N_S_IRAQ,0.368785957,27116
KUFA_443E320N_S_IRAQ,SHAHI_443E322N_S_IRAQ,0.41276262,24227
HARUNIYYA_450E339N_S_IRAQ,JALULA_451E341N_S_IRAQ,0.402382102,24852
DASKARA_449E339N_S_IRAQ,HARUNIYYA_450E339N_S_IRAQ,1.050640891,9518
DAYRBAZAMA_447E336N_S_IRAQ,DASKARA_449E339N_S_IRAQ,0.235150261,42526
NAHRAWAN_445E334N_S_IRAQ,DAYRBAZAMA_447E336N_S_IRAQ,0.451141388,22166
BAGHDAD_443E333N_S_IRAQ,NAHRAWAN_445E334N_S_IRAQ,0.417118545,23974
HIT_428E336N_S_IRAQ,NAWUSA_426E338N_S_IRAQ,0.35568202,28115
RABB_432E334N_S_IRAQ,HIT_428E336N_S_IRAQ,0.195690887,51101
ANBAR_437E333N_S_IRAQ,RABB_432E334N_S_IRAQ,0.231417199,43212
SAYLAHIN_440E334N_S_IRAQ,ANBAR_437E333N_S_IRAQ,0.292757187,34158
BAGHDAD_443E333N_S_IRAQ,SAYLAHIN_440E334N_S_IRAQ,0.356303,28066
BARADAN_443E335N_S_IRAQ,BAGHDAD_443E333N_S_IRAQ,0.581057525,17210
UKBARA_442E338N_S_IRAQ,BARADAN_443E335N_S_IRAQ,0.231406489,43214
HARBA_441E339N_S_IRAQ,UKBARA_442E338N_S_IRAQ,0.833402784,11999
ALTH_440E340N_S_IRAQ,HARBA_441E339N_S_IRAQ,0.819873739,12197
QADISIYYA_439E340N_S_IRAQ,ALTH_440E340N_S_IRAQ,0.779241019,12833
SAMARRA_438E342N_S_IRAQ,QADISIYYA_439E340N_S_IRAQ,0.619924369,16131
TIB_473E322N_S_IRAQ,QURQUB_477E321N_S_IRAQ,0.259538022,38530
SIKR_467E321N_S_IRAQ,TIB_473E322N_S_IRAQ,0.198322194,50423
NAWUSA_426E338N_S_IRAQ,ALUS_424E339N_S_AQUR,0.379075057,26380
QASRSHIRIN_456E344N_S_IRAQ,HULWAN_459E344N_S_IRAQ,0.34914982,28641
KHANIQIN_454E343N_S_IRAQ,QASRSHIRIN_456E344N_S_IRAQ,0.42468255,23547
JALULA_451E341N_S_IRAQ,KHANIQIN_454E343N_S_IRAQ,0.276403438,36179
AHWAZ_486E313N_S_KHUZ,NAHRTIRA_483E314N_S_KHUZ,0.295866742,33799
SUQARBAA_485E309N_S_KHUZ,AHWAZ_486E313N_S_KHUZ,0.217084554,46065
HISNMAHDI_483E305N_S_KHUZ,SUQARBAA_485E309N_S_KHUZ,0.200754838,49812
HISNMAHDI_483E305N_S_KHUZ,BASIYAN_487E306N_S_KHUZ,0.211139732,47362
ROUTPOINT0401_482E321N_O_NODA,BAYRUT_479E320N_S_KHUZ,0.294394724,33968
ROUTPOINT0401_482E321N_O_NODA,SUS_482E322N_S_KHUZ,2.727768685,3666
QURQUB_477E321N_S_IRAQ,ROUTPOINT0401_482E321N_O_NODA,0.199732359,50067
BAYRUT_479E320N_S_KHUZ,QURQUB_477E321N_S_IRAQ,0.436929261,22887
BASINNA_483E319N_S_KHUZ,BAYRUT_479E320N_S_KHUZ,0.255512686,39137
NAHRTIRA_483E314N_S_KHUZ,BASINNA_483E319N_S_KHUZ,0.165442393,60444
SUS_482E322N_S_KHUZ,JUNDAYSABUR_485E322N_S_KHUZ,0.348237916,28716
SUS_482E322N_S_KHUZ,BASINNA_483E319N_S_KHUZ,0.424376167,23564
TUSTAR_488E320N_S_KHUZ,ASKARMUKRAM_488E316N_S_KHUZ,0.226485177,44153
JUNDAYSABUR_485E322N_S_KHUZ,TUSTAR_488E320N_S_KHUZ,0.241937435,41333
DIZ_484E323N_S_KHUZ,DIZ_484E323N_S_KHUZ,2.726281352,3668
JUNDAYSABUR_485E322N_S_KHUZ,DIZ_484E323N_S_KHUZ,0.869565217,11500
AHWAZ_486E313N_S_KHUZ,SHURAB_487E312N_S_KHUZ,0.578703704,17280
ASKARMUKRAM_488E316N_S_KHUZ,AHWAZ_486E313N_S_KHUZ,0.218904601,45682
AZAM_490E312N_S_KHUZ,AHWAZ_486E313N_S_KHUZ,0.287711828,34757
ABDIN_493E312N_S_KHUZ,AZAM_490E312N_S_KHUZ,0.379046319,26382
RAMHURMUZ_496E312N_S_KHUZ,ABDIN_493E312N_S_KHUZ,0.352995164,28329
HAWMAZUTT_497E310N_S_KHUZ,RAMHURMUZ_496E312N_S_KHUZ,0.347065561,28813
KHABARAN_498E309N_S_KHUZ,HAWMAZUTT_497E310N_S_KHUZ,0.737571913,13558
DAHLIZAN_499E307N_S_KHUZ,KHABARAN_498E309N_S_KHUZ,0.377886105,26463
JAYZAN_498E308N_S_KHUZ,KHABARAN_498E309N_S_KHUZ,1.032417923,9686
DAHLIZAN_499E307N_S_KHUZ,JAYZAN_498E308N_S_KHUZ,0.553495323,18067
SANBIL_501E307N_S_KHUZ,DAHLIZAN_499E307N_S_KHUZ,0.562872903,17766
ARRAJAN_502E306N_S_FARI,SANBIL_501E307N_S_KHUZ,0.516902719,19346
ASAK_496E307N_S_KHUZ,ARRAJAN_502E306N_S_FARI,0.166408733,60093
DAYRA_493E307N_S_KHUZ,ASAK_496E307N_S_KHUZ,0.281175313,35565
DAWRAQ_489E308N_S_KHUZ,DAYRA_493E307N_S_KHUZ,0.258091158,38746
KHANMAZDAWAYHI_488E307N_S_KHUZ,BASIYAN_487E306N_S_KHUZ,0.980680592,10197
DAWRAQ_489E308N_S_KHUZ,KHANMAZDAWAYHI_488E307N_S_KHUZ,0.777121542,12868
MANDAM_488E310N_S_KHUZ,DAWRAQ_489E308N_S_KHUZ,0.416475782,24011
SHURAB_487E312N_S_KHUZ,MANDAM_488E310N_S_KHUZ,0.451467269,22150
SAWJAR_508E320N_S_KHUZ,RIBATBARAKAN_512E320N_S_KHUZ,0.265259025,37699
BUWAYN_506E319N_S_KHUZ,SAWJAR_508E320N_S_KHUZ,0.277947635,35978
RUSTAJIRD_502E317N_S_KHUZ,BUWAYN_506E319N_S_KHUZ,0.202318571,49427
IDHAJ_498E318N_S_KHUZ,RUSTAJIRD_502E317N_S_KHUZ,0.22249416,44945
BAZIR_498E316N_S_KHUZ,IDHAJ_498E318N_S_KHUZ,0.362187613,27610
GHARWA_498E315N_S_KHUZ,BAZIR_498E316N_S_KHUZ,0.881290209,11347
TIRAM_498E313N_S_KHUZ,GHARWA_498E315N_S_KHUZ,0.402722403,24831
ROUTPOINT0402_497E312N_O_NODA,TIRAM_498E313N_S_KHUZ,0.43876969,22791
RAMHURMUZ_496E312N_S_KHUZ,ROUTPOINT0402_497E312N_O_NODA,0.992555831,10075
RAMHURMUZ_496E312N_S_KHUZ,ASKARMUKRAM_488E316N_S_KHUZ,0.122001806,81966
KHANLANJAN_515E324N_S_JIBA,ROUTPOINT0508_516E326N_O_NODA,0.344281485,29046
RIBATBARAKAN_512E320N_S_KHUZ,KHANLANJAN_515E324N_S_JIBA,0.182395214,54826
ASBIDHDASHT_511E321N_S_JIBA,KHANLANJAN_515E324N_S_JIBA,0.211685013,47240
RIBATBARAKAN_512E320N_S_KHUZ,ASBIDHDASHT_511E321N_S_JIBA,0.714489854,13996
LURDAJAN_507E315N_S_FARI,RIBATBARAKAN_512E320N_S_KHUZ,0.099228991,100777
JISRJAHANNAM_502E314N_S_KHUZ,LURDAJAN_507E315N_S_FARI,0.172941563,57823
BADAH_499E312N_S_KHUZ,JISRJAHANNAM_502E314N_S_KHUZ,0.297009118,33669
ROUTPOINT0402_497E312N_O_NODA,BADAH_499E312N_S_KHUZ,0.399952006,25003
RIBATWAZZ_517E330N_S_JIBA,ROUTPOINT0506_517E327N_O_NODA,0.301932367,33120
TARQ_518E333N_S_JIBA,RIBATWAZZ_517E330N_S_JIBA,0.3689084,27107
BADH_520E335N_S_JIBA,TARQ_518E333N_S_JIBA,0.301077859,33214
KAJ_513E349N_S_MAFA,BADH_520E335N_S_JIBA,0.060226089,166041
ROUTPOINT0512_516E352N_O_NODA,DIZA_516E353N_O_JIBA,1.677570877,5961
DAYRJISS_516E350N_S_MAFA,ROUTPOINT0512_516E352N_O_NODA,0.538444971,18572
KAJ_513E349N_S_MAFA,DAYRJISS_516E350N_S_MAFA,0.296173439,33764
QUMM_509E346N_S_JIBA,KAJ_513E349N_S_MAFA,0.202856216,49296
QUMM_509E346N_S_JIBA,ROUTPOINT0505_507E348N_O_NODA,0.334560054,29890
QARYAMAJUS_511E344N_S_JIBA,QUMM_509E346N_S_JIBA,0.351877265,28419
QASHAN_515E339N_S_JIBA,QARYAMAJUS_511E344N_S_JIBA,0.15274638,65468
HISNBADRA_514E333N_S_MAFA,QASHAN_515E339N_S_JIBA,0.151414209,66044
RIBATIBNRUSTAM_514E330N_S_MAFA,HISNBADRA_514E333N_S_MAFA,0.274408649,36442
DANJI_516E329N_S_MAFA,RIBATIBNRUSTAM_514E330N_S_MAFA,0.37239787,26853
ROUTPOINT0506_517E327N_O_NODA,DANJI_516E329N_S_MAFA,0.765345171,13066
ISBAHAN_516E326N_S_JIBA,ROUTPOINT0506_517E327N_O_NODA,0.636375207,15714
ABTIA_500E336N_S_JIBA,KARAJ_495E338N_S_JIBA,0.17624251,56740
JARBADHAQAN_502E333N_S_JIBA,ABTIA_500E336N_S_JIBA,0.258031222,38755
QANUWAN_506E332N_S_JIBA,JARBADHAQAN_502E333N_S_JIBA,0.256016385,39060
MARJWA-ZAHR_509E330N_S_JIBA,QANUWAN_506E332N_S_JIBA,0.307607124,32509
ISBAHAN_516E326N_S_JIBA,MARJWA-ZAHR_509E330N_S_JIBA,0.124049471,80613
ISBAHAN_516E326N_S_JIBA,ROUTPOINT0508_516E326N_O_NODA,1.515610791,6598
KHUNAJAN_502E331N_S_JIBA,ISBAHAN_516E326N_S_JIBA,0.067499612,148149
BURJ_496E333N_S_JIBA,KHUNAJAN_502E331N_S_JIBA,0.153451901,65167
KARAJ_495E338N_S_JIBA,BURJ_496E333N_S_JIBA,0.180167195,55504
AWA_505E346N_S_JIBA,KARAJ_495E338N_S_JIBA,0.072091296,138713
ROUTPOINT0505_507E348N_O_NODA,AWA_505E346N_S_JIBA,0.406190341,24619
ROUTPOINT0505_507E348N_O_NODA,SAWA_504E349N_S_JIBA,0.314514861,31795
ROUTPOINT0504_511E352N_O_NODA,ROUTPOINT0505_507E348N_O_NODA,0.163615242,61119
ROUTPOINT0504_511E352N_O_NODA,QUSTANA_510E354N_S_JIBA,0.620693936,16111
DIZA_516E353N_O_JIBA,ROUTPOINT0504_511E352N_O_NODA,0.201616968,49599
QUSTANA_510E354N_S_JIBA,RAYY_515E356N_S_JIBA,0.20418164,48976
MASHKUYA_507E353N_S_JIBA,QUSTANA_510E354N_S_JIBA,0.37000037,27027
SAWA_504E349N_S_JIBA,MASHKUYA_507E353N_S_JIBA,0.206011413,48541
DARWADH_501E350N_S_JIBA,SAWA_504E349N_S_JIBA,0.474924012,21056
SUSANQIN_500E350N_S_JIBA,DARWADH_501E350N_S_JIBA,0.632351081,15814
MASDAQAN_498E350N_S_JIBA,SUSANQIN_500E350N_S_JIBA,0.597728631,16730
RUDHA_497E351N_S_JIBA,MASDAQAN_498E350N_S_JIBA,1.353546291,7388
BUSTA_497E351N_S_JIBA,RUDHA_497E351N_S_JIBA,1.786990708,5596
TAZRA_493E351N_S_JIBA,BUSTA_497E351N_S_JIBA,0.304451075,32846
ZARRA_492E350N_S_JIBA,TAZRA_493E351N_S_JIBA,0.625978091,15975
BUZANJIRD_489E349N_S_JIBA,ZARRA_492E350N_S_JIBA,0.389590151,25668
DARNAWA_487E348N_S_JIBA,BUZANJIRD_489E349N_S_JIBA,0.376761359,26542
HAMADHAN_485E347N_S_JIBA,ROUTPOINT0503_491E354N_O_NODA,0.10367099,96459
UDH_492E355N_S_JIBA,ROUTPOINT0502_492E356N_O_NODA,1.161710037,8608
ROUTPOINT0503_491E354N_O_NODA,UDH_492E355N_S_JIBA,0.592733092,16871
BARISIYAN_487E352N_S_JIBA,ROUTPOINT0503_491E354N_O_NODA,0.234780363,42593
HAMADHAN_485E347N_S_JIBA,BARISIYAN_487E352N_S_JIBA,0.167067629,59856
HAMADHAN_485E347N_S_JIBA,DARNAWA_487E348N_S_JIBA,0.613346418,16304
JURAB_489E342N_S_JIBA,HAMADHAN_485E347N_S_JIBA,0.141111393,70866
KARAJ_495E338N_S_JIBA,ROUTPOINT0510_491E340N_O_NODA,0.240401952,41597
ROUTPOINT0509_486E344N_O_NODA,HAMADHAN_485E347N_S_JIBA,0.302773404,33028
RAMAN_486E342N_S_JIBA,ROUTPOINT0509_486E344N_O_NODA,0.39379381,25394
JURAB_489E342N_S_JIBA,ROUTPOINT0510_491E340N_O_NODA,0.298124795,33543
RAMAN_486E342N_S_JIBA,JURAB_489E342N_S_JIBA,0.418025249,23922
BURUJIRD_488E339N_S_JIBA,ROUTPOINT0510_491E340N_O_NODA,0.253267146,39484
RAMAN_486E342N_S_JIBA,BURUJIRD_488E339N_S_JIBA,0.216281685,46236
DARAQAN_487E334N_S_JIBA,KARAJ_495E338N_S_JIBA,0.108367017,92279
SABURKHASHT_483E334N_S_JIBA,DARAQAN_487E334N_S_JIBA,0.261588365,38228
NIHAWAND_483E342N_S_JIBA,RAMAN_486E342N_S_JIBA,0.403063281,24810
RAKAH_485E344N_S_JIBA,ROUTPOINT0509_486E344N_O_NODA,1.116445238,8957
NIHAWAND_483E342N_S_JIBA,RAKAH_485E344N_S_JIBA,0.338169152,29571
RUDHRAWAR_483E346N_S_JIBA,HAMADHAN_485E347N_S_JIBA,0.396369258,25229
NIHAWAND_483E342N_S_JIBA,RUDHRAWAR_483E346N_S_JIBA,0.199425654,50144
LASHTAR_482E338N_S_JIBA,NIHAWAND_483E342N_S_JIBA,0.23194322,43114
SABURKHASHT_483E334N_S_JIBA,LASHTAR_482E338N_S_JIBA,0.228206298,43820
QASRLUSUS_479E344N_S_JIBA,NIHAWAND_483E342N_S_JIBA,0.18072398,55333
ZAFARANIYYA_484E348N_S_JIBA,HAMADHAN_485E347N_S_JIBA,0.62605647,15973
ASADABADH_481E348N_S_JIBA,ZAFARANIYYA_484E348N_S_JIBA,0.37919005,26372
QASRLUSUS_479E344N_S_JIBA,ASADABADH_481E348N_S_JIBA,0.232872246,42942
DINAWAR_474E346N_S_JIBA,ASADABADH_481E348N_S_JIBA,0.149149104,67047
ROUTPOINT0501_459E353N_O_NODA,DINAWAR_474E346N_S_JIBA,0.060116385,166344
QANTARANUMAN_476E344N_S_JIBA,QASRLUSUS_479E344N_S_JIBA,0.356747886,28031
BISUTUN_474E343N_S_JIBA,QANTARANUMAN_476E344N_S_JIBA,0.455207575,21968
QARMASIN_470E343N_S_JIBA,BISUTUN_474E343N_S_JIBA,0.279751581,35746
ZUBAYDIYYA_468E342N_S_JIBA,QARMASIN_470E343N_S_JIBA,0.399121932,25055
TAZAR_464E341N_S_JIBA,ZUBAYDIYYA_468E342N_S_JIBA,0.23953817,41747
ZUBAYDIYYA_469E344N_S_JIBA,QARMASIN_470E343N_S_JIBA,0.508001016,19685
TAZAR_464E341N_S_JIBA,ZUBAYDIYYA_469E344N_S_JIBA,0.169239101,59088
MARJ_462E343N_S_JIBA,TAZAR_464E341N_S_JIBA,0.395241295,25301
MADHARWISTAN_460E344N_S_JIBA,MARJ_462E343N_S_JIBA,0.44982232,22231
HULWAN_459E344N_S_IRAQ,MADHARWISTAN_460E344N_S_JIBA,0.888415068,11256
SIRAWAN_468E335N_S_JIBA,HULWAN_459E344N_S_IRAQ,0.071440818,139976
SAYMARA_474E331N_S_JIBA,SIRAWAN_468E335N_S_JIBA,0.150934283,66254
DIZ_484E323N_S_KHUZ,SAYMARA_474E331N_S_JIBA,0.073753927,135586
DIZ_484E329N_S_KHUZ,SABURKHASHT_483E334N_S_JIBA,0.149443324,66915
DIZ_484E323N_S_KHUZ,DIZ_484E329N_S_KHUZ,0.136993808,72996
HULWAN_459E344N_S_IRAQ,ROUTPOINT0501_459E353N_O_NODA,0.109297979,91493
DIZA_516E353N_O_JIBA,KAHDA_520E353N_S_DAYL,0.275466916,36302
DIZA_516E353N_O_JIBA,RAYY_515E356N_S_JIBA,0.259969843,38466
ROUTPOINT0502_492E356N_O_NODA,ABHAR_492E361N_S_JIBA,0.185264094,53977
ROUTPOINT1619_495E359N_O_NODA,QAZWIN_500E362N_S_JIBA,0.199992,50002
ROUTPOINT0502_492E356N_O_NODA,ROUTPOINT1619_495E359N_O_NODA,0.218416914,45784
ZAYTUN_503E305N_S_FARI,ARRAJAN_502E306N_S_FARI,0.710984714,14065
ROUTEPOINTS0699_505E304N_O_FARI,ZAYTUN_503E305N_S_FARI,0.684462697,14610
JUNBADHMALLAGHAN_508E302N_S_FARI,ROUTEPOINTS0699_505E304N_O_FARI,0.264774412,37768
DAKHWID_512E303N_S_FARI,JUNBADHMALLAGHAN_508E302N_S_FARI,0.245549417,40725
KHAWADHAN_515E302N_S_FARI,DAKHWID_512E303N_S_FARI,0.38398034,26043
NUBANDAJAN_515E301N_S_FARI,KHAWADHAN_515E302N_S_FARI,0.736322804,13581
SHAHRASTAN_515E298N_S_FARI,NUBANDAJAN_515E301N_S_FARI,0.298356058,33517
KHASHT_513E295N_S_FARI,SHAHRASTAN_515E298N_S_FARI,0.236647183,42257
TAWWAZ_511E294N_S_FARI,KHASHT_513E295N_S_FARI,0.506739637,19734
TAWWAZ_510E294N_S_FARI,TAWWAZ_511E294N_S_FARI,0.667690459,14977
JANNABA_505E296N_S_FARI,TAWWAZ_510E294N_S_FARI,0.18861163,53019
SANJAHAN_503E297N_S_FARI,JANNABA_505E296N_S_FARI,0.468779299,21332
SINIZ_502E299N_S_FARI,SANJAHAN_503E297N_S_FARI,0.437885887,22837
MAHRUBAN_502E300N_S_FARI,SINIZ_502E299N_S_FARI,0.584078033,17121
RISHAHR_502E303N_S_FARI,MAHRUBAN_502E300N_S_FARI,0.326115314,30664
ARRAJAN_502E306N_S_FARI,RISHAHR_502E303N_S_FARI,0.32367697,30895
SUMAYRAM_518E313N_S_FARI,ARRAJAN_502E306N_S_FARI,0.050837549,196705
ROUTPOINT0603_517E316N_O_NODA,SUMAYRAM_518E313N_S_FARI,0.295133253,33883
KARU_516E317N_S_FARI,ROUTPOINT0603_517E316N_O_NODA,0.58503481,17093
KHANLANJAN_515E324N_S_JIBA,KARU_516E317N_S_FARI,0.139699925,71582
SARWISTAN_524E314N_S_FARI,AZKAS_521E315N_S_FARI,0.372245384,26864
ABADHA_526E311N_S_FARI,SARWISTAN_524E314N_S_FARI,0.273725125,36533
SARMAQ_527E310N_S_FARI,ABADHA_526E311N_S_FARI,0.589205751,16972
KARA_531E307N_S_FARI,SARMAQ_527E310N_S_FARI,0.201466677,49636
QARYABIDH_531E306N_S_FARI,KARA_531E307N_S_FARI,0.785114234,12737
KAHAMANDA_531E302N_S_FARI,QARYABIDH_531E306N_S_FARI,0.250865486,39862
QARYAIBNBUNDAR_530E301N_S_FARI,KAHAMANDA_531E302N_S_FARI,0.421674046,23715
ISTAKHR_529E299N_S_FARI,QARYAIBNBUNDAR_530E301N_S_FARI,0.470123643,21271
KALWADHAR_531E298N_S_FARI,ISTAKHR_529E299N_S_FARI,0.391236307,25560
ZIYADABADHZIYADAWADH_532E298N_S_FARI,KALWADHAR_531E298N_S_FARI,1.361841209,7343
RAKAN_527E297N_S_FARI,ISTAKHR_529E299N_S_FARI,0.354295837,28225
RAKAN_527E297N_S_FARI,SHIRAZ_525E296N_S_FARI,0.353244551,28309
RASSIKR_528E297N_S_FARI,RAKAN_527E297N_S_FARI,0.832431533,12013
ROUTPOINT0609_532E298N_O_NODA,RASSIKR_528E297N_S_FARI,0.258111143,38743
ROUTPOINT0609_532E298N_O_NODA,ZIYADABADHZIYADAWADH_532E298N_S_FARI,2.030869212,4924
JUBANAN_534E297N_S_FARI,ROUTPOINT0609_532E298N_O_NODA,0.572967398,17453
ABADHA_537E297N_S_FARI,JUBANAN_534E297N_S_FARI,0.331081976,30204
QARYAAS_539E296N_S_FARI,ABADHA_537E297N_S_FARI,0.487376937,20518
SAHIH_543E297N_S_FARI,QARYAAS_539E296N_S_FARI,0.247555391,40395
SARMAQAN_548E296N_S_KIRM,SAHIH_543E297N_S_FARI,0.194650991,51374
BIMAND_555E296N_S_KIRM,SARMAQAN_548E296N_S_KIRM,0.129153913,77427
SIRJAN_557E294N_S_KIRM,BIMAND_555E296N_S_KIRM,0.371788675,26897
RIBATBUSHTKHAMM_552E295N_S_KIRM,SIRJAN_557E294N_S_KIRM,0.213383407,46864
RIBATBUSHTKHAMM_552E295N_S_KIRM,BIMAND_555E296N_S_KIRM,0.306936771,32580
RIBATBUSHTKHAMM_552E295N_S_KIRM,SARMAQAN_548E296N_S_KIRM,0.209485504,47736
